Symbol,Date,Open,High,Low,Close,Volume,FOLGF SMA,FOLGF spanTwelveEMA,FOLGF spanTwntySixEMA,FOLGF_x,FOLGF_y
FOLGF,2020-12-15,0.10099999999999999,0.1067,0.1007,0.1011,92125,0.1011,0.10319458290625744,0.10776482324041976,-0.004570240334162312,-0.004653308383862536
FOLGF,2020-12-14,0.10099999999999999,0.10099999999999999,0.1,0.1,32500,0.1,0.10357541616194063,0.10829800909965334,-0.004722592937712711,-0.004674075396287588
FOLGF,2020-12-11,0.10099999999999999,0.10099999999999999,0.10099999999999999,0.10099999999999999,375,0.101,0.10422549182774804,0.1089618498276256,-0.00473635799987758,-0.004661946010931306
FOLGF,2020-12-10,0.10035,0.1029,0.0969,0.1029,1200,0.10290000000000003,0.10481194488733857,0.10959879781383566,-0.004786852926497096,-0.004643343013694741
FOLGF,2020-12-09,0.1,0.1,0.1,0.1,10000,0.10000000000000002,0.10515957123049104,0.11013470163894253,-0.004975130408451475,-0.004607465535494152
FOLGF,2020-12-08,0.1,0.1,0.1,0.1,2500,0.1,0.10609767509058032,0.11094547777005792,-0.004847802679477611,-0.004515549317254818
FOLGF,2020-12-07,0.11,0.11,0.11,0.11,1000,0.11,0.10720634328886763,0.11182111599166256,-0.004614772702794923,-0.0044324859766991225
FOLGF,2020-12-04,0.11,0.11,0.1,0.1,10800,0.10000000000000002,0.1066984057050254,0.11196680527099556,-0.0052683995659701536,-0.004386914295175172
FOLGF,2020-12-03,0.105,0.1072,0.105,0.1072,14500,0.10720000000000003,0.10791629765139366,0.1129241496926752,-0.005007852041281541,-0.004166542977476423
FOLGF,2020-12-02,0.105,0.10735,0.105,0.105,163996,0.105,0.10804653358801067,0.1133820816680892,-0.005335548080078523,-0.003956215711525143
FOLGF,2020-12-01,0.0983,0.1,0.0983,0.1,13000,0.10000000000000002,0.1086004487858308,0.11405264820153635,-0.005452199415705543,-0.003611382619386795
FOLGF,2020-11-30,0.1,0.1099,0.1,0.105,15700,0.105,0.11016416674689096,0.11517686005765924,-0.005012693310768313,-0.003151178420307108
FOLGF,2020-11-27,0.1002,0.10099999999999999,0.1002,0.10099999999999999,2500,0.10100000000000002,0.11110310615541656,0.115991008862272,-0.0048879027068554496,-0.002685799697691813
FOLGF,2020-11-27,0.1002,0.10099999999999999,0.1002,0.10099999999999999,2500,0.10100000000000002,0.11294003454731047,0.11719028957125376,-0.004250255023943286,-0.0021352739454009078
FOLGF,2020-11-25,0.1088,0.115,0.10099999999999999,0.10365,507494,0.10365000000000003,0.11511094991954875,0.11848551273695407,-0.0033745628174053216,-0.001606528675765313
FOLGF,2020-11-24,0.1026,0.1026,0.1026,0.1026,10000,0.10260000000000004,0.11719475899583034,0.1196723537559104,-0.0024775947600800398,-0.0011645201403553108
FOLGF,2020-11-23,0.11,0.12,0.1093,0.12,71024,0.12000000000000002,0.11984835154052678,0.12103814205638322,-0.0011897905158564368,-0.0008362514854241249
FOLGF,2020-11-20,0.1162,0.1162,0.1156,0.1156,5100,0.11560000000000005,0.11982077909334984,0.12112119342089388,-0.0013004143275440472,-0.0007478667278160468
FOLGF,2020-11-19,0.1164,0.1164,0.1164,0.1164,310,0.11640000000000005,0.1205881934739589,0.1215628888945654,-0.0009746954206064916,-0.0006097298278840502
FOLGF,2020-11-18,0.12283,0.125,0.115,0.125,135140,0.12500000000000006,0.12134968319649687,0.1219759200061306,-0.0006262368096337233,-0.0005184884297034364
FOLGF,2020-11-17,0.10725,0.12,0.10725,0.1165,95200,0.11650000000000005,0.1206859892322236,0.12173399360662104,-0.0010480043743974626,-0.0004915513347208645
FOLGF,2020-11-16,0.11,0.125,0.11,0.125,43250,0.12500000000000006,0.121447078183537,0.12215271309515074,-0.0007056349116137535,-0.00035243807480171853
FOLGF,2020-11-13,0.1123,0.1123,0.1123,0.1123,1200,0.11230000000000008,0.12080109239872555,0.1219249301427628,-0.0011238377440372649,-0.0002641388655987133
FOLGF,2020-11-12,0.113197,0.1174,0.11,0.1174,11500,0.11740000000000007,0.12234674556213017,0.12269492455418382,-0.00034817899205363817,-4.921414598907881e-05
FOLGF,2020-11-11,0.1286,0.1286,0.1246,0.1246,1700,0.12460000000000007,0.12324615384615385,0.12311851851851853,0.0001276353276353226,2.552706552706452e-05
FOLGF,2020-11-10,0.08,0.12300000000000001,0.08,0.12300000000000001,21000,0.1230000000000001,0.123,0.123,0.0,0.0
