Symbol,Date,Open,High,Low,Close,Volume,SB SMA,SB spanTwelveEMA,SB spanTwntySixEMA,SB_x,SB_y
SB,2020-12-15,1.16,1.19,1.16,1.17,18296,1.17,1.1571169607874976,1.1248406299353062,0.032276330852191386,0.033739857436679496
SB,2020-12-14,1.18,1.19,1.17,1.185,20215,1.185,1.154774590021588,1.1212278803301308,0.03354670969145723,0.034105739082801526
SB,2020-12-11,1.16,1.19,1.16,1.18,25849,1.1800000000000002,1.149279060934604,1.1161261107565412,0.033152950178062746,0.034245496430637595
SB,2020-12-10,1.16,1.16,1.16,1.16,1256,1.16,1.1436934356499866,1.1110161996170649,0.032677236032921934,0.03451863299378131
SB,2020-12-09,1.13,1.14,1.13,1.14,4208,1.14,1.140728605768166,1.1070974955864297,0.03363111018173637,0.0349789822339962
SB,2020-12-08,1.15,1.17,1.15,1.1505,962,1.1505,1.1408610795441962,1.1044652952333442,0.036395784310852004,0.03531595024706116
SB,2020-12-07,1.17,1.1783,1.1411,1.16,36519,1.1599999999999997,1.139108548552232,1.1007825188520115,0.038326029700220136,0.03504599173111345
SB,2020-12-04,1.11,1.14,1.11,1.14,10772,1.14,1.135310102834456,1.0960451203601729,0.039264982474283235,0.03422598223883667
SB,2020-12-03,1.16,1.17,1.15,1.15,1512,1.15,1.1344573942589025,1.0925287299889863,0.04192866426991615,0.032966232179975026
SB,2020-12-02,1.15,1.15,1.1267,1.1267,7490,1.1267,1.1316314659423394,1.0879310283881052,0.04370043755423425,0.030725624157489743
SB,2020-12-01,1.21,1.25,1.21,1.25,35838,1.25,1.132528096113674,1.0848295106591537,0.04769858545452044,0.02748192080830361
SB,2020-11-30,1.2,1.2,1.18,1.185,47816,1.185,1.111169568134342,1.0716158715118858,0.039553696622456114,0.022427754646749405
SB,2020-11-27,1.17,1.18,1.15,1.18,30318,1.1800000000000002,1.0977458532496769,1.0625451412328366,0.03520071201684005,0.01814626915282267
SB,2020-11-27,1.17,1.18,1.15,1.18,30318,1.1800000000000004,1.082790553840527,1.0531487525314636,0.029641801309063357,0.013882658436818266
SB,2020-11-25,1.17,1.17,1.12,1.13,35831,1.1300000000000006,1.065116109084259,1.0430006527339806,0.02211545635027834,0.009942872718756993
SB,2020-11-24,1.14,1.15,1.11,1.13,39993,1.1300000000000008,1.0533190380086697,1.0360407049526992,0.01727833305597071,0.006899726810876654
SB,2020-11-23,1.08,1.1,1.08,1.093,20933,1.0930000000000009,1.0393770449193371,1.028523961348915,0.01085308357042192,0.004305075249603196
SB,2020-11-20,1.04,1.06,1.04,1.06,15425,1.060000000000001,1.0296274167228527,1.0233658782568282,0.006261538466024508,0.0026680731693984605
SB,2020-11-19,1.01,1.02,0.9963,1.02,32639,1.0200000000000011,1.0241051288542806,1.0204351485173746,0.00366998033690602,0.0017697068452419485
SB,2020-11-18,1.05,1.05,1.045,1.045,5431,1.0450000000000008,1.0248515159186953,1.0204699603987646,0.004381555519930691,0.0012946384723259304
SB,2020-11-17,1.04,1.05,1.0267,1.04,16507,1.0400000000000011,1.0211881551766395,1.0185075572306657,0.002680597945974084,0.0005229092104247401
SB,2020-11-16,1.03,1.04,1.025,1.03,10519,1.0300000000000011,1.0177678197542106,1.0167881618091188,0.0009796579450918053,-1.6512973462540307e-05
SB,2020-11-13,1.01,1.04,1.01,1.03,16345,1.0300000000000014,1.0155437869822488,1.0157312147538484,-0.0001874277715996353,-0.0002655557031011267
SB,2020-11-12,1.05,1.06,0.9921,0.9921,55329,0.9921000000000012,1.0129153846153849,1.0145897119341565,-0.0016743273187713734,-0.0002850876859764995
SB,2020-11-11,1.05,1.07,1.02,1.02,17509,1.0200000000000011,1.0167000000000002,1.0163888888888888,0.00031111111111137285,6.222222222227459e-05
SB,2020-11-10,1.02,1.02,0.998,1.0161,17154,1.0161000000000011,1.0161,1.0161,0.0,0.0
