Symbol,Date,Open,High,Low,Close,Volume,GLOG SMA,GLOG spanTwelveEMA,GLOG spanTwntySixEMA,GLOG_x,GLOG_y
GLOG,2020-12-15,3.47,3.51,3.46,3.495,63253,3.495,3.3294867902472878,3.1129431525926,0.21654363765468745,0.20108738925784014
GLOG,2020-12-14,3.56,3.58,3.48,3.4958,101813,3.4958,3.2993934793831583,3.082378604800008,0.21701487458315016,0.19722332715862817
GLOG,2020-12-11,3.53,3.53,3.435,3.47,67932,3.47,3.263683202907369,3.0493048931840083,0.21437830972336025,0.19227544030249766
GLOG,2020-12-10,3.35,3.47,3.3304,3.44,81443,3.44,3.226171057981436,3.0156492846387284,0.21052177334270672,0.18674972294728187
GLOG,2020-12-09,3.4,3.445,3.3902,3.445,51052,3.445,3.1872930685235143,2.9817012274098267,0.2055918411136872,0.18080671034842544
GLOG,2020-12-08,3.29,3.4115,3.29,3.3967,78685,3.3967,3.1404372628005173,2.944637325602613,0.19579993719790376,0.17461042765710988
GLOG,2020-12-07,3.42,3.42,3.32,3.33,69409,3.3299999999999987,3.0938440378551566,2.9084723116508227,0.1853717262043344,0.1693130502719113
GLOG,2020-12-04,3.18,3.37,3.165,3.365,235058,3.365,3.0509065901924584,2.8747500965828885,0.17615649360956984,0.1652983812888056
GLOG,2020-12-03,3.05,3.1,3.0,3.0233,38980,3.023299999999999,2.993798697500178,2.83553010430952,0.15826859319065845,0.16258385320861454
GLOG,2020-12-02,2.92,2.96,2.915,2.93,50211,2.929999999999999,2.9884348243183925,2.820508512654281,0.16792631166411098,0.16366266821310366
GLOG,2020-12-01,3.04,3.0995,3.0001,3.045,90961,3.0449999999999986,2.999059337830827,2.8117491936666235,0.18731014416420333,0.16259675735035173
GLOG,2020-11-30,3.22,3.22,3.15,3.19,63642,3.1899999999999986,2.9907064901637037,2.793089129159953,0.19761736100375105,0.15641841064688883
GLOG,2020-11-27,3.16,3.16,3.05,3.1413,172642,3.141299999999999,2.9544713065571053,2.761336259492749,0.19313504706435536,0.14611867305767337
GLOG,2020-11-27,3.16,3.16,3.05,3.1413,172642,3.1412999999999984,2.9205024532038517,2.730939160252169,0.18956329295168173,0.13436457955600264
GLOG,2020-11-25,3.13,3.14,3.05,3.1,129235,3.0999999999999988,2.88035744469546,2.6981102930723435,0.182247151623117,0.12056490120708263
GLOG,2020-11-24,3.18,3.188,3.01,3.1,339123,3.0999999999999988,2.8404224346400886,2.6659591165181302,0.1744633181219588,0.10514433860307415
GLOG,2020-11-23,3.07,3.23,3.06,3.23,211444,3.229999999999998,2.79322651366556,2.6312358458395813,0.16199066782597882,0.0878145937233531
GLOG,2020-11-20,2.96,3.02,2.96,2.9863,71496,2.986299999999998,2.7138131525138434,2.583334713506748,0.1304784390070952,0.06927057519769665
GLOG,2020-11-19,2.89,2.935,2.83,2.93,58372,2.929999999999999,2.6642700893345417,2.551097490587287,0.1131725987472545,0.05396860924534701
GLOG,2020-11-18,2.96,3.01,2.96,2.9969,108851,2.996899999999999,2.6159555601226403,2.5207852898342704,0.09517027028836944,0.03916761186987013
GLOG,2020-11-17,2.84,2.89,2.76,2.805,126704,2.804999999999999,2.5466929346903933,2.4826961130210123,0.06399682166938048,0.02516694726524519
GLOG,2020-11-16,2.74,2.79,2.68,2.72,234019,2.7199999999999984,2.4997280137250097,2.456911802062693,0.04281621166231631,0.015459478664211254
GLOG,2020-11-13,2.52,2.57,2.45,2.5601,133466,2.560099999999998,2.4596785616750108,2.435864746227709,0.023813815447302208,0.00862029541468488
GLOG,2020-11-12,2.56,2.56,2.48,2.5,118208,2.4999999999999987,2.4414201183431947,2.4259259259259256,0.015494192417269124,0.004821915406530657
GLOG,2020-11-11,2.61,2.61,2.47,2.545,123659,2.5449999999999977,2.4307692307692306,2.4200000000000004,0.010769230769230198,0.0021538461538460397
GLOG,2020-11-10,2.51,2.53,2.4,2.41,255460,2.4099999999999984,2.41,2.41,0.0,0.0
