Symbol,Date,Open,High,Low,Close,Volume,GRTS SMA,GRTS spanTwelveEMA,GRTS spanTwntySixEMA,GRTS_x,GRTS_y
GRTS,2020-12-15,3.05,3.11,3.0,3.11,15194,3.11,3.04082043300329,2.964211048597157,0.07660938440613307,0.0896799471843097
GRTS,2020-12-14,3.01,3.15,2.971,3.12,41470,3.120000000000001,3.0282423299129784,2.9525479324849293,0.07569439742804951,0.09294758787885385
GRTS,2020-12-11,3.0,3.01,2.96,3.0,16141,3.0000000000000013,3.0115591171698837,2.9391517670837235,0.07240735008616063,0.09726088549155504
GRTS,2020-12-10,3.065,3.065,2.9,2.94,7622,2.9400000000000013,3.013660774837136,2.9342839084504213,0.07937686638671426,0.10347426934290375
GRTS,2020-12-09,3.08,3.1,3.0,3.0,17416,3.0000000000000013,3.0270536429893418,2.933826621126455,0.09322702186288724,0.10949862008195102
GRTS,2020-12-08,3.0,3.07,2.9649,3.0104,25618,3.010400000000001,3.0319724871692224,2.9285327508165717,0.10343973635265112,0.11356651963671706
GRTS,2020-12-07,2.96,3.12,2.9571,3.12,30700,3.120000000000001,3.035894757563627,2.921983370881897,0.11391138668172962,0.11609821545773365
GRTS,2020-12-04,2.94,2.98,2.92,2.96,26297,2.9600000000000017,3.0206028953024684,2.9061420405524485,0.114460854750019,0.11664492265173464
GRTS,2020-12-03,3.0,3.02,2.98,2.99,5729,2.990000000000002,3.0316216035392807,2.901833403796645,0.12978819974263578,0.11719093962716332
GRTS,2020-12-02,2.98,3.04,2.87,3.04,31975,3.040000000000002,3.03918916781915,2.894780076100376,0.14440909171877392,0.1140416245982952
GRTS,2020-12-01,3.09,3.22,3.09,3.22,15372,3.220000000000001,3.039041743786268,2.883162482188406,0.15587926159786214,0.1064497578181755
GRTS,2020-11-30,3.31,3.3369999999999997,3.13,3.1499,85718,3.149900000000001,3.0061402426564987,2.8562154807634785,0.14992476189302062,0.09409238187325394
GRTS,2020-11-27,3.37,3.46,3.3,3.31,121875,3.3100000000000014,2.9800021049576815,2.8327207192245565,0.1472813857331241,0.0801342868683124
GRTS,2020-11-27,3.37,3.46,3.3,3.31,121875,3.3100000000000014,2.9200024876772592,2.7945383767625214,0.12546411091473786,0.06334751215210924
GRTS,2020-11-25,2.98,3.21,2.9601,3.21,91717,3.2100000000000013,2.849093849073125,2.753301446903523,0.0957924021696015,0.047818362461452074
GRTS,2020-11-24,3.06,3.115,3.02,3.07,61647,3.070000000000001,2.7834745489046013,2.716765562655805,0.06670898624879618,0.03582485253441461
GRTS,2020-11-23,2.83,2.89,2.8,2.89,15159,2.890000000000001,2.7313790123418014,2.68850680766827,0.04287220467353192,0.02810381910581921
GRTS,2020-11-20,2.69,2.7314,2.63,2.661,28673,2.661000000000001,2.702538832767584,2.6723873522817314,0.03015148048585248,0.024411722713891137
GRTS,2020-11-19,2.76,2.84,2.75,2.75,2593,2.7500000000000013,2.710091347816236,2.67329834046427,0.03679300735196556,0.022976783270900802
GRTS,2020-11-18,2.75,2.7967,2.71,2.75,19165,2.7500000000000018,2.70283522923737,2.6671622077014114,0.035673021535958416,0.019522727250634503
GRTS,2020-11-17,2.85,2.85,2.74,2.74,23435,2.740000000000002,2.6942598163714373,2.660535184317524,0.033724632053913066,0.015485153679303525
GRTS,2020-11-16,2.87,2.87,2.76,2.86,16632,2.860000000000001,2.6859434193480625,2.654177999062926,0.03176542028513607,0.010925284085651025
GRTS,2020-11-13,2.7,2.74,2.67,2.73,12682,2.7300000000000018,2.654296768320437,2.63771223898796,0.016584529332477338,0.005715250035779652
GRTS,2020-11-12,2.71,2.72,2.6710000000000003,2.69,5221,2.6900000000000017,2.6405325443786984,2.630329218106996,0.010203326271702284,0.00299793021160534
GRTS,2020-11-11,2.7,2.7,2.68,2.695,6094,2.6950000000000016,2.6315384615384616,2.625555555555556,0.005982905982905962,0.0011965811965811036
GRTS,2020-11-10,2.67,2.725,2.6,2.62,21965,2.620000000000001,2.62,2.62,0.0,0.0
