Symbol,Date,Open,High,Low,Close,Volume,KERN SMA,KERN spanTwelveEMA,KERN spanTwntySixEMA,KERN_x,KERN_y
KERN,2020-12-15,3.56,3.5861,3.45,3.4773,23355,3.4773,3.5911875707998444,3.605453254399829,-0.014265683599984591,-0.011751555378285478
KERN,2020-12-14,3.52,3.56,3.52,3.53,66641,3.53,3.6118944018543617,3.615705514751816,-0.003811112897453839,-0.011123023322860697
KERN,2020-12-11,3.77,3.79,3.55,3.5901,136684,3.5901,3.626784293100609,3.622561955931961,0.00422233716864806,-0.0129510009292123
KERN,2020-12-10,3.43,3.5013,3.37,3.48,60441,3.48,3.6334541645734473,3.6251589124065178,0.008295252166929057,-0.01724433545367739
KERN,2020-12-09,3.73,3.77,3.6,3.67,44949,3.67,3.661354921768619,3.63677162539904,0.024583296369579788,-0.02362923235882911
KERN,2020-12-08,3.5,3.65,3.48,3.58,140205,3.58,3.6597830893629135,3.6341133554309626,0.025669733931951374,-0.03568236454093111
KERN,2020-12-07,3.75,3.8,3.41,3.5201,361486,3.5201,3.674289105610717,3.63844242386544,0.035846681745276936,-0.051020389159151615
KERN,2020-12-04,4.05,4.35,3.99,4.145,702056,4.145,3.7023234884490286,3.647909817774675,0.05441367067435365,-0.07273715688525875
KERN,2020-12-03,4.04,4.07,3.865,3.9967,128698,3.9967000000000006,3.621836849985216,3.6081426031966486,0.013694246788567456,-0.10452486377516185
KERN,2020-12-02,3.7535,3.89,3.71,3.8,168963,3.8,3.553679913618892,3.5770580114523804,-0.023378097833488543,-0.13407964141609416
KERN,2020-12-01,4.33,4.39,3.85,3.9221,585584,3.9221,3.5088944433677813,3.5592226523685717,-0.050328209000789936,-0.16175502731174554
KERN,2020-11-30,4.19,4.2,3.84,4.0,941881,4.0,3.4337661603437413,3.5301924645580565,-0.09642630421431564,-0.18961173188948433
KERN,2020-11-27,3.5,3.5499,3.36,3.39,100678,3.390000000000001,3.3308145531335125,3.4926078617227017,-0.16179330858918914,-0.21290808880827658
KERN,2020-11-27,3.5,3.5499,3.36,3.39,100678,3.390000000000001,3.3200535627941514,3.500816490660517,-0.1807629278663665,-0.2256867838630484
KERN,2020-11-25,3.47,3.4987,3.35,3.4379,144703,3.4379000000000013,3.3073360287567235,3.5096818099133587,-0.2023457811566347,-0.23691774786221909
KERN,2020-11-24,3.84,3.98,3.6,3.96,755477,3.9600000000000017,3.2835971248943103,3.515424354706428,-0.2318272298121173,-0.24556073953861507
KERN,2020-11-23,3.28,3.34,3.1504,3.18,231723,3.1800000000000024,3.160614783966003,3.479858303082942,-0.3192435191169389,-0.24899411697023938
KERN,2020-11-20,2.75,2.79,2.7,2.75,54368,2.7500000000000018,3.157090199232549,3.5038469673295767,-0.3467567680970283,-0.23143176643356445
KERN,2020-11-19,2.75,2.7632,2.61,2.67,287437,2.6700000000000017,3.2311065990930117,3.5641547247159435,-0.33304812562293096,-0.20260051601769857
KERN,2020-11-18,2.86,2.95,2.7901,2.8201,144933,2.820100000000002,3.3331259807462867,3.6356871026932183,-0.302561121946932,-0.16998861361639023
KERN,2020-11-17,2.83,2.95,2.76,2.9013,390946,2.9013000000000018,3.4264034317910657,3.700934070908677,-0.2745306391176108,-0.1368454865337549
KERN,2020-11-16,2.88,3.04,2.8,2.845,226465,2.845000000000001,3.5218767830258053,3.76490479658137,-0.24302801355556536,-0.1024241983877908
KERN,2020-11-13,2.86,2.87,2.74,2.83,183587,2.8300000000000014,3.644945289030496,3.83849718030788,-0.1935518912773837,-0.06727324459584737
KERN,2020-11-12,3.0,3.12,2.76,3.1,508388,3.1000000000000014,3.7931171597633138,3.9191769547325097,-0.1260597949691964,-0.03570358292546317
KERN,2020-11-11,3.5,3.5,3.17,3.2236,464630,3.2236000000000007,3.9191384615384615,3.9847111111111113,-0.06557264957264985,-0.013114529914529972
KERN,2020-11-10,3.72,4.19,3.65,4.0456,690836,4.045600000000002,4.0456,4.0456,0.0,0.0
