Symbol,Date,Open,High,Low,Close,Volume,ATOS SMA,ATOS spanTwelveEMA,ATOS spanTwntySixEMA,ATOS_x,ATOS_y
ATOS,2021-06-24,7.2814,7.34,7.2,7.2873,202178,7.2873,5.554721450836828,4.724981437076494,0.8297400137603343,0.6297710888889225
ATOS,2021-06-23,6.59,6.77,6.55,6.68,543889,6.68,5.239707169170796,4.519995952042613,0.7197112171281823,0.5797788576710695
ATOS,2021-06-22,6.25,6.26,6.155,6.17,351290,6.17,4.977835745383668,4.347195628206023,0.6306401171776459,0.5447957678067913
ATOS,2021-06-21,5.6,5.69,5.6,5.66,261539,5.66,4.7610786081807,4.201371278462505,0.5597073297181954,0.5233346804640778
ATOS,2021-06-18,5.1282,5.2164,5.08,5.2099,152808,5.2099,4.597638355122646,4.084680980739505,0.5129573743831406,0.5142415181505484
ATOS,2021-06-17,4.66,4.66,4.62,4.63,81337,4.63,4.486318056054036,3.994663459198666,0.49165459685537,0.5145625540924004
ATOS,2021-06-16,4.64,4.67,4.625,4.6615,59104,4.6615,4.460194066245679,3.943836535934559,0.5163575303111196,0.520289543401658
ATOS,2021-06-15,4.63,4.66,4.57,4.6518,423818,4.6518,4.423592987381257,3.886423458809324,0.5371695285719329,0.5212725466742926
ATOS,2021-06-14,4.41,4.43,4.36,4.37,588454,4.37,4.382100803268759,3.82519333551407,0.5569074677546886,0.5172983011998824
ATOS,2021-06-11,4.48,4.49,4.2,4.2601,657517,4.2601,4.384300949317623,3.781608802355196,0.6026921469624278,0.5073960095611806
ATOS,2021-06-10,4.15,4.3,4.14,4.2901,513394,4.2901,4.406882940102646,3.743329506543611,0.6635534335590347,0.4835719752108688
ATOS,2021-06-09,5.57,5.8,5.57,5.7869,608973,5.7869,4.42811620193949,3.6995878670671,0.7285283348723901,0.43857661062382725
ATOS,2021-06-08,6.3,6.48,6.22,6.4799,549246,6.4799,4.181064602292125,3.5326028964324685,0.6484617058596562,0.36608867956168645
ATOS,2021-06-07,4.9,4.97,4.9,4.97,261346,4.97,3.7630945299816023,3.296819128147066,0.4662754018345367,0.29549542298719395
ATOS,2021-06-04,4.5453,4.59,4.5453,4.5797,181734,4.5797,3.54365717179644,3.162964658398831,0.3806925133976087,0.2528004282753583
ATOS,2021-06-03,3.94,3.96,3.92,3.9501,139295,3.9501,3.3552857484867014,3.0496258310707374,0.305659917415964,0.22082740699479572
ATOS,2021-06-02,3.99,4.0,3.97,3.991,225175,3.991,3.247137702757011,2.9775878975563965,0.2695498052006146,0.19961927938950363
ATOS,2021-06-01,3.32,3.34,3.32,3.34,140205,3.34,3.1118900123491957,2.896514929360908,0.2153750829882872,0.18213664793672585
ATOS,2021-06-01,3.32,3.34,3.32,3.34,140205,3.34,3.0704154691399577,2.861036123709781,0.2093793454301771,0.17382703917383538
ATOS,2021-05-28,3.16,3.2,3.16,3.195,54406,3.195,3.021400099892677,2.822719013606563,0.1986810862861139,0.16493896260975005
ATOS,2021-05-27,3.14,3.16,3.13,3.16,31109,3.16,2.989836481691346,2.7929365346950883,0.1968999469962575,0.15650343169065908
ATOS,2021-05-26,3.0,3.01,2.96,2.97,236770,2.97,2.958897660180681,2.7635714574706958,0.1953262027099858,0.14640430286425946
ATOS,2021-05-25,3.17,3.19,3.16,3.18,78568,3.18,2.956879052940805,2.7470571740683507,0.2098218788724541,0.13417382790282797
ATOS,2021-05-24,3.24,3.26,3.23,3.238,77891,3.238,2.9163116080209512,2.712421747993819,0.2038898600271323,0.11526181516042142
ATOS,2021-05-21,3.26,3.3,3.26,3.29,55069,3.29,2.8578228094793063,2.6703754878333243,0.187447321645982,0.09310480394374368
ATOS,2021-05-20,3.27,3.27,3.24,3.25,29518,3.25,2.7792451384755434,2.62080552685999,0.1584396116155533,0.0695191745181841
ATOS,2021-05-19,3.09,3.1,3.0,3.0113,422689,3.0113,2.693653345471097,2.5704699690087893,0.1231833764623075,0.0472890652438418
ATOS,2021-05-18,3.27,3.3,3.1804,3.2021,328889,3.2021,2.635899408284024,2.5352035665294927,0.1006958417545309,0.02831548743922534
ATOS,2021-05-17,3.17,3.18,3.06,3.075,532580,3.075,2.532953846153846,2.481851851851852,0.0511019943019941,0.010220398860398827
ATOS,2021-05-14,2.41,2.48,2.41,2.4344,87656,2.4344,2.4344,2.4344,0.0,0.0
