Symbol,Date,Open,High,Low,Close,Volume,AGEN SMA,AGEN spanTwelveEMA,AGEN spanTwntySixEMA,AGEN_x,AGEN_y
AGEN,2021-06-24,5.46,5.5,5.4501,5.47,141695,5.47,5.096016949699504,4.676079485816245,0.4199374638832589,0.4088274051980784
AGEN,2021-06-23,5.18,5.23,5.18,5.2095,41990,5.2095,5.02802003146305,4.612565844681544,0.4154541867815053,0.40604989052678325
AGEN,2021-06-22,5.3,5.35,5.3,5.34,38048,5.34,4.995023673547241,4.564811112256067,0.4302125612911736,0.4036988164631027
AGEN,2021-06-21,5.28,5.3119,5.2784,5.29,45311,5.29,4.932300705101284,4.502796001236553,0.4295047038647306,0.39707038025608493
AGEN,2021-06-18,5.22,5.27,5.2,5.21,285294,5.21,4.867264469665153,4.439819681335477,0.4274447883296757,0.3889617993539235
AGEN,2021-06-17,5.21,5.22,5.14,5.16,129379,5.16,4.804948918695181,4.378205255842316,0.4267436628528651,0.37934105210998537
AGEN,2021-06-16,5.04,5.08,5.0,5.08,22217,5.08,4.740394176639759,4.315661676309701,0.4247325003300579,0.3674903994242654
AGEN,2021-06-15,5.11,5.12,5.1,5.1115,20309,5.1115,4.6786476633015335,4.2545146104144775,0.4241330528870559,0.35317987419781727
AGEN,2021-06-14,5.16,5.21,5.16,5.2,64856,5.2,4.599947238447267,4.185955779247636,0.4139914591996305,0.33544157952550757
AGEN,2021-06-11,5.07,5.1245,5.0405,5.09,147978,5.09,4.49084673634677,4.104832241587447,0.3860144947593227,0.3158041096069768
AGEN,2021-06-10,5.09,5.0948,5.06,5.0718,33056,5.0718,4.38190977931891,4.026018820914443,0.3558909584044674,0.2982515133188903
AGEN,2021-06-09,4.865,4.96,4.842,4.96,109930,4.96,4.256475193740529,3.9423563265875994,0.3141188671529309,0.28384165204749606
AGEN,2021-06-08,4.36,4.47,4.36,4.47,144611,4.47,4.128561592602444,3.8609448327146074,0.2676167598878374,0.27627234827113756
AGEN,2021-06-07,4.03,4.1,4.03,4.07,31353,4.07,4.066481882166525,3.812220419331776,0.2542614628347497,0.2784362453669628
AGEN,2021-06-04,4.07,4.07,4.0325,4.0461,34749,4.0461,4.0658422243786205,3.7915980528783177,0.2742441715003028,0.28447994100001617
AGEN,2021-06-03,4.03,4.08,4.0201,4.06,56046,4.06,4.069431719720188,3.771237897108583,0.298193822611605,0.2870388833749445
AGEN,2021-06-02,4.23,4.2863,4.23,4.235,36341,4.235,4.071146577851131,3.74813692887727,0.3230096489738612,0.28425014856577935
AGEN,2021-06-01,4.39,4.4,4.35,4.36,115306,4.36,4.041355046551336,3.709187883187452,0.3321671633638847,0.2745602734637589
AGEN,2021-06-01,4.39,4.4,4.35,4.36,115306,4.36,3.9834196004697606,3.657122913842448,0.3262966866273129,0.26015855098872753
AGEN,2021-05-28,4.18,4.24,4.18,4.24,34139,4.24,3.914950436918808,3.6008927469498437,0.3140576899689646,0.24362401707908127
AGEN,2021-05-27,4.15,4.19,4.15,4.1682,38113,4.1682,3.855850516358591,3.5497641667058306,0.3060863496527606,0.2260155988566105
AGEN,2021-05-26,4.05,4.0528,4.015,4.05,40048,4.05,3.7990597011510623,3.500289300042297,0.298770401108765,0.20599791115757293
AGEN,2021-05-25,4.06,4.08,4.0301,4.039,28537,4.039,3.753434192269437,3.456312444045681,0.297121748223756,0.18280478866977487
AGEN,2021-05-24,4.2256,4.25,4.22,4.22,53607,4.22,3.701513136318425,3.409697439569336,0.2918156967490892,0.15422554878127956
AGEN,2021-05-21,4.24,4.25,4.23,4.241,90732,4.241,3.607242797467229,3.344873234734883,0.2623695627323466,0.11982801178932723
AGEN,2021-05-20,4.16,4.28,4.1338,4.2629,172004,4.2629,3.492014215188544,3.273183093513673,0.2188311216748704,0.0841926240535725
AGEN,2021-05-19,4.0,4.08,3.9876,4.0,668005,4.0,3.3518531634046425,3.194005740994767,0.1578474224098753,0.050532999648247916
AGEN,2021-05-18,4.22,4.23,4.1573,4.1699,762213,4.1699,3.2340082840236684,3.1295262002743485,0.1044820837493198,0.023704393957841054
AGEN,2021-05-17,3.26,3.27,3.22,3.25,90496,3.25,3.063846153846153,3.0462962962962963,0.0175498575498571,0.0035099715099713436
AGEN,2021-05-14,3.05,3.05,3.03,3.03,13973,3.03,3.03,3.03,0.0,0.0
