Symbol,Date,Open,High,Low,Close,Volume,GALT SMA,GALT spanTwelveEMA,GALT spanTwntySixEMA,GALT_x,GALT_y
GALT,2021-06-24,3.27,3.285,3.27,3.285,3238,3.285,3.466985391482864,3.709026946579897,-0.2420415550970327,-0.1890147650276893
GALT,2021-06-23,3.28,3.28,3.271,3.278,2313,3.278,3.500073644479748,3.7429491023062886,-0.2428754578265404,-0.17575806751035344
GALT,2021-06-22,3.13,3.145,3.13,3.145,3657,3.145,3.5404506707487933,3.780145030490792,-0.2396943597419985,-0.15897871993130658
GALT,2021-06-21,3.14,3.14,3.0616,3.102,12803,3.102,3.6123507927031193,3.830956632930055,-0.2186058402269357,-0.13879980997863348
GALT,2021-06-18,3.3,3.3,3.3,3.3,39000,3.3,3.705141845921868,3.88927316356446,-0.1841313176425911,-0.11884830241655789
GALT,2021-06-17,3.47,3.47,3.47,3.47,2390,3.47,3.778803999725844,3.936415016649616,-0.1576110169237718,-0.10252754861004934
GALT,2021-06-16,3.46,3.48,3.45,3.45,9411,3.45,3.83495018149418,3.9737282179815856,-0.1387780364874058,-0.08875668153161859
GALT,2021-06-15,3.63,3.67,3.63,3.67,10470,3.67,3.904941123584031,4.015626475420112,-0.1106853518360817,-0.07625134279267189
GALT,2021-06-14,3.7,3.745,3.7,3.745,4276,3.745,3.9476576915084,4.043276593453721,-0.0956189019453219,-0.06764284053181953
GALT,2021-06-11,3.79,3.82,3.79,3.8,2738,3.8,3.9845045445099263,4.06713872093002,-0.0826341764200933,-0.06064882517844403
GALT,2021-06-10,3.88,3.88,3.88,3.88,1730,3.88,4.0180508253299125,4.088509818604421,-0.0704589932745083,-0.0551524873680317
GALT,2021-06-09,4.05,4.05,4.0058,4.0388,6608,4.0388,4.043150975389897,4.105190604092774,-0.0620396287028777,-0.051325860891412535
GALT,2021-06-08,3.97,3.98,3.9597,3.98,4526,3.98,4.043942061824423,4.110501852420196,-0.0665597905957726,-0.04864741893854623
GALT,2021-06-07,3.88,3.89,3.88,3.89,1266,3.89,4.055567891247046,4.120942000613812,-0.0653741093667656,-0.04416932602423962
GALT,2021-06-04,4.02,4.02,4.02,4.02,2275,4.02,4.085671144201054,4.139417360662916,-0.053746216461862,-0.03886813018860788
GALT,2021-06-03,4.0,4.045,4.0,4.045,4146,4.045,4.09761135223761,4.148970749515949,-0.0513593972783388,-0.035148608620294335
GALT,2021-06-02,4.02,4.02,4.02,4.02,3209,4.02,4.107177052644449,4.157288409477225,-0.050111356832776,-0.03109591145578321
GALT,2021-06-01,3.99,4.08,3.99,4.08,5647,4.08,4.123027425852531,4.168271482235403,-0.0452440563828719,-0.02634205011153501
GALT,2021-06-01,3.99,4.08,3.99,4.08,5647,4.08,4.130850594189354,4.175333200814235,-0.0444826066248804,-0.021616548543700764
GALT,2021-05-28,4.07,4.0931,4.07,4.0931,2308,4.0931,4.140096156769237,4.182959856879374,-0.0428637001101366,-0.015900034023405837
GALT,2021-05-27,4.1,4.1,4.075,4.075,4334,4.075,4.148640912545463,4.190148645429724,-0.041507732884261,-0.009159117501723138
GALT,2021-05-26,3.82,3.82,3.78,3.78,11266,3.78,4.16203016937191,4.199360537064101,-0.0373303676921912,-0.0010719636560886682
GALT,2021-05-25,4.03,4.07,4.03,4.07,6381,4.07,4.231490200166802,4.23290938002923,-0.0014191798624274,0.007992637352936972
GALT,2021-05-24,4.26,4.26,4.25,4.25,7877,4.25,4.2608520547425845,4.245942130431568,0.0149099243110164,0.010345591656778078
GALT,2021-05-21,4.35,4.42,4.2789,4.32,13799,4.32,4.262825155604872,4.245617500866094,0.0172076547387787,0.009204508493218482
GALT,2021-05-20,4.18,4.18,4.18,4.18,3644,4.18,4.2524297293512126,4.239666900935381,0.0127628284158314,0.0072037219318284215
GALT,2021-05-19,4.45,4.45,4.36,4.36,11750,4.36,4.265598771051433,4.244440253010212,0.0211585180412212,0.00581394531082767
GALT,2021-05-18,4.42,4.46,4.42,4.43,11279,4.43,4.248434911242603,4.235195473251029,0.0132394379915741,0.0019778021282292717
GALT,2021-05-17,4.2,4.2125,4.171,4.171,16615,4.171,4.215423076923076,4.219611111111111,-0.0041880341880347,-0.0008376068376069412
GALT,2021-05-14,4.2051,4.28,4.2051,4.2235,4542,4.2235,4.2235,4.2235,0.0,0.0
