Symbol,Date,Open,High,Low,Close,Volume,TV SMA,TV spanTwelveEMA,TV spanTwntySixEMA,TV_x,TV_y
TV,2021-03-03,7.54,7.66,7.54,7.56,55602,7.56,7.810105392307108,8.043788731527751,-0.2336833392206436,-0.14174967626478513
TV,2021-03-02,7.41,7.52,7.4,7.51,91220,7.51,7.855579099999309,8.082491830049971,-0.2269127300506621,-0.11876626052582051
TV,2021-03-01,7.57,7.57,7.37,7.42,184235,7.42,7.918411663635546,8.128291176453969,-0.2098795128184223,-0.0917296431446101
TV,2021-02-26,7.41,7.55,7.18,7.305,379481,7.305,8.009031966114737,8.184954470570286,-0.1759225044555492,-0.062192175726157026
TV,2021-02-25,7.91,7.969,7.882,7.92,51860,7.92,8.137037778135598,8.25535082821591,-0.118313050080312,-0.03375959354380896
TV,2021-02-24,7.71,7.82,7.71,7.8,77871,7.8,8.176499192342071,8.282178894473184,-0.1056797021311126,-0.0126212294096832
TV,2021-02-23,7.79,7.83,7.46,7.49,86938,7.49,8.24495359094972,8.320753206031037,-0.0757996150813173,0.010643388770674169
TV,2021-02-22,8.0,8.08,7.935,7.94,126644,7.94,8.382217880213306,8.38721346251352,-0.0049955823002143,0.032254139733672055
TV,2021-02-19,8.22,8.31,8.15,8.265,69054,8.265,8.462621131161178,8.422990539514602,0.039630591646576,0.041566570242143656
TV,2021-02-18,8.5,8.5,8.4,8.43,71483,8.43,8.498552245917756,8.43562978267577,0.0629224632419855,0.04205056489103556
TV,2021-02-17,8.58,8.63,8.46,8.565,88431,8.565,8.511016290630074,8.436080165289832,0.0749361253402423,0.03683259030329805
TV,2021-02-16,8.53,8.62,8.5,8.535,102462,8.535,8.501201070744633,8.425766578513018,0.075434492231615,0.027306706544061983
TV,2021-02-16,8.53,8.62,8.5,8.535,102462,8.535,8.495055810880022,8.41702790479406,0.0780279060859623,0.015274760122173719
TV,2021-02-12,8.75,8.815,8.68,8.81,64806,8.81,8.487793231040026,8.407590137177584,0.0802030938624422,-0.0004135263687734328
TV,2021-02-11,8.79,8.89,8.69,8.875,52649,8.875,8.429210182138211,8.375397348151791,0.0538128339864201,-0.02056768142657736
TV,2021-02-10,8.63,8.76,8.63,8.74,64171,8.74,8.348157487981522,8.335429136003935,0.0127283519775875,-0.03916281027982673
TV,2021-02-09,8.43,8.61,8.405,8.6,161623,8.6,8.276913394887254,8.30306346688425,-0.0261500719969962,-0.05213560084418031
TV,2021-02-08,8.22,8.48,8.1838,8.395,112053,8.395,8.218170375775845,8.27930854423499,-0.0611381684591449,-0.05863198305597632
TV,2021-02-05,8.13,8.41,8.13,8.35,130892,8.35,8.186019535007818,8.270053227773788,-0.0840336927659706,-0.05800543670518415
TV,2021-02-04,8.05,8.05,7.96,7.96,62956,7.96,8.156204905009238,8.263657485995692,-0.1074525809864539,-0.051498372689987526
TV,2021-02-03,7.96,8.01,7.945,7.96,91571,7.96,8.191878524101828,8.287950084875348,-0.0960715607735203,-0.037509820615870916
TV,2021-02-02,7.95,7.96,7.84,7.93,78988,7.93,8.234038255756706,8.314186091665377,-0.0801478359086704,-0.022869385576458564
TV,2021-02-01,7.73,7.9,7.68,7.9,192163,7.9,8.289317938621561,8.344920978998607,-0.0556030403770453,-0.008549772993405586
TV,2021-01-29,8.15,8.32,8.06,8.115,114791,8.115,8.360103018370936,8.380514657318496,-0.0204116389475608,0.0032135438525043502
TV,2021-01-28,8.18,8.3,8.1601,8.22,50838,8.22,8.404667203529288,8.401755829903976,0.0029113736253112,0.009119839552520641
TV,2021-01-27,8.69,8.73,8.37,8.37,100083,8.37,8.43824305871643,8.416296296296295,0.0219467624201357,0.01067195603432299
TV,2021-01-26,8.76,8.76,8.655,8.67,63990,8.67,8.450650887573964,8.42,0.0306508875739641,0.007853254437869809
TV,2021-01-25,8.6,8.62,8.48,8.525,91945,8.525,8.410769230769231,8.4,0.010769230769231,0.0021538461538462175
TV,2021-01-22,8.47,8.47,8.31,8.39,55849,8.39,8.39,8.39,0.0,0.0
