Symbol,Date,Open,High,Low,Close,Volume,TCDA SMA,TCDA spanTwelveEMA,TCDA spanTwntySixEMA,TCDA_x,TCDA_y
TCDA,2021-03-03,5.14,5.21,4.93,4.955,121357,4.955,6.047190945896453,6.493427800888943,-0.44623685499249,-0.209156608389386
TCDA,2021-03-02,4.8,5.04,4.79,4.94,212247,4.94,6.245771117877627,6.616502024960059,-0.3707309070824314,-0.14988654673860996
TCDA,2021-03-01,5.23,5.23,4.9199,5.0001,337852,5.0001,6.483184048400832,6.750622186956863,-0.2674381385560309,-0.09467545665265462
TCDA,2021-02-26,5.19,5.59,5.0,5.125,849626,5.125,6.75283569356462,6.890663961913412,-0.1378282683487919,-0.05148478617681053
TCDA,2021-02-25,7.78,7.78,7.4501,7.49,63179,7.49,7.048805819667279,7.031917078866485,0.0168887408007938,-0.02989891563381518
TCDA,2021-02-24,7.08,7.3397,7.01,7.3397,121262,7.3397,6.96858869597042,6.995270445175803,-0.026681749205383,-0.041595829742467436
TCDA,2021-02-23,7.0,7.04,6.81,6.955,105735,6.955,6.901113913419588,6.967716080789868,-0.0666021673702799,-0.04532434987673853
TCDA,2021-02-22,6.9,6.935,6.829,6.89,30498,6.89,6.89131644313224,6.968733367253057,-0.0774169241208166,-0.040004895503352955
TCDA,2021-02-19,6.63,6.85,6.5614,6.63,43851,6.63,6.89155579642901,6.975032036633301,-0.0834762402042912,-0.03065188834898702
TCDA,2021-02-18,6.9,6.9,6.73,6.73,25684,6.73,6.93911139577974,7.002634599563966,-0.0635232037842259,-0.017445800385160963
TCDA,2021-02-17,6.8,6.86,6.57,6.63,77898,6.63,6.977131649557874,7.024445367529083,-0.0473137179712086,-0.0059264495353947184
TCDA,2021-02-16,6.93,6.935,6.74,6.865,63000,6.865,7.040246494932033,7.0560009969314095,-0.0157545019993765,0.004420367573558764
TCDA,2021-02-16,6.93,6.935,6.74,6.865,63000,6.865,7.072109494010585,7.071281076685922,0.0008284173246622,0.009464084966792595
TCDA,2021-02-12,7.06,7.06,6.86,6.86,69074,6.86,7.109765765648872,7.087783562820796,0.0219822028280756,0.011623001877325189
TCDA,2021-02-11,7.3,7.39,7.21,7.26,81005,7.26,7.155177723039576,7.10600624784646,0.0491714751931162,0.009033201639637584
TCDA,2021-02-10,7.31,7.4067,7.28,7.34,37729,7.34,7.13611912722859,7.093686747674177,0.0424323795544134,-0.0010013667487320868
TCDA,2021-02-09,7.38,7.39,7.18,7.3611,130398,7.3611,7.099049877633788,7.073981687488111,0.025068190145677,-0.011859803324518477
TCDA,2021-02-08,7.4,7.41,7.19,7.25,64137,7.25,7.051404400839932,7.051012222487159,0.0003921783527722,-0.021091801692067362
TCDA,2021-02-05,7.29,7.29,7.04,7.11,155938,7.11,7.015296110083555,7.035093200286132,-0.0197970902025774,-0.026462796703277267
TCDA,2021-02-04,6.99,7.38,6.89,7.13,357646,7.13,6.998077221007838,7.029100656309024,-0.0310234353011855,-0.028129223328452215
TCDA,2021-02-03,6.92,7.1,6.9,7.01,79457,7.01,6.974091261191081,7.021028708813746,-0.0469374476226649,-0.027405670335268875
TCDA,2021-02-02,7.0,7.0,6.75,6.89,58090,6.89,6.967562399589459,7.021911005518845,-0.0543486059293858,-0.02252272601341986
TCDA,2021-02-01,6.8,6.8,6.6,6.7899,55430,6.7899,6.981664654060271,7.032463885960352,-0.0507992319000809,-0.014566256034428363
TCDA,2021-01-29,6.89,6.955,6.79,6.8499,108211,6.8499,7.016530954798502,7.051868996837181,-0.0353380420386786,-0.005508012068015214
TCDA,2021-01-28,6.88,7.03,6.83,6.88,24724,6.88,7.046827492034593,7.068026516584156,-0.0211990245495625,0.001949495424650641
TCDA,2021-01-27,6.86,6.86,6.45,6.63,131234,6.63,7.07715976331361,7.083068637910888,-0.0059088745972779,0.007736625418203944
TCDA,2021-01-26,7.21,7.4,7.21,7.37,50169,7.37,7.158461538461538,7.119314128943759,0.0391474095177795,0.011148000422074419
TCDA,2021-01-25,7.39,7.45,7.19,7.34,25331,7.34,7.12,7.099259259259259,0.0207407407407407,0.004148148148148146
TCDA,2021-01-22,7.15,7.15,6.94,7.08,14471,7.08,7.08,7.08,0.0,0.0
