Symbol,Date,Open,High,Low,Close,Volume,GFI SMA,GFI spanTwelveEMA,GFI spanTwntySixEMA,GFI_x,GFI_y
GFI,2021-03-03,8.43,8.51,8.38,8.425,1252430,8.425,8.630073131656705,8.900015306922079,-0.2699421752653741,-0.2248339118382064
GFI,2021-03-02,8.32,8.52,8.32,8.485,1440133,8.485,8.667359155594287,8.938016531475846,-0.2706573758815587,-0.21355684598141444
GFI,2021-03-01,8.36,8.43,8.305,8.335,773497,8.335,8.700515365702339,8.974257853993914,-0.2737424882915746,-0.19928171350637838
GFI,2021-02-26,8.5,8.51,8.3,8.325,948890,8.325,8.766972704920946,9.025398482313427,-0.2584257773924818,-0.1806665198100793
GFI,2021-02-25,8.54,8.73,8.52,8.65,1069999,8.65,8.847331378542934,9.0814303608985,-0.234098982355567,-0.16122670541447867
GFI,2021-02-24,8.47,8.49,8.34,8.42,1012841,8.42,8.883209811005285,9.11594478977038,-0.2327349787650963,-0.143008636179207
GFI,2021-02-23,8.78,8.79,8.48,8.65,1073977,8.65,8.967429776642609,9.171620372952011,-0.2041905963094024,-0.12057705053273512
GFI,2021-02-22,8.66,8.7923,8.61,8.735,1054318,8.735,9.02514428148672,9.213350002788172,-0.1882057213014523,-0.0996736640885683
GFI,2021-02-19,8.55,8.6,8.5,8.565,1049423,8.565,9.077897787211578,9.251618003011226,-0.1737202157996478,-0.07754064978534729
GFI,2021-02-18,8.64,8.79,8.48,8.55,603805,8.55,9.171151930340956,9.306547443252123,-0.1353955129111668,-0.05349575828177215
GFI,2021-02-17,8.86,8.9,8.751,8.81,1313569,8.81,9.284088644948405,9.367071238712294,-0.0829825937638908,-0.033020819624423485
GFI,2021-02-16,9.25,9.3,9.16,9.19,1653234,9.19,9.370286580393566,9.411636937809275,-0.0413503574157108,-0.020530376089557087
GFI,2021-02-16,9.25,9.3,9.16,9.19,1653234,9.19,9.403065958646945,9.42936789283402,-0.0263019341870762,-0.015325380758019098
GFI,2021-02-12,9.35,9.37,9.22,9.335,754143,9.335,9.44180522385548,9.448517324260742,-0.006712100405263,-0.01258124240075525
GFI,2021-02-11,9.59,9.67,9.57,9.63,707095,9.63,9.461224355465566,9.4575987102016,0.0036256452639644,-0.014048527899628743
GFI,2021-02-10,9.86,9.875,9.7,9.73,703829,9.73,9.430537874641123,9.44380660701773,-0.0132687323766074,-0.01846707119052749
GFI,2021-02-09,9.5,9.5,9.335,9.385,573403,9.385,9.376090215484965,9.420911135579148,-0.0448209200941853,-0.019766655894007504
GFI,2021-02-08,9.59,9.63,9.4,9.485,1071301,9.485,9.374470254664049,9.42378402642548,-0.0493137717614331,-0.013503089843963482
GFI,2021-02-05,9.14,9.165,9.05,9.1,373214,9.1,9.354373937330235,9.41888674853952,-0.0645128112092816,-0.004550419364596509
GFI,2021-02-04,8.9,9.04,8.67,8.955,1672616,8.955,9.400623744117553,9.44439768842268,-0.0437739443051281,0.010440178596575663
GFI,2021-02-03,9.2,9.31,9.18,9.22,510786,9.22,9.481646243048017,9.483549503496494,-0.0019032604484774,0.023993709322001174
GFI,2021-02-02,9.36,9.36,9.22,9.28,831328,9.28,9.529218287238566,9.504633463776214,0.0245848234623515,0.03046795176462083
GFI,2021-02-01,9.61,9.66,9.45,9.5,2525527,9.5,9.574530703100123,9.522604140878313,0.0519265622218121,0.03193873384018814
GFI,2021-01-29,10.02,10.05,9.8,9.89,1360931,9.89,9.588081740027418,9.524412472148576,0.0636692678788417,0.026941776744782577
GFI,2021-01-28,9.79,9.835,9.695,9.745,1109456,9.745,9.533187510941492,9.495165469920462,0.0380220410210316,0.017759903961267778
GFI,2021-01-27,9.52,9.54,9.285,9.36,694845,9.36,9.494676149294492,9.4751787075141,0.0194974417803948,0.012694369696327245
GFI,2021-01-26,9.63,9.71,9.555,9.64,504162,9.64,9.519162721893492,9.484393004115226,0.0347697177782659,0.010993601675311241
GFI,2021-01-25,9.74,9.93,9.71,9.765,952941,9.765,9.497192307692307,9.471944444444444,0.0252478632478645,0.005049572649572554
GFI,2021-01-22,9.41,9.45,9.24,9.4485,728008,9.4485,9.4485,9.4485,0.0,0.0
