Symbol,Date,Open,High,Low,Close,Volume,IAG SMA,IAG spanTwelveEMA,IAG spanTwntySixEMA,IAG_x,IAG_y
IAG,2021-03-03,2.94,2.98,2.9,2.9,823182,2.9,3.1150584142898405,3.242558879309564,-0.1275004650197231,-0.0773180497662628
IAG,2021-03-02,2.88,2.92,2.87,2.89,701363,2.89,3.1541599441607207,3.2699635896543287,-0.115803645493608,-0.0647724459528976
IAG,2021-03-01,3.07,3.07,2.97,2.98,1250983,2.98,3.202189024917216,3.300360676826675,-0.0981716519094595,-0.05201464606772001
IAG,2021-02-26,3.06,3.08,2.97,2.99,1215119,2.99,3.242587029447619,3.325989530972809,-0.0834025015251902,-0.040475394607285234
IAG,2021-02-25,3.2,3.25,3.18,3.2,656443,3.2,3.2885119438926407,3.3528686934506338,-0.064356749557993,-0.029743617877808985
IAG,2021-02-24,3.17,3.18,3.11,3.16,702334,3.16,3.3046050246003937,3.3650981889266847,-0.0604931643262909,-0.02109033495776296
IAG,2021-02-23,3.3,3.3,3.13,3.185,1571642,3.185,3.3308968472550107,3.38150604404082,-0.0506091967858086,-0.011239627615630968
IAG,2021-02-22,3.26,3.28,3.18,3.19,3825621,3.19,3.3574235467559217,3.3972265275640847,-0.039802980808163,-0.0013972353230864345
IAG,2021-02-19,3.23,3.24,3.18,3.18,1399123,3.18,3.387864191620635,3.413804649769212,-0.0259404581485767,0.008204201048182713
IAG,2021-02-18,3.38,3.43,3.26,3.285,1700687,3.285,3.425657681006205,3.4325090217507483,-0.0068513407445434,0.01674036584737268
IAG,2021-02-17,3.31,3.31,3.22,3.2699,1476090,3.2699,3.4512318048255146,3.4443097434908085,0.006922061334706,0.0226382924953517
IAG,2021-02-16,3.46,3.4788,3.42,3.445,988275,3.445,3.484201223884699,3.458262522970073,0.0259387009146259,0.02656735028551311
IAG,2021-02-16,3.46,3.4788,3.42,3.445,988275,3.445,3.4913287191364626,3.4593235248076786,0.032005194328784,0.026724512628234907
IAG,2021-02-12,3.51,3.52,3.445,3.5,634926,3.5,3.49975212261582,3.4604694067922925,0.0392827158235271,0.025404342203097625
IAG,2021-02-11,3.61,3.63,3.575,3.61,260697,3.61,3.499707054000514,3.457306959335676,0.0424000946648379,0.02193474879799013
IAG,2021-02-10,3.59,3.6,3.5513,3.5681,371863,3.5681,3.4796537910915166,3.44509151608253,0.0345622750089864,0.01681841233127817
IAG,2021-02-09,3.6,3.6,3.54,3.57,720128,3.57,3.463572662199065,3.4352508373691326,0.0283218248299328,0.0123824466618511
IAG,2021-02-08,3.54,3.59,3.54,3.55,419515,3.55,3.4442222371443503,3.424470904358663,0.0197513327856873,0.008397602119830776
IAG,2021-02-05,3.49,3.5,3.43,3.46,470506,3.46,3.4249899166251416,3.414428576707356,0.0105613399177855,0.005559169453366644
IAG,2021-02-04,3.425,3.425,3.3647,3.41,725796,3.41,3.4186244469206217,3.4107828628439445,0.0078415840766772,0.004308626837261926
IAG,2021-02-03,3.44,3.5,3.44,3.49,272768,3.49,3.4201925281789167,3.41084549187146,0.0093470363074565,0.0034253875274080983
IAG,2021-02-02,3.44,3.44,3.355,3.4,835177,3.4,3.407500260575083,3.404513131221177,0.0029871293539058,0.0019449753323959747
IAG,2021-02-01,3.5,3.52,3.39,3.39,1270609,3.39,3.408863944316008,3.404874181718871,0.0039897625971363,0.001684436827018498
IAG,2021-01-29,3.51,3.55,3.45,3.5111,1016160,3.5111,3.412293752373463,3.4060641162563807,0.0062296361170823,0.0011081053844889245
IAG,2021-01-28,3.39,3.48,3.3775,3.39,1264398,3.39,3.394328980077729,3.397661245556891,-0.0033322654791621,-0.00017227729865943993
IAG,2021-01-27,3.4,3.4,3.27,3.31,912787,3.31,3.3951160673645884,3.398274145201442,-0.0031580778368538,0.0006177197464662251
IAG,2021-01-26,3.39,3.44,3.3744,3.435,512458,3.435,3.410591715976332,3.405336076817558,0.0052556391587739,0.0015616691422962426
IAG,2021-01-25,3.48,3.51,3.43,3.44,414110,3.44,3.4061538461538463,3.4029629629629627,0.0031908831908835,0.0006381766381767129
IAG,2021-01-22,3.34,3.41,3.3248,3.4,747744,3.4,3.4,3.4,0.0,0.0
