Symbol,Date,Open,High,Low,Close,Volume,GENE SMA,GENE spanTwelveEMA,GENE spanTwntySixEMA,GENE_x,GENE_y
GENE,2021-08-24,3.15,3.15,3.15,3.15,114,3.15,3.196904962786021,3.3219367497107304,-0.1250317869247093,-0.10649100347478153
GENE,2021-08-23,3.1,3.1,3.09,3.09,1769,3.09,3.2054331378380247,3.335691689687589,-0.1302585518495638,-0.10185580761229958
GENE,2021-08-20,3.01,3.104,3.01,3.05,896,3.05,3.226420981081302,3.355347024862596,-0.128926043781294,-0.09475512155298339
GENE,2021-08-19,3.08,3.09,3.0,3.09,2653,3.09,3.258497523096084,3.379774786851604,-0.1212772637555197,-0.08621239099590572
GENE,2021-08-18,3.05,3.05,3.05,3.05,1456,3.05,3.289133436386281,3.402956769799732,-0.113823333413451,-0.0774461728060021
GENE,2021-08-17,3.16,3.18,3.15,3.15,2324,3.15,3.3326122430019685,3.4311933113837108,-0.0985810683817423,-0.06835188265413986
GENE,2021-08-16,3.15,3.15,3.13,3.13,8288,3.13,3.365814469002326,3.4536887762944075,-0.0878743072920813,-0.06079458622223925
GENE,2021-08-13,3.3,3.32,3.26,3.26,1201,3.26,3.408689827002749,3.47958387839796,-0.0708940513952112,-0.054024655954778726
GENE,2021-08-12,3.38,3.38,3.36,3.36,1403,3.36,3.4357243410032487,3.4971505886697964,-0.0614262476665476,-0.0498073070946706
GENE,2021-08-11,3.43,3.43,3.43,3.43,1903,3.43,3.4494924030038394,3.5081226357633803,-0.0586302327595409,-0.04690257195170132
GENE,2021-08-10,3.4,3.4,3.4,3.4,1466,3.4,3.4530364762772647,3.5143724466244506,-0.0613359703471858,-0.04397065674974141
GENE,2021-08-09,3.38,3.381,3.38,3.381,2332,3.381,3.4626794719640404,3.5235222423544066,-0.0608427703903662,-0.0396293283503803
GENE,2021-08-06,3.44,3.44,3.37,3.37,3018,3.37,3.4775302850484118,3.5349240217427598,-0.0573937366943479,-0.03432596784038381
GENE,2021-08-05,3.4,3.4,3.4,3.4,3161,3.4,3.4970812459663048,3.5481179434821803,-0.0510366975158755,-0.02855902562689276
GENE,2021-08-04,3.44,3.46,3.44,3.46,4394,3.46,3.514732381596542,3.5599673789607547,-0.0452349973642127,-0.022939607654647053
GENE,2021-08-03,3.38,3.38,3.38,3.38,1855,3.38,3.524683723705004,3.567964769277615,-0.0432810455726109,-0.017365760227255618
GENE,2021-08-02,3.37,3.37,3.37,3.37,760,3.37,3.550989855287732,3.583001950819824,-0.0320120955320923,-0.010886938890916792
GENE,2021-07-30,3.49,3.4999,3.47,3.47,5915,3.47,3.583897101703683,3.60004210688541,-0.0161450051817269,-0.005605649730623004
GENE,2021-07-29,3.48,3.48,3.4404,3.4404,1792,3.4404,3.604605665649808,3.6104454754362423,-0.0058398097864351,-0.00297081086784703
GENE,2021-07-28,3.49,3.5196,3.43,3.4901,7606,3.4901,3.6344612412225,3.624049113471142,0.0104121277513575,-0.002253561138200217
GENE,2021-07-27,4.02,4.09,4.0,4.0499,100084,4.0499,3.660708739626591,3.6347650425488336,0.0259436970777571,-0.005419983360589777
GENE,2021-07-26,3.56,3.56,3.56,3.56,2314,3.56,3.589946692285971,3.60155424595274,-0.011607553666769,-0.013260903470176614
GENE,2021-07-23,3.64,3.64,3.62,3.62,998,3.62,3.5953915454288747,3.60487858562896,-0.0094870402000846,-0.01367424092102851
GENE,2021-07-22,3.66,3.68,3.66,3.68,3027,3.68,3.5909172809613974,3.603668872479276,-0.0127515915178788,-0.01472104110126437
GENE,2021-07-21,3.68,3.68,3.65,3.65,2975,3.65,3.5747204229543783,3.5975623822776184,-0.02284195932324,-0.01521340349711086
GENE,2021-07-20,3.52,3.55,3.5,3.5,780,3.5,3.561033227127901,3.593367372859828,-0.0323341457319266,-0.013306264540578556
GENE,2021-07-19,3.42,3.5155,3.42,3.44,5166,3.44,3.572130177514793,3.600836762688614,-0.0287065851738215,-0.008549294242741432
GENE,2021-07-16,3.43,3.43,3.41,3.41,310,3.41,3.5961538461538463,3.613703703703704,-0.0175498575498576,-0.0035099715099715214
GENE,2021-07-15,3.63,3.63,3.63,3.63,362,3.63,3.63,3.63,0.0,0.0
GENE,2021-07-14,3.63,3.63,3.63,3.63,1628,3.63,3.63,3.63,0.0,0.0
