Symbol,Date,Open,High,Low,Close,Volume,ADAP SMA,ADAP spanTwelveEMA,ADAP spanTwntySixEMA,ADAP_x,ADAP_y
ADAP,2021-08-24,4.32,4.36,4.32,4.34,17751,4.34,3.8666560727009016,3.7940203447471017,0.0726357279537999,0.008636973481841989
ADAP,2021-08-23,3.99,3.99,3.93,3.93,30096,3.93,3.780593540464702,3.750341972326869,0.0302515681378325,-0.007362715136147491
ADAP,2021-08-20,3.752,3.77,3.75,3.75,2120,3.75,3.753428729640102,3.7359693301130186,0.0174593995270835,-0.01676628595464262
ADAP,2021-08-19,3.87,3.87,3.87,3.87,3562,3.87,3.754052135029212,3.734846876522061,0.0192052585071511,-0.02532270732507416
ADAP,2021-08-18,3.82,3.82,3.79,3.79,4168,3.79,3.732970705034522,3.724034626643825,0.0089360783906973,-0.036454698783130485
ADAP,2021-08-17,3.95,3.95,3.93,3.95,12417,3.95,3.722601742313527,3.718757396775331,0.0038443455381957,-0.04780239307658743
ADAP,2021-08-16,3.95,3.95,3.89,3.89,15966,3.89,3.68125660455235,3.700257988517357,-0.0190013839650071,-0.060714077730283346
ADAP,2021-08-13,3.84,3.84,3.8,3.84,14180,3.84,3.6433032599255046,3.6850786275987457,-0.041775367673241,-0.07114225117160239
ADAP,2021-08-12,3.69,3.735,3.69,3.725,8130,3.725,3.6075402162755967,3.672684917806645,-0.0651447015310484,-0.0784839720461927
ADAP,2021-08-11,3.55,3.6,3.55,3.6,12832,3.6,3.5861838919620688,3.668499711231177,-0.082315819269108,-0.08181878967497877
ADAP,2021-08-10,3.55,3.59,3.54,3.54,21012,3.54,3.583671872318809,3.673979688129671,-0.0903078158108625,-0.08169453227644646
ADAP,2021-08-09,3.47,3.58,3.47,3.56,11369,3.56,3.59161221274041,3.684698063180045,-0.0930858504396345,-0.07954121139284255
ADAP,2021-08-06,3.5,3.535,3.5,3.51,2267,3.51,3.5973598877841213,3.694673908234448,-0.0973140204503271,-0.07615505163114454
ADAP,2021-08-05,3.46,3.46,3.46,3.46,7977,3.46,3.6132435037448714,3.709447820893205,-0.096204317148334,-0.070865309426349
ADAP,2021-08-04,3.49,3.49,3.47,3.47,3283,3.47,3.6411059589712105,3.729403646564661,-0.0882976875934504,-0.06453055749585286
ADAP,2021-08-03,3.58,3.6,3.58,3.6,8000,3.6,3.672216133329613,3.7501559382898337,-0.0779398049602209,-0.058588774971453456
ADAP,2021-08-02,3.655,3.655,3.58,3.58,12553,3.58,3.6853463393895423,3.7621684133530207,-0.0768220739634784,-0.05375101747426159
ADAP,2021-07-30,3.57,3.58,3.5068,3.57,9725,3.57,3.7045002192785503,3.776741886421262,-0.0722416671427117,-0.04798325335195739
ADAP,2021-07-29,3.69,3.7,3.69,3.7,4502,3.7,3.728954804601924,3.793281237334963,-0.0643264327330395,-0.0419186499042688
ADAP,2021-07-28,3.55,3.5812,3.55,3.5812,2779,3.5812,3.734219314529546,3.80074373632176,-0.0665244217922143,-0.036316704197076236
ADAP,2021-07-27,3.51,3.51,3.51,3.51,3571,3.51,3.762041008080372,3.818307235227501,-0.0562662271471285,-0.028764774798291717
ADAP,2021-07-26,3.59,3.61,3.59,3.6,3526,3.6,3.807866645913167,3.842971814045701,-0.0351051681325338,-0.021889411711082385
ADAP,2021-07-23,3.83,3.84,3.81,3.81,6014,3.81,3.845660581533744,3.862409559169357,-0.0167489776356135,-0.01858547260571952
ADAP,2021-07-22,3.98,3.98,3.98,3.98,4292,3.98,3.852144323630788,3.866602323902905,-0.0144580002721173,-0.019044596348246116
ADAP,2021-07-21,3.95,3.95,3.95,3.95,4503,3.95,3.828897837018204,3.857530509815138,-0.0286326727969337,-0.020191245367278426
ADAP,2021-07-20,3.67,3.6869,3.67,3.6869,2966,3.6869,3.8068792619306047,3.850132950600349,-0.0432536886697438,-0.018080888509864602
ADAP,2021-07-19,3.65,3.65,3.65,3.65,5036,3.65,3.828693673190714,3.8631915866483766,-0.0344979134576624,-0.01178768846989467
ADAP,2021-07-16,3.79,3.83,3.79,3.8,15297,3.8,3.861183431952663,3.880246913580247,-0.019063481627584,-0.006110132222952735
ADAP,2021-07-15,3.72,3.72,3.72,3.72,3152,3.72,3.872307692307692,3.8866666666666663,-0.0143589743589744,-0.002871794871794897
ADAP,2021-07-14,3.88,3.9,3.88,3.9,1951,3.9,3.9,3.9,0.0,0.0
