Symbol,Date,Open,High,Low,Close,Volume,AUY SMA,AUY spanTwelveEMA,AUY spanTwntySixEMA,AUY_x,AUY_y
AUY,2021-03-08,4.27,4.34,4.24,4.2595,1512142,4.2595,4.306643955291693,4.446931437816128,-0.1402874825244353,-0.11323302516721895
AUY,2021-03-05,4.29,4.3699,4.2,4.247,1743355,4.247,4.315215583526546,4.461925952841418,-0.1467103693148717,-0.10646941082791483
AUY,2021-03-04,4.19,4.27,4.16,4.175,1404592,4.175,4.327618416895009,4.479120029068731,-0.151501612173722,-0.0964091712061756
AUY,2021-03-03,4.12,4.1401,4.08,4.14,2345235,4.14,4.355367219966829,4.50344963139423,-0.148082411427401,-0.082636060964289
AUY,2021-03-02,4.07,4.12,4.06,4.115,2047874,4.115,4.394524896324434,4.5325256019057685,-0.1380007055813346,-0.06627447334851096
AUY,2021-03-01,4.1,4.16,4.07,4.13,2584365,4.13,4.445347604747059,4.56592765005823,-0.1205800453111711,-0.048342915290305044
AUY,2021-02-26,4.2,4.21,4.1,4.111,2977330,4.111,4.502683532882887,4.600801862062888,-0.0981183291800009,-0.030283632785088513
AUY,2021-02-25,4.45,4.52,4.43,4.4355,2140474,4.4355,4.573898720679776,4.639986011027919,-0.0660872903481433,-0.013324958686360395
AUY,2021-02-24,4.42,4.42,4.3,4.36,3075063,4.36,4.599062124439736,4.656344891910153,-0.0572827674704168,-0.00013437577091466452
AUY,2021-02-23,4.55,4.57,4.38,4.43,2630765,4.43,4.64252796524696,4.680052483262965,-0.0375245180160046,0.014152722153960875
AUY,2021-02-22,4.48,4.58,4.43,4.55,3427006,4.55,4.68116941347368,4.700056681924002,-0.0188872684503218,0.027072032196452257
AUY,2021-02-19,4.53,4.57,4.49,4.55,1926853,4.55,4.705018397741622,4.712061216477922,-0.0070428187363003,0.03856185735814578
AUY,2021-02-18,4.59,4.64,4.54,4.553,1333894,4.553,4.733203560967371,4.725026113796156,0.0081774471712146,0.0499630263817573
AUY,2021-02-17,4.59,4.615,4.49,4.555,4975195,4.555,4.76596784477962,4.738788202899849,0.0271796418797709,0.060409421184392964
AUY,2021-02-16,4.76,4.76,4.61,4.66,4578341,4.66,4.804325634739552,4.753491259131837,0.0508343756077147,0.06871686601054847
AUY,2021-02-16,4.76,4.76,4.61,4.66,4578341,4.66,4.830566659237652,4.760970559862384,0.0695960993752677,0.07318748861125689
AUY,2021-02-12,4.87,4.9,4.76,4.8979,2047737,4.8979,4.861578779099043,4.769048204651375,0.0925305744476681,0.07408533592025415
AUY,2021-02-11,4.94,5.01,4.93,5.01,1760765,5.01,4.854974920753414,4.7587400610234845,0.0962348597299298,0.06947402628840066
AUY,2021-02-10,4.98,5.0,4.91,4.915,1327266,4.915,4.826788542708581,4.738639265905363,0.0881492768032181,0.06278381792801836
AUY,2021-02-09,5.03,5.05,4.9548,5.0018,2218405,5.0018,4.810750095928324,4.724530407177792,0.0862196887505319,0.05644245320921841
AUY,2021-02-08,4.97,4.99,4.9301,4.98,2066466,4.98,4.776013749733473,4.702348839752015,0.0736649099814581,0.048998144323890006
AUY,2021-02-05,4.79,4.8,4.74,4.78,1550083,4.78,4.738925340594104,4.680136746932177,0.0587885936619274,0.04283145290949797
AUY,2021-02-04,4.75,4.75,4.625,4.7001,3170540,4.7001,4.731457220702124,4.672147686686751,0.059309534015373,0.0388421677213906
AUY,2021-02-03,4.86,4.91,4.81,4.905,1091139,4.905,4.737158533557055,4.669911501621691,0.0672470319353646,0.033725326147894974
AUY,2021-02-02,4.84,4.85,4.71,4.81,3169968,4.81,4.7066419032947024,4.651104421751426,0.0555374815432765,0.02534489970102756
AUY,2021-02-01,4.95,4.96,4.82,4.84,4545061,4.84,4.687849522075558,4.63839277549154,0.0494567465840178,0.017796754240465312
AUY,2021-01-29,4.93,4.97,4.83,4.9214,2553027,4.9214,4.660185798816569,4.622264197530863,0.0379216012857055,0.009881756154577169
AUY,2021-01-28,4.75,4.82,4.7,4.765,3243277,4.765,4.612692307692308,4.598333333333333,0.0143589743589753,0.002871794871795075
AUY,2021-01-27,4.87,4.87,4.545,4.585,4174240,4.585,4.585,4.585,0.0,0.0
