Symbol,Date,Open,High,Low,Close,Volume,QTNT SMA,QTNT spanTwelveEMA,QTNT spanTwntySixEMA,QTNT_x,QTNT_y
QTNT,2021-03-08,3.89,4.03,3.88,3.9071,170954,3.9071,4.5247686930321,4.914300994485976,-0.3895323014538761,-0.2990230369443048
QTNT,2021-03-05,4.0,4.11,3.895,3.9,291079,3.9,4.6370720917652095,4.994877074044855,-0.3578049822796449,-0.276395720816912
QTNT,2021-03-04,4.51,4.56,4.3731,4.38,49463,4.38,4.771085199358884,5.082467239968443,-0.3113820406095584,-0.25604340545122856
QTNT,2021-03-03,4.55,4.66,4.465,4.51,56833,4.51,4.842191599242318,5.138664619165918,-0.2964730199236003,-0.24220874666164607
QTNT,2021-03-02,4.62,4.62,4.47,4.58,54028,4.58,4.902590071831829,5.188957788699192,-0.2863677168673622,-0.2286426783461575
QTNT,2021-03-01,4.59,4.61,4.46,4.4771,65662,4.4771,4.9612428121648895,5.237674411795126,-0.2764315996302366,-0.21421141871585608
QTNT,2021-02-26,4.65,4.65,4.46,4.485,156360,4.485,5.049268778013051,5.298520364738736,-0.249251586725685,-0.19865637348726092
QTNT,2021-02-25,4.7,4.87,4.61,4.61,146636,4.61,5.151863101288151,5.363601993917834,-0.2117388926296834,-0.1860075701776549
QTNT,2021-02-24,4.94,5.1,4.88,4.89,128168,4.89,5.250383665158724,5.423890153431262,-0.1735064882725376,-0.17957473956464776
QTNT,2021-02-23,5.15,5.33,5.06,5.26,263758,5.26,5.315907967914856,5.466601365705762,-0.1506933977909064,-0.18109180238767528
QTNT,2021-02-22,5.46,5.46,5.32,5.46,22364,5.46,5.326073052990284,5.483129474962223,-0.157056421971939,-0.18869140353686747
QTNT,2021-02-19,5.23,5.31,5.18,5.2729,56382,5.2729,5.301722698988518,5.484979832959201,-0.1832571339706836,-0.19660014892809957
QTNT,2021-02-18,5.35,5.36,5.21,5.27,69434,5.27,5.306963189713703,5.501946219595937,-0.1949830298822341,-0.1999359026674535
QTNT,2021-02-17,5.37,5.39,5.14,5.14,126837,5.14,5.313683769661649,5.520501917163612,-0.2068181475019628,-0.20117412086375833
QTNT,2021-02-16,5.35,5.54,5.3207,5.34,117387,5.34,5.345262636872858,5.550942070536701,-0.2056794336638425,-0.19976311420420717
QTNT,2021-02-16,5.35,5.54,5.3207,5.34,117387,5.34,5.34621947994065,5.567817436179637,-0.2215979562389867,-0.1982840343392983
QTNT,2021-02-12,5.13,5.18,5.05,5.18,36624,5.18,5.347350294475315,5.586042831074009,-0.2386925365986938,-0.1924555538643762
QTNT,2021-02-11,5.08,5.17,5.05,5.13,72970,5.13,5.3777776207435535,5.618526257559929,-0.2407486368163756,-0.18089630818079677
QTNT,2021-02-10,5.11,5.28,5.1,5.17,768230,5.17,5.422828097242381,5.657608358164723,-0.2347802609223421,-0.16593322602190208
QTNT,2021-02-09,5.16,5.2989,5.14,5.2905,97404,5.2905,5.468796842195541,5.6966170268179015,-0.2278201846223604,-0.14872146729679203
QTNT,2021-02-08,5.22,5.25,4.94,5.0,234126,5.0,5.501214449867458,5.729106388963334,-0.2278919390958762,-0.12894678796539993
QTNT,2021-02-05,5.36,5.39,5.23,5.32,55015,5.32,5.592344349843359,5.7874349000804015,-0.1950905502370421,-0.10421050018278083
QTNT,2021-02-04,5.15,5.32,5.06,5.29,161832,5.29,5.6418615043603335,5.824829692086833,-0.1829681877264999,-0.08149048766921549
QTNT,2021-02-03,4.98,5.07,4.9,5.0573,112073,5.0573,5.705836323334939,5.867616067453779,-0.1617797441188404,-0.05612106265489439
QTNT,2021-02-02,5.18,5.4,5.15,5.28,406040,5.28,5.823752018486747,5.9324413528500815,-0.1086893343633343,-0.029706392288907875
QTNT,2021-02-01,5.0,5.5,4.86,5.1273,393292,5.1273,5.922616021847974,5.984636661078088,-0.0620206392301145,-0.009960656770301243
QTNT,2021-01-29,6.42,6.42,6.081,6.2,64411,6.2,6.067218934911242,6.053223593964335,0.0139953409469075,0.0030543388446520937
QTNT,2021-01-28,6.05,6.16,5.91,6.06,44825,6.06,6.043076923076923,6.0414814814814815,0.0015954415954411,0.0003190883190882232
QTNT,2021-01-27,5.87,6.04,5.81,6.04,76939,6.04,6.04,6.04,0.0,0.0
