Symbol,Date,Open,High,Low,Close,Volume,AUY SMA,AUY spanTwelveEMA,AUY spanTwntySixEMA,AUY_x,AUY_y
AUY,2021-03-11,4.46,4.47,4.44,4.47,148987,4.47,4.378343623210741,4.488454089882974,-0.110110466672233,-0.14113301992056418
AUY,2021-03-10,4.51,4.51,4.46,4.4679,120115,4.4679,4.361678827430875,4.489930417073611,-0.128251589642736,-0.14888865823264696
AUY,2021-03-09,4.42,4.45,4.405,4.45,244510,4.45,4.342365886963761,4.491692850439501,-0.1493269634757394,-0.15404792538012468
AUY,2021-03-08,4.27,4.28,4.2502,4.26,104395,4.26,4.3227960482299,4.495028278474661,-0.1722322302447612,-0.15522816585622098
AUY,2021-03-05,4.29,4.33,4.29,4.3026,244413,4.3026,4.3342135115444265,4.513830540752634,-0.1796170292082077,-0.15097714975908616
AUY,2021-03-04,4.19,4.2,4.16,4.192,132764,4.192,4.339961422734322,4.530728984012845,-0.1907675612785233,-0.14381717989680576
AUY,2021-03-03,4.12,4.13,4.09,4.096,185233,4.096,4.366863499595108,4.557827302733872,-0.1909638031387643,-0.13207958455137636
AUY,2021-03-02,4.07,4.09,4.07,4.0852,142821,4.0852,4.4161114086124,4.594773486952582,-0.1786620783401824,-0.11735852990452934
AUY,2021-03-01,4.1,4.15,4.07,4.145,300573,4.145,4.4762771192692,4.635539365908789,-0.1592622466395896,-0.10203264279561607
AUY,2021-02-26,4.2,4.21,4.18,4.2,246738,4.2,4.53650932277269,4.674782515181493,-0.1382731924088025,-0.0877252418346229
AUY,2021-02-25,4.45,4.475,4.4473,4.448,201741,4.448,4.5976928360040885,4.712765116396012,-0.1150722803919235,-0.07508825419107798
AUY,2021-02-24,4.42,4.42,4.4,4.4,189393,4.4,4.62490971527756,4.733946325707692,-0.1090366104301328,-0.0650922476408666
AUY,2021-02-23,4.55,4.57,4.52,4.5299,169199,4.5299,4.66580239078257,4.760662031764308,-0.0948596409817374,-0.05410615694355004
AUY,2021-02-22,4.48,4.5,4.43,4.46,347136,4.46,4.690511916379402,4.779122994305452,-0.0886110779260507,-0.043917785934003174
AUY,2021-02-19,4.53,4.54,4.49,4.54,354416,4.54,4.732423173902928,4.804652833849889,-0.0722296599469602,-0.032744462935991286
AUY,2021-02-18,4.59,4.59,4.55,4.5665,105827,4.5665,4.767409205521643,4.8258250605578805,-0.0584158550362374,-0.022873163683249032
AUY,2021-02-17,4.59,4.61,4.53,4.54,534413,4.54,4.803938151980124,4.846571065402511,-0.0426329134223868,-0.01398749084500192
AUY,2021-02-16,4.76,4.76,4.72,4.74,421344,4.74,4.851926906885601,4.871096750634712,-0.0191698437491112,-0.0068261352006556905
AUY,2021-02-16,4.76,4.76,4.72,4.74,421344,4.74,4.872277253592074,4.88158449068549,-0.0093072370934157,-0.003740208063541803
AUY,2021-02-12,4.87,4.88,4.82,4.8355,229222,4.8355,4.896327663336088,4.892911249940329,0.003416413395759,-0.002348450806073318
AUY,2021-02-11,4.94,4.96,4.93,4.96,370568,4.96,4.907387238488105,4.897504149935555,0.0098830885525496,-0.0037896668565314084
AUY,2021-02-10,4.98,5.0,4.97,4.98,121645,4.98,4.897821281849579,4.892504481930399,0.0053167999191794,-0.007207855708801661
AUY,2021-02-09,5.03,5.05,4.99,5.0,211974,5.0,4.88287969673132,4.885504840484831,-0.0026251437535114,-0.010339019615796934
AUY,2021-02-08,4.97,4.99,4.97,4.98,253605,4.98,4.861585096137015,4.8763452277236174,-0.0147601315866028,-0.012267488581368311
AUY,2021-02-05,4.79,4.8,4.77,4.785,125399,4.785,4.840055113616471,4.868052845941507,-0.0279977323250353,-0.011644327830059682
AUY,2021-02-04,4.75,4.75,4.7,4.7,323542,4.7,4.850065134274011,4.874697073616827,-0.0246319393428153,-0.007555976706315769
AUY,2021-02-03,4.86,4.86,4.8173,4.82,127592,4.82,4.877349704142013,4.888672839506173,-0.0113231353641598,-0.0032869860471908654
AUY,2021-02-02,4.84,4.85,4.82,4.82,309018,4.82,4.887776923076924,4.894166666666667,-0.006389743589743,-0.0012779487179486182
AUY,2021-02-01,4.95,4.96,4.9001,4.9001,584959,4.9001,4.9001,4.9001,0.0,0.0
