Symbol,Date,Open,High,Low,Close,Volume,TCDA SMA,TCDA spanTwelveEMA,TCDA spanTwntySixEMA,TCDA_x,TCDA_y
TCDA,2021-03-11,4.95,4.95,4.84,4.84,10292,4.84,5.236081146254566,5.834425508519309,-0.5983443622647426,-0.46930509764547124
TCDA,2021-03-10,4.79,4.79,4.69,4.7,16821,4.7,5.308095900119033,5.913979549200853,-0.6058836490818198,-0.43704528149065336
TCDA,2021-03-09,4.75,4.98,4.75,4.98,38958,4.98,5.418658791049767,6.011097913136921,-0.5924391220871543,-0.39483568959286175
TCDA,2021-03-08,4.7,4.7,4.7,4.7,5907,4.7,5.498414934876997,6.093585746187875,-0.5951708113108785,-0.34543483146928855
TCDA,2021-03-05,4.5,4.5,4.4,4.44,10864,4.44,5.643581286672814,6.205072605882905,-0.5614913192100914,-0.2830008365088911
TCDA,2021-03-04,4.6,4.63,4.51,4.51,31117,4.51,5.862414247886052,6.346278414353537,-0.4838641664674847,-0.21337821583359098
TCDA,2021-03-03,5.14,5.148,5.07,5.1207,24049,5.1207,6.108307747501698,6.49318068750182,-0.3848729400001218,-0.14575672817511753
TCDA,2021-03-02,4.8,4.9299,4.79,4.92,44583,4.92,6.287872792502007,6.602979142501965,-0.315106349999958,-0.08597767521886643
TCDA,2021-03-01,5.23,5.23,5.12,5.13,24258,5.13,6.536576936593281,6.737617473902122,-0.2010405373088408,-0.02869550652359352
TCDA,2021-02-26,5.19,5.36,5.0,5.31,120619,5.31,6.792318197792059,6.866226871814292,-0.073908674022233,0.014390751172718316
TCDA,2021-02-25,7.78,7.78,7.68,7.751,12244,7.751,7.061830597390616,6.990725021559435,0.0711055758311802,0.03646560747145614
TCDA,2021-02-24,7.08,7.08,7.03,7.03,5519,7.03,6.9365270696434544,6.92990302328419,0.0066240463592643,0.027805615381525112
TCDA,2021-02-23,7.0,7.0,6.94,6.975,8379,6.975,6.919531991396809,6.921895265146925,-0.0023632737501158,0.03310100763709029
TCDA,2021-02-22,6.9,6.93,6.83,6.83,14262,6.83,6.909446898923502,6.917646886358679,-0.0081999874351774,0.041967077983891814
TCDA,2021-02-19,6.63,6.63,6.61,6.61,4548,6.61,6.9238917896368655,6.924658637267374,-0.0007668476305084,0.05450884433865913
TCDA,2021-02-18,6.9,6.9,6.84,6.84,4958,6.84,6.980963024116296,6.949831328248763,0.0311316958675327,0.06832776733095103
TCDA,2021-02-17,6.8,6.86,6.8,6.81,8913,6.81,7.006592664864713,6.958617834508664,0.0479748303560487,0.0776267851968056
TCDA,2021-02-16,6.93,6.935,6.88,6.89,8891,6.89,7.042336785749207,6.970507261269358,0.071829524479849,0.08503977390699481
TCDA,2021-02-16,6.93,6.935,6.88,6.89,8891,6.89,7.070034383158154,6.976947842170906,0.0930865409872474,0.08834233626378124
TCDA,2021-02-12,7.06,7.06,7.0,7.0,5056,7.0,7.102767907368728,6.98390366954458,0.1188642378241482,0.08715628508291469
TCDA,2021-02-11,7.3,7.39,7.3,7.39,6059,7.39,7.121452981435769,6.982615963108146,0.1388370183276226,0.07922929689760651
TCDA,2021-02-10,7.31,7.31,7.31,7.31,5300,7.31,7.072626250787726,6.950025240156799,0.1226010106309276,0.06432736654010247
TCDA,2021-02-09,7.38,7.38,7.3,7.3,6174,7.3,7.029467387294586,6.921227259369342,0.108240127925244,0.049758955517396175
TCDA,2021-02-08,7.4,7.41,7.3031,7.3031,11387,7.3031,6.980279639529966,6.890925440118889,0.0893541994110771,0.0351386624154342
TCDA,2021-02-05,7.29,7.29,7.24,7.24,12490,7.24,6.921585028535415,6.8579514753284,0.0636335532070155,0.021584778166523468
TCDA,2021-02-04,6.99,7.09,6.9,7.09,19576,7.09,6.863691397360036,6.827387593354672,0.0363038040053638,0.01107258440640044
TCDA,2021-02-03,6.92,6.95,6.9,6.9,9084,6.9,6.8225443786982245,6.806378600823046,0.0161657778751784,0.004764779506659594
TCDA,2021-02-02,7.0,7.0,6.91,6.91,17943,6.91,6.808461538461539,6.798888888888889,0.0095726495726493,0.0019145299145298723
TCDA,2021-02-01,6.8,6.8,6.79,6.79,16700,6.79,6.79,6.79,0.0,0.0
