Symbol,Date,Open,High,Low,Close,Volume,IAG SMA,IAG spanTwelveEMA,IAG spanTwntySixEMA,IAG_x,IAG_y
IAG,2021-03-11,3.15,3.17,3.135,3.17,52489,3.17,3.1157485579615,3.208460819234604,-0.0927122612731037,-0.10817099344229307
IAG,2021-03-10,3.14,3.15,3.125,3.1295,37249,3.1295,3.105884659409045,3.211537684773372,-0.1056530253643264,-0.11203567648459041
IAG,2021-03-09,3.17,3.18,3.16,3.17,64574,3.17,3.101590961119781,3.218100699555241,-0.1165097384354605,-0.11363133926465618
IAG,2021-03-08,3.06,3.06,3.05,3.05,32608,3.05,3.0891529540506504,3.221948755519661,-0.1327958014690105,-0.11291173947195521
IAG,2021-03-05,3.01,3.01,3.0,3.005,12612,3.005,3.0962716729689506,3.235704655961234,-0.1394329829922833,-0.10794072397269137
IAG,2021-03-04,2.97,2.97,2.94,2.96,37998,2.96,3.112866522599669,3.2541610284381326,-0.1412945058384633,-0.10006765921779337
IAG,2021-03-03,2.94,2.95,2.918,2.9199,163165,2.9199,3.1406604357996093,3.2776939107131837,-0.1370334749135739,-0.08976094756262575
IAG,2021-03-02,2.88,2.9,2.88,2.89,138922,2.89,3.180798696854084,3.306317423570238,-0.1255187267161539,-0.07794281572488856
IAG,2021-03-01,3.07,3.07,3.01,3.04,76852,3.04,3.2336711871911903,3.339622817455857,-0.1059516302646668,-0.06604883797707223
IAG,2021-02-26,3.06,3.08,3.01,3.06,197411,3.06,3.268884130316861,3.3635926428523257,-0.0947085125354645,-0.05607313990517358
IAG,2021-02-25,3.2,3.205,3.18,3.18,101190,3.18,3.3068630631017446,3.387880054280512,-0.0810169911787674,-0.04641429674760084
IAG,2021-02-24,3.17,3.17,3.14,3.1497,78102,3.1497,3.329929074574789,3.404510458622953,-0.0745813840481641,-0.03776362313980918
IAG,2021-02-23,3.3,3.3,3.22,3.22,158742,3.22,3.3626979972247506,3.4248952953127896,-0.0621972980880389,-0.028559182912720436
IAG,2021-02-22,3.26,3.28,3.21,3.2263,238721,3.2263,3.388643087629251,3.441286918937813,-0.0526438313085617,-0.0201496541188908
IAG,2021-02-19,3.23,3.24,3.21,3.21,46421,3.21,3.418160012652751,3.4584858724528376,-0.0403258598000864,-0.012026109821473056
IAG,2021-02-18,3.38,3.39,3.33,3.39,176279,3.39,3.456007287680524,3.478364742249065,-0.0223574545685409,-0.0049511723268197165
IAG,2021-02-17,3.31,3.31,3.28,3.28,139228,3.28,3.4680086127133465,3.48543392162899,-0.0174253089156435,-0.0005996017663893972
IAG,2021-02-16,3.46,3.46,3.44,3.45,106525,3.45,3.5021919968430457,3.501868635359309,0.0003233614837365,0.003606825020924137
IAG,2021-02-16,3.46,3.46,3.44,3.45,106525,3.45,3.5116814508145087,3.506018126188054,0.0056633246264548,0.004427690905221028
IAG,2021-02-12,3.51,3.52,3.48,3.48,54423,3.48,3.5228962600535105,3.510499576283098,0.0123966837704125,0.004118782474912585
IAG,2021-02-11,3.61,3.62,3.605,3.62,39050,3.62,3.53069558006324,3.512939542385746,0.0177560376774938,0.0020493071510375837
IAG,2021-02-10,3.59,3.6,3.59,3.59,38545,3.59,3.5144584128020107,3.504374705776606,0.0100837070254047,-0.001877375480576495
IAG,2021-02-09,3.6,3.6,3.58,3.58,21035,3.58,3.5007235787660127,3.4975246822387343,0.0031988965272784,-0.004867646107071802
IAG,2021-02-08,3.54,3.59,3.54,3.59,50449,3.59,3.486309683996197,3.490926656817833,-0.004616972821636,-0.006884281765659365
IAG,2021-02-05,3.49,3.5,3.46,3.46,36089,3.46,3.4674568992682326,3.48300078936326,-0.0155438900950271,-0.007451109001665183
IAG,2021-02-04,3.425,3.425,3.3825,3.3825,60985,3.3825,3.468812699135184,3.4848408525123205,-0.0160281533771362,-0.005427913728324591
IAG,2021-02-03,3.44,3.46,3.44,3.46,57296,3.46,3.484505917159763,3.493028120713306,-0.0085222035535426,-0.002777853816121674
IAG,2021-02-02,3.44,3.44,3.4,3.4178,75945,3.4178,3.4889615384615382,3.4956703703703704,-0.0067088319088322,-0.0013417663817664406
IAG,2021-02-01,3.5,3.52,3.5,3.5019,90393,3.5019,3.5019,3.5019,0.0,0.0
