Symbol,Date,Open,High,Low,Close,Volume,GENE SMA,GENE spanTwelveEMA,GENE spanTwntySixEMA,GENE_x,GENE_y
GENE,2021-09-10,3.4,3.4,3.4,3.4,5174,3.4,3.3543851059228302,3.329086876854618,0.0252982290682122,0.010595906471579495
GENE,2021-09-09,3.34,3.34,3.34,3.34,645,3.34,3.3460914888178905,3.323413827002988,0.0226776618149031,0.006920325822421313
GENE,2021-09-08,3.34,3.34,3.34,3.34,1150,3.34,3.3471990322393257,3.3220869331632263,0.0251120990760993,0.0029809918243009622
GENE,2021-09-07,3.46,3.46,3.4,3.4,5146,3.4,3.34850794719193,3.320653887816285,0.0278540593756453,-0.002551784988648635
GENE,2021-09-07,3.46,3.46,3.4,3.4,5146,3.4,3.339145755772281,3.314306198841587,0.024839556930694,-0.010153246079722015
GENE,2021-09-03,3.56,3.56,3.55,3.55,984,3.55,3.328081347730878,3.3074506947489137,0.0206306529819642,-0.018901446832326033
GENE,2021-09-02,3.43,3.4345,3.4165,3.4165,1167,3.4165,3.287732501863765,3.2880467503288267,-0.0003142484650617,-0.02878447178589859
GENE,2021-09-01,3.4,3.4,3.4,3.4,1071,3.4,3.2643202294753584,3.277770490355133,-0.0134502608797744,-0.03590202761610779
GENE,2021-08-31,3.23,3.23,3.23,3.23,1702,3.23,3.23965118028906,3.2679921295835435,-0.0283409492944834,-0.041514969300191135
GENE,2021-08-30,3.36,3.36,3.33,3.33,891,3.33,3.241405940341616,3.2710314999502272,-0.0296255596086112,-0.04480847430161804
GENE,2021-08-27,3.1886,3.28,3.1798,3.213,4829,3.213,3.225297929494637,3.266314019946245,-0.0410160904516083,-0.048604202974869726
GENE,2021-08-26,3.37,3.37,3.35,3.35,440,3.35,3.22753391667548,3.270579141541945,-0.0430452248664652,-0.050501231105685176
GENE,2021-08-25,3.32,3.32,3.32,3.32,410,3.32,3.2052673560710216,3.264225472865301,-0.0589581167942792,-0.05236523266549027
GENE,2021-08-24,3.15,3.15,3.15,3.15,114,3.15,3.1844068753566623,3.259763510694525,-0.0753566353378625,-0.050717011633293035
GENE,2021-08-23,3.1,3.1,3.09,3.09,1769,3.09,3.190662670876056,3.2685445915500866,-0.0778819206740308,-0.04455710570715066
GENE,2021-08-20,3.01,3.104,3.01,3.05,896,3.05,3.2089649746717024,3.2828281588740937,-0.0738631842023913,-0.03622590196543071
GENE,2021-08-19,3.08,3.09,3.0,3.09,2653,3.09,3.2378676973392846,3.301454411584021,-0.0635867142447366,-0.026816581406190552
GENE,2021-08-18,3.05,3.05,3.05,3.05,1456,3.05,3.264752733219155,3.318370764510743,-0.0536180312915881,-0.01762404819655404
GENE,2021-08-17,3.16,3.18,3.15,3.15,2324,3.15,3.3037986847135463,3.3398404256716026,-0.0360417409580562,-0.008625552422795512
GENE,2021-08-16,3.15,3.15,3.13,3.13,8288,3.13,3.3317620819341918,3.3550276597253306,-0.0232655777911392,-0.0017715052889803306
GENE,2021-08-13,3.3,3.32,3.26,3.26,1201,3.26,3.368446096831317,3.373029872503357,-0.0045837756720401,0.003602012836559288
GENE,2021-08-12,3.38,3.38,3.36,3.36,1403,3.36,3.3881635689824656,3.382072262303625,0.0060913066788401,0.005648459963709149
GENE,2021-08-11,3.43,3.43,3.43,3.43,1903,3.43,3.393284217888368,3.383838043287916,0.0094461746004523,0.0055377482849262825
GENE,2021-08-10,3.4,3.4,3.4,3.4,1466,3.4,3.386608621140799,3.380145086750949,0.0064635343898502,0.004560641706044757
GENE,2021-08-09,3.38,3.381,3.38,3.381,2332,3.381,3.3841738249845807,3.3785566936910247,0.005617131293556,0.004084918535093383
GENE,2021-08-06,3.44,3.44,3.37,3.37,3018,3.37,3.3847508840726865,3.3783612291863068,0.0063896548863797,0.003701865345477725
GENE,2021-08-05,3.4,3.4,3.4,3.4,3161,3.4,3.387432862994993,3.379030127521212,0.0084027354737816,0.0030299179602522133
GENE,2021-08-04,3.44,3.46,3.44,3.46,4394,3.46,3.385147928994083,3.377352537722909,0.0077953912711743,0.0016867135818700695
GENE,2021-08-03,3.38,3.38,3.38,3.38,1855,3.38,3.371538461538462,3.3707407407407413,0.0007977207977205,0.0001595441595441116
GENE,2021-08-02,3.37,3.37,3.37,3.37,760,3.37,3.37,3.37,0.0,0.0
