Symbol,Date,Open,High,Low,Close,Volume,AFMD SMA,AFMD spanTwelveEMA,AFMD spanTwntySixEMA,AFMD_x,AFMD_y
AFMD,2020-08-24,3.89,3.89,3.62,3.66,206106,3.66,3.66,3.66,0.0,0.0
AFMD,2020-08-21,3.95,4.05,3.86,3.875,84319,3.875,3.6930769230769234,3.6759259259259265,0.017150997150997327,0.0034301994301993767
AFMD,2020-08-20,3.89,3.93,3.83,3.87,105956,3.87,3.7202958579881664,3.690301783264746,0.02999407472341975,0.00874297448884363
AFMD,2020-08-19,3.83,3.86,3.74,3.845,291202,3.845,3.739481110605371,3.7017609104303206,0.03772020017505051,0.014538419626085007
AFMD,2020-08-18,3.79,3.799,3.525,3.5460000000000003,474242,3.5460000000000003,3.7097147858968533,3.69022306521326,0.01949172068359317,0.01552907983758664
AFMD,2020-08-17,3.41,3.47,3.39,3.46,117231,3.46,3.671297126528106,3.673169504827092,-0.0018723782989860105,0.01204878821027211
AFMD,2020-08-14,3.45,3.4656,3.365,3.42,88399,3.42,3.6326360301391674,3.6544162081732336,-0.021780178034067173,0.00528299496140443
AFMD,2020-08-13,3.34,3.43,3.34,3.37,123341,3.37,3.5922304870408333,3.6333483409011422,-0.041117853860308966,-0.00399717480293825
AFMD,2020-08-12,3.5,3.65,3.41,3.575,119180,3.575,3.5895796428807047,3.629026241575132,-0.03944659869442724,-0.011087059581236049
AFMD,2020-08-11,3.8,3.94,3.41,3.48,339757,3.4799999999999995,3.572721236283673,3.617987260717715,-0.045266024434041714,-0.01792285255179718
AFMD,2020-08-10,3.85,3.9201,3.8,3.92,101983,3.92,3.626148738393877,3.6403585747386247,-0.014209836344747371,-0.017180249310387308
AFMD,2020-08-07,3.78,3.8032,3.74,3.75,37474,3.75,3.645202778640973,3.648480161795023,-0.003277383154049573,-0.01439967607911985
AFMD,2020-08-06,3.82,3.82,3.71,3.755,48503,3.755,3.6620946588500543,3.6563705201805767,0.005724138669477519,-0.010374913129400375
AFMD,2020-08-05,3.8,3.82,3.705,3.72,63696,3.72,3.6710031728731223,3.6610838149820153,0.009919357891107428,-0.006316058925298904
AFMD,2020-08-04,3.81,3.85,3.6732,3.71,65505,3.71,3.677002684738796,3.6647072360944586,0.012295448644337624,-0.002593757411371598
AFMD,2020-08-03,3.51,3.655,3.51,3.65,170002,3.65,3.672848425548212,3.6636178111985727,0.00923061434963923,-0.0002288830591694322
AFMD,2020-07-31,3.69,3.7343,3.595,3.6467,99001,3.6467,3.668825590848487,3.6623646399986782,0.0064609508498083565,0.0011090837226262144
AFMD,2020-07-30,3.53,3.72,3.51,3.65,134160,3.65,3.6659293461025655,3.6614487407395173,0.0044806053630486176,0.0017833880507106062
AFMD,2020-07-29,3.82,3.89,3.8,3.81,97522,3.809999999999999,3.688094062086786,3.6724525377217754,0.015641524365010984,0.004555015313570593
AFMD,2020-07-28,3.97,4.01,3.865,3.8799,63495,3.8799,3.717602667919588,3.6878190164090503,0.029783651510537187,0.009600742552964002
AFMD,2020-07-27,3.95,4.11,3.92,4.09,126727,4.089999999999999,3.774894565162728,3.717610200378752,0.05728436478397692,0.019137466999166408
AFMD,2020-07-24,4.07,4.145,3.98,4.08,126068,4.079999999999998,3.8218338628300006,3.7444538892395847,0.07737997359041593,0.030785968317416312
AFMD,2020-07-23,4.25,4.25,4.16,4.23,42053,4.229999999999999,3.884628653163847,3.7804202678144314,0.10420838534941623,0.04547045172381621
AFMD,2020-07-22,4.38,4.43,4.23,4.2403,93944,4.240299999999999,3.9393473219078703,3.8144854331615097,0.12486188874636063,0.0613487391283251
AFMD,2020-07-21,4.44,4.455,4.38,4.41,126525,4.4099999999999975,4.011755426229737,3.8585976232976935,0.15315780293204284,0.07971055188906874
AFMD,2020-07-20,4.41,4.5,4.36,4.455,96742,4.454999999999998,4.079946899117471,3.9027755771274943,0.17717132198997554,0.09920270590925029
AFMD,2020-07-17,4.51,4.61,4.47,4.52,204403,4.519999999999998,4.1476473761763195,3.9484959047476806,0.1991514714286402,0.11919245901312801
AFMD,2020-07-16,4.56,4.61,4.45,4.52,248758,4.519999999999998,4.204932395226117,3.990829541433037,0.2141028537930798,0.13817453796911847
AFMD,2020-07-15,4.27,4.495,4.27,4.4001,252996,4.400099999999998,4.234958180575945,4.021145871697256,0.21381230887868874,0.15330209215103252
AFMD,2020-07-14,4.26,4.346,4.19,4.23,87775,4.229999999999999,4.234195383564262,4.03661654786783,0.1975788356964321,0.16215744086011244
AFMD,2020-07-13,4.42,4.5,4.4,4.41,95578,4.409999999999998,4.261242247631299,4.0642745813591015,0.1969676662721973,0.1691194859425294
AFMD,2020-07-10,4.51,4.6,4.42,4.58,97605,4.579999999999998,4.3102819018418685,4.102476464221391,0.2078054376204781,0.17685667627811896
AFMD,2020-07-09,4.62,4.71,4.59,4.7,110638,4.6999999999999975,4.3702385323277335,4.146737466871658,0.22350106545607676,0.18618555411371035
AFMD,2020-07-08,4.39,4.51,4.39,4.46,60051,4.459999999999996,4.384047988892698,4.169942098955239,0.2141058899374597,0.19176962127846006
AFMD,2020-07-07,4.35,4.5068,4.32,4.415,169298,4.4149999999999965,4.388809836755359,4.1880945360696655,0.2007153006856948,0.19355875715990684
AFMD,2020-07-06,4.64,4.7037,4.56,4.56,116642,4.559999999999996,4.415146784946844,4.215643088953394,0.19950369599344955,0.19474774492661556
AFMD,2020-07-06,4.64,4.7037,4.56,4.56,116642,4.559999999999996,4.437431894955021,4.24115100829018,0.19628088666484175,0.19505437327426065
AFMD,2020-07-02,4.79,4.79,4.65,4.67,130865,4.669999999999997,4.473211603423478,4.272917600268683,0.20029400315479504,0.19610229925036754
AFMD,2020-07-01,4.63,4.71,4.59,4.66,80935,4.659999999999998,4.501948279819867,4.301590370619151,0.20035790920071506,0.19695342124043724
AFMD,2020-06-30,4.54,4.5945,4.45,4.57,174862,4.5699999999999985,4.512417775232197,4.321472565388103,0.1909452098440916,0.19575177896116847
AFMD,2020-06-29,4.73,4.73,4.51,4.68,219772,4.679999999999998,4.5381996559657045,4.348030153137134,0.1901695028285708,0.19463532373464892
AFMD,2020-06-26,4.52,4.64,4.41,4.565,236222,4.564999999999999,4.5423227858171344,4.3641019936454954,0.17822079217163989,0.19135241742204695
AFMD,2020-06-25,4.11,4.265,4.03,4.265,123289,4.264999999999998,4.499657741845269,4.35676110522731,0.14289663661795782,0.18166126126122933
AFMD,2020-06-24,4.23,4.4075,4.2,4.215,221883,4.214999999999997,4.455864243099842,4.346260282617879,0.1096039604819623,0.16724980110537593
AFMD,2020-06-23,4.18,4.38,3.93,4.38,405179,4.379999999999997,4.444192821084481,4.348759520942481,0.09543330014200002,0.15288650091270076
AFMD,2020-06-22,3.97,4.03,3.91,3.9636,230944,3.963599999999997,4.370255463994561,4.320229186057853,0.05002627793670822,0.13231445631750224
AFMD,2020-06-19,3.6,3.66,3.56,3.63,270807,3.629999999999997,4.256370007995398,4.269101098201716,-0.012731090206318465,0.10330534701273811
AFMD,2020-06-18,3.43,3.62,3.4,3.56,125614,3.559999999999997,4.1492361606114905,4.216575090927515,-0.06733893031602456,0.06917649154698559
AFMD,2020-06-17,3.63,3.75,3.5706,3.62,251621,3.619999999999997,4.067815212825107,4.1723843434514025,-0.10456913062629523,0.034427367112329424
AFMD,2020-06-16,3.43,3.49,3.3573,3.475,222547,3.474999999999997,3.9766128723904752,4.120726243936484,-0.14411337154600856,-0.0012807806193381732
AFMD,2020-06-15,2.99,3.125,2.93,3.1,71679,3.099999999999997,3.841749353561172,4.045116892533781,-0.20336753897260973,-0.041698132289992404
AFMD,2020-06-12,3.11,3.17,3.09,3.13,79937,3.129999999999997,3.7322494530132992,3.9773304560497977,-0.2450810030364985,-0.08237470643929362
AFMD,2020-06-11,3.03,3.1201,2.98,3.12,231363,3.119999999999997,3.638057229472792,3.913824496342405,-0.2757672668696136,-0.12105321852535746
AFMD,2020-06-10,3.32,3.38,3.26,3.29,109822,3.2899999999999965,3.5845099634000546,3.867615274391116,-0.2831053109910617,-0.15346363701849822
AFMD,2020-06-09,3.35,3.42,3.34,3.392,70157,3.391999999999997,3.5548930459538917,3.832384513325108,-0.27749146737121544,-0.17826920308904184
AFMD,2020-06-08,3.6,3.6,3.47,3.5,66456,3.499999999999997,3.546447961960986,3.8077634382639887,-0.2613154763030021,-0.19487845773183401
AFMD,2020-06-05,3.35,3.44,3.27,3.32,162701,3.3199999999999967,3.5116098139669885,3.771632813207397,-0.2600229992404084,-0.2079073660335489
