Symbol,Date,Open,High,Low,Close,Volume,PHX SMA_x,PHX spanTwelveEMA_x,PHX spanTwntySixEMA_x,PHX_x,PHX_y,PHX SMA_y,PHX spanTwelveEMA_y,PHX spanTwntySixEMA_y,PHX_x,PHX_y
PHX,2021-02-08,3.45,3.45,3.3249,3.3799,66737,3.3799,2.9889376649284225,2.8511722086364406,0.1377654562919819,0.12281826293547644,3.3799,2.997318122443596,2.919756305974996,0.07756181646859961,0.12281826293547636
PHX,2021-02-05,3.14,3.21,3.08,3.16,107953,3.16,2.9178536040063165,2.808873985327356,0.10897961867896157,0.11908146459635005,3.16,2.9277577810697037,2.882944810452996,0.044812970616708636,0.11908146459634997
PHX,2021-02-04,2.98,2.99,2.95,2.96,12848,2.96,2.8738269865529205,2.7807839041535445,0.09304308239937598,0.12160692607569724,2.96,2.885531923082377,2.8607803952892352,0.02475152779314227,0.12160692607569729
PHX,2021-02-03,2.76,2.839,2.76,2.8264,3982,2.8264000000000005,2.8581591659261787,2.7664466164858283,0.0917125494403508,0.12874788699477754,2.8264000000000005,2.8719922727337197,2.8528428269123745,0.019149445821344813,0.1287478869947776
PHX,2021-02-02,2.79,2.83,2.73,2.74,15675,2.7400000000000007,2.8639335597309388,2.761650345804695,0.10228321392624418,0.13800672138338435,2.7400000000000007,2.8802817768671227,2.8549582530653645,0.02532352380175817,0.1380067213833844
PHX,2021-02-01,2.8,2.8027,2.71,2.7707,6016,2.7707000000000006,2.8864669342274736,2.763382373469071,0.1230845607584028,0.1469375982476695,2.7707000000000006,2.9057875544793266,2.864154913310593,0.041632641168733116,0.14693759824766955
PHX,2021-01-29,2.92,2.94,2.87,2.94,9053,2.9400000000000013,2.907515467723378,2.7627969633465965,0.14471850437678135,0.15290085761998615,2.9400000000000013,2.930348928021022,2.8716313063754413,0.05871762164558093,0.15290085761998623
PHX,2021-01-28,3.03,3.06,2.917,2.96,37339,2.9600000000000004,2.9016091891276283,2.7486207204143245,0.15298846871330385,0.15494644593078738,2.9600000000000004,2.9285941876612083,2.8661618108854765,0.062432376775731775,0.15494644593078744
PHX,2021-01-27,2.96,3.0,2.85,2.85,14077,2.8500000000000005,2.8909926780599244,2.7317103780474707,0.1592823000124537,0.15543594023515825,2.8500000000000005,2.9228840399632463,2.858654755756315,0.06422928420693141,0.15543594023515833
PHX,2021-01-26,2.83,2.93,2.81,2.93,20050,2.930000000000001,2.8984458922526377,2.7222472082912685,0.17619868396136962,0.15447435029083434,2.930000000000001,2.9361356835929278,2.8593471362168197,0.07678854737610719,0.15447435029083448
PHX,2021-01-25,2.96,2.96,2.81,2.93,12404,2.930000000000001,2.8927087817531167,2.7056269849545687,0.18708179679854764,0.14904326687320066,2.930000000000001,2.9372512624280045,2.853694907114166,0.08355635531383854,0.1490432668732008
PHX,2021-01-22,2.93,2.94,2.81,2.91,90200,2.910000000000001,2.8859285602536833,2.687677143750935,0.1982514165027492,0.1395336343918639,2.910000000000001,2.9385696737785505,2.8475904996832995,0.09097917409525104,0.13953363439186395
PHX,2021-01-21,3.3,3.4186,3.26,3.35,43304,3.3500000000000014,2.8815519348452634,2.66989131525101,0.21166061959425345,0.12485418886414285,3.3500000000000014,2.943764159920105,2.842597739657964,0.10116642026214206,0.12485418886414289
