Symbol,Date,Open,High,Low,Close,Volume,MUFG SMA_x,MUFG spanTwelveEMA_x,MUFG spanTwntySixEMA_x,MUFG_x,MUFG_y,MUFG SMA_y,MUFG spanTwelveEMA_y,MUFG spanTwntySixEMA_y,MUFG_x,MUFG_y
MUFG,2021-01-06,4.54,4.58,4.5280000000000005,4.58,109496,4.579999999999998,4.426462130177515,4.412733196159122,0.013728934018392813,0.002616875122766693,4.579999999999998,4.642832282534449,4.637328755070769,0.005503527463678992,0.0026168751227668356
MUFG,2021-01-05,4.41,4.41,4.39,4.39,50749,4.389999999999999,4.398546153846153,4.3993518518518515,-0.0008056980056974082,-0.00016113960113983694,4.389999999999999,4.654256333904347,4.64191505547643,0.012341278427917324,-0.00016113960113965932
MUFG,2021-01-04,4.43,4.43,4.4,4.4001,143913,4.400099999999999,4.4001,4.4001,0.0,0.0,4.400099999999999,4.7023029400687735,4.662068259914545,0.040234680154229714,0.0
MUFG,2021-02-08,5.0,5.02,4.98,5.01,171792,,,,,,5.01,4.757248929172189,4.683025720707708,0.07422320846447937,
MUFG,2021-02-05,4.84,4.86,4.83,4.83,63006,,,,,,4.83,4.711294189021675,4.656867778364325,0.0544264106573511,
MUFG,2021-02-04,4.86,4.89,4.8,4.85,189490,,,,,,4.85,4.689711314298345,4.643017200633472,0.046694113664873534,
MUFG,2021-02-03,4.75,4.77,4.75,4.758,76459,,,,,,4.758000000000001,4.660567916898043,4.626458576684148,0.034109340213894335,
MUFG,2021-02-02,4.63,4.65,4.62,4.64,108790,,,,,,4.64,4.642852992697686,4.615935262818881,0.02691772987880636,
MUFG,2021-02-01,4.61,4.62,4.57,4.58,105330,,,,,,4.579999999999999,4.6433717186427215,4.614010083844391,0.029361634798329206,
MUFG,2021-01-29,4.57,4.61,4.562,4.59,123658,,,,,,4.589999999999998,4.654893849305033,4.616730890551941,0.03816295875309095,
MUFG,2021-01-28,4.62,4.66,4.62,4.63,115885,,,,,,4.629999999999999,4.666692730996857,4.618869361796096,0.04782336920075991,
MUFG,2021-01-27,4.61,4.63,4.59,4.62,139028,,,,,,4.62,4.6733641366326495,4.617978910739786,0.05538522589286465,
MUFG,2021-01-26,4.66,4.67,4.64,4.665,57014,,,,,,4.665,4.683066706929496,4.6178172235989665,0.06524948333052816,
MUFG,2021-01-25,4.64,4.64,4.5973,4.615,99336,,,,,,4.615000000000001,4.686351562734858,4.614042601486885,0.07230896124797326,
MUFG,2021-01-22,4.68,4.68,4.63,4.67,66822,,,,,,4.67,4.699324574141196,4.613966009605835,0.08535856453536095,
MUFG,2021-01-21,4.74,4.74,4.7,4.705,67171,,,,,,4.705,4.704656314894142,4.6094832903743015,0.09517302451983856,
MUFG,2021-01-20,4.77,4.77,4.74,4.75,61014,,,,,,4.75,4.704593826693076,4.601841953604247,0.10275187308882927,
MUFG,2021-01-19,4.76,4.78,4.75,4.75,175316,,,,,,4.75,4.69633815881909,4.5899893098925855,0.10634884892650387,
MUFG,2021-01-19,4.76,4.78,4.75,4.75,175316,,,,,,4.75,4.686581460422562,4.577188454683993,0.1093930057385677,
MUFG,2021-01-15,4.8,4.84,4.79,4.825,81470,,,,,,4.824999999999998,4.675050816863027,4.563363531058712,0.11168728580431342,
MUFG,2021-01-14,4.89,4.91,4.8648,4.905,300998,,,,,,4.905,4.64778732901994,4.542432613543409,0.10535471547653152,
MUFG,2021-01-13,4.8,4.81,4.7801,4.8,66089,,,,,,4.8,4.601021388841748,4.5134272226268815,0.08759416621486604,
MUFG,2021-01-12,4.78,4.79,4.76,4.775,125579,,,,,,4.775,4.564843459540247,4.490501400437032,0.07434205910321534,
MUFG,2021-01-11,4.68,4.71,4.66,4.7,179246,,,,,,4.699999999999998,4.526633179456656,4.467741512471996,0.0588916669846613,
MUFG,2021-01-08,4.7,4.7,4.67,4.67,101061,,,,,,4.669999999999999,4.495111939357866,4.4491608334697546,0.045951105888111236,
MUFG,2021-01-07,4.67,4.67,4.635,4.666,239486,,,,,,4.665999999999999,4.463314110150205,4.431493700147335,0.031820410002869615,
MUFG,2021-01-06,4.54,4.58,4.5280000000000005,4.58,109496,,,,,,4.579999999999998,4.426462130177515,4.412733196159122,0.013728934018392813,
MUFG,2021-01-05,4.41,4.41,4.39,4.39,50749,,,,,,4.389999999999999,4.398546153846153,4.399351851851852,-0.0008056980056974082,
MUFG,2021-01-04,4.43,4.43,4.4,4.4001,143913,,,,,,4.400099999999999,4.4001,4.4001,0.0,
