Symbol,Date,Open,High,Low,Close,Volume,MUFG SMA_x,MUFG spanTwelveEMA_x,MUFG spanTwntySixEMA_x,MUFG_x,MUFG_y,MUFG SMA_y,MUFG spanTwelveEMA_y,MUFG spanTwntySixEMA_y,MUFG_x,MUFG_y
MUFG,2021-02-08,5.0,5.02,4.98,5.01,171792,5.01,4.757248929172189,4.683025720707708,0.07422320846447937,0.05384687832479003,5.01,4.761889079027387,4.721277777174112,0.04061130185327588,0.053846878324790015
MUFG,2021-02-05,4.84,4.86,4.83,4.83,63006,4.83,4.711294189021675,4.656867778364325,0.0544264106573511,0.048752795789867465,4.83,4.7167780024869135,4.69817999934804,0.01859800313887217,0.04875279578986745
MUFG,2021-02-04,4.86,4.89,4.8,4.85,189490,4.85,4.689711314298345,4.643017200633472,0.04669411366487354,0.04733439207299678,4.85,4.696192184757259,4.687634399295884,0.008557785461376533,0.04733439207299675
MUFG,2021-02-03,4.75,4.77,4.75,4.758,76459,4.758000000000001,4.660567916898043,4.626458576684148,0.034109340213894335,0.047494461675027806,4.758000000000001,4.668227127440399,4.674645151239553,-0.00641802379915557,0.04749446167502778
MUFG,2021-02-02,4.63,4.65,4.62,4.64,108790,4.64,4.642852992697686,4.615935262818881,0.02691772987880636,0.050840742040310936,4.64,4.651904786975017,4.667976763338719,-0.016071976363702056,0.05084074204031091
MUFG,2021-02-01,4.61,4.62,4.57,4.58,105330,4.579999999999999,4.6433717186427215,4.614010083844391,0.029361634798329206,0.05682149508068731,4.579999999999999,4.654069293697749,4.6702149044058165,-0.01614561070806797,0.05682149508068727
MUFG,2021-01-29,4.57,4.61,4.562,4.59,123658,4.589999999999998,4.654893849305033,4.616730890551941,0.03816295875309095,0.06368646015127663,4.589999999999998,4.6675364380064295,4.677432096758281,-0.0098956587518515,0.06368646015127656
MUFG,2021-01-28,4.62,4.66,4.62,4.63,115885,4.629999999999999,4.666692730996857,4.618869361796096,0.04782336920075991,0.07006733550082281,4.629999999999999,4.681633972189417,4.684426664498943,-0.002792692309526501,0.07006733550082274
MUFG,2021-01-27,4.61,4.63,4.59,4.62,139028,4.62,4.6733641366326495,4.617978910739786,0.05538522589286465,0.0756283270758383,4.62,4.691021967132947,4.6887807976588585,0.0022411694740878123,0.07562832707583822
MUFG,2021-01-26,4.66,4.67,4.64,4.665,57014,4.665,4.683066706929496,4.617817223598967,0.06524948333052816,0.08068910237158193,4.665,4.7039350520662095,4.694283261471568,0.009651790594642941,0.08068910237158183
MUFG,2021-01-25,4.64,4.64,4.5973,4.615,99336,4.615000000000001,4.686351562734858,4.614042601486885,0.07230896124797326,0.08454900713184513,4.615000000000001,4.7110141524418845,4.696625922389293,0.014388230052592375,0.08454900713184524
MUFG,2021-01-22,4.68,4.68,4.63,4.67,66822,4.67,4.699324574141196,4.613966009605835,0.08535856453536095,0.08760901860281309,4.67,4.728471271067684,4.703155996180437,0.025315274887247163,0.08760901860281323
MUFG,2021-01-21,4.74,4.74,4.7,4.705,67171,4.705,4.704656314894142,4.6094832903743015,0.09517302451983856,0.08817163211967613,4.705,4.739102411261807,4.705808475874871,0.03329393538693548,0.0881716321196763
MUFG,2021-01-20,4.77,4.77,4.74,4.75,61014,4.75,4.704593826693076,4.601841953604247,0.10275187308882927,0.08642128401963507,4.75,4.7453028496730445,4.705873153944862,0.03942969572818367,0.08642128401963528
MUFG,2021-01-19,4.76,4.78,4.75,4.75,175316,4.75,4.69633815881909,4.5899893098925855,0.10634884892650387,0.08233863675233674,4.75,4.744448822340871,4.702343006260451,0.0421058160804213,0.08233863675233699
MUFG,2021-01-19,4.76,4.78,4.75,4.75,175316,4.75,4.686581460422562,4.577188454683993,0.1093930057385677,0.07633608370879473,4.75,4.743439517311939,4.6985304467612865,0.04490907055065296,0.07633608370879504
MUFG,2021-01-15,4.8,4.84,4.79,4.825,81470,4.824999999999998,4.6750508168630285,4.563363531058712,0.11168728580431342,0.06807185320135126,4.824999999999998,4.742246702277746,4.6944128825021885,0.04783381977555745,0.06807185320135165
MUFG,2021-01-14,4.89,4.91,4.8648,4.905,300998,4.905,4.64778732901994,4.542432613543409,0.10535471547653152,0.0571679950506105,4.905,4.727200648146427,4.683965913102363,0.04323473504406383,0.057167995050610536
MUFG,2021-01-13,4.8,4.81,4.7801,4.8,66089,4.8,4.601021388841748,4.5134272226268815,0.08759416621486604,0.045121314944130235,4.8,4.694873493263959,4.666283186150552,0.028590307113407043,0.045121314944130284
MUFG,2021-01-12,4.78,4.79,4.76,4.775,125579,4.775,4.564843459540247,4.490501400437032,0.07434205910321534,0.03450310212644606,4.775,4.675759582948315,4.655585841042597,0.020173741905717968,0.034503102126446125
MUFG,2021-01-11,4.68,4.71,4.66,4.7,179246,4.699999999999998,4.526633179456656,4.467741512471996,0.0588916669846613,0.02454336288225374,4.699999999999998,4.6577158707571,4.646032708326005,0.011683162431094908,0.024543362882253818
MUFG,2021-01-08,4.7,4.7,4.67,4.67,101061,4.669999999999999,4.495111939357866,4.4491608334697546,0.045951105888111236,0.015956286856652072,4.669999999999999,4.650027847258391,4.641715324992085,0.008312522266305855,0.015956286856652162
MUFG,2021-01-07,4.67,4.67,4.635,4.666,239486,4.665999999999999,4.463314110150205,4.431493700147335,0.031820410002869615,0.00845758209878728,4.665999999999999,4.6463965467599175,4.639452550991453,0.006943995768464717,0.008457582098787391
