Symbol,Date,Open,High,Low,Close,Volume,ADMP SMA_x,ADMP spanTwelveEMA_x,ADMP spanTwntySixEMA_x,ADMP_x,ADMP_y,ADMP SMA_y,ADMP spanTwelveEMA_y,ADMP spanTwntySixEMA_y,ADMP_x,ADMP_y
ADMP,2021-01-15,0.81,0.8372,0.7902,0.83,2366080,0.829999999999999,0.6864513698760134,0.6094246115610614,0.07702675831495198,0.04693645292744527,0.829999999999999,0.8190278064545671,0.8736023262232985,-0.0545745197687314,0.04693645292744527
ADMP,2021-01-14,0.78,0.84,0.76,0.8226,4217157,0.822599999999999,0.6603516189443795,0.5917785804859463,0.06857303845843321,0.039413876580568594,0.822599999999999,0.8170328621735793,0.8770905123211623,-0.060057650147583026,0.039413876580568594
ADMP,2021-01-13,0.74,0.7698,0.74,0.750742,1025269,0.7507419999999989,0.6308519132979031,0.5733128669248221,0.05753904637308105,0.032124086111102436,0.7507419999999989,0.8160206552960483,0.8814497533068554,-0.0654290980108071,0.03212408611110244
ADMP,2021-01-12,0.7140000000000001,0.7140000000000001,0.691,0.7069,606819,0.706899999999999,0.6090537157157037,0.5591185362788078,0.04993517943689585,0.025770346045607788,0.706899999999999,0.8278895017135115,0.8919063735714038,-0.06401687185789229,0.025770346045607788
ADMP,2021-01-11,0.69,0.7168,0.6829999999999999,0.7026,1019963,0.7025999999999991,0.5912634822094679,0.5472960191811125,0.043967463028355414,0.019729137697785767,0.7025999999999991,0.84988759293415,0.906706883457116,-0.056819290522966186,0.019729137697785767
ADMP,2021-01-08,0.7047,0.7188,0.6799,0.6915,1025114,0.691499999999999,0.5710204789748258,0.5348717007156015,0.03614877825922425,0.013669556365143358,0.691499999999999,0.8766671552858135,0.9230354341336854,-0.04636827884787187,0.013669556365143358
ADMP,2021-01-07,0.6825,0.75,0.6825,0.7155,4425763,0.7154999999999991,0.5491151115157032,0.5223414367728497,0.026773674742853533,0.008049750891623134,0.7154999999999991,0.9103339107923252,0.9415582688643802,-0.03122435807205515,0.008049750891623134
ADMP,2021-01-06,0.6024,0.6185,0.583,0.5861,808913,0.5860999999999992,0.5188633136094675,0.5068887517146776,0.011974561894789848,0.0033687699288155364,0.5860999999999992,0.9457582582091114,0.9596429303735304,-0.013884672164419132,0.0033687699288155364
ADMP,2021-01-05,0.55,0.5870000000000001,0.54465,0.5712,1708783,0.5711999999999994,0.5066384615384616,0.5005518518518518,0.00608660968660979,0.001217321937321958,0.5711999999999994,1.0111506687925862,0.989526364803413,0.021624303989173144,0.001217321937321958
ADMP,2021-01-04,0.495,0.4989,0.4861,0.4949,320960,0.4948999999999994,0.4949,0.4949,0.0,0.0,0.4948999999999994,1.0911416994821472,1.022992473987686,0.06814922549446112,0.0
ADMP,2021-02-08,1.3,1.33,1.28,1.31,4142830,,,,,,1.3099999999999996,1.199549281206174,1.0652398719067009,0.134309409299473,
ADMP,2021-02-05,1.17,1.18,1.15,1.1501,1580392,,,,,,1.1500999999999997,1.1794673323345692,1.0456590616592372,0.13380827067533207,
ADMP,2021-02-04,1.14,1.16,1.1381,1.15,2558850,,,,,,1.1499999999999997,1.184806847304491,1.037303786591976,0.14750306071251496,
ADMP,2021-02-03,1.12,1.14,1.1,1.13,2204820,,,,,,1.1299999999999994,1.1911353649962166,1.028288089519334,0.1628472754768826,
ADMP,2021-02-02,1.12,1.12,1.06,1.0701,1821944,,,,,,1.0700999999999996,1.2022508859046197,1.0201511366808809,0.18209974922373884,
ADMP,2021-02-01,1.17,1.18,1.1,1.1,2201396,,,,,,1.0999999999999996,1.2262783197054596,1.0161552276153514,0.21012309209010827,
ADMP,2021-01-29,1.14,1.18,1.13,1.1701,6248565,,,,,,1.1700999999999993,1.2492380141973614,1.0094476458245794,0.23979036837278198,
ADMP,2021-01-28,1.4011,1.6,1.37,1.5354,3540020,,,,,,1.5353999999999994,1.263626744051427,0.9965954574905456,0.2670312865608814,
ADMP,2021-01-27,1.43,1.43,1.25,1.3189,4820287,,,,,,1.3188999999999993,1.21421342478805,0.9534910940897892,0.2607223306982608,
ADMP,2021-01-26,1.74,1.8,1.68,1.6889,3748567,,,,,,1.6888999999999996,1.1951795020222409,0.9242583816169724,0.2709211204052687,
ADMP,2021-01-25,1.73,1.75,1.59,1.5943,3793114,,,,,,1.5942999999999998,1.1054121387535576,0.8630870521463302,0.2423250866072274,
ADMP,2021-01-22,2.33,2.34,1.87,1.915,55063467,,,,,,1.915,1.01652343670875,0.8045900163180366,0.21193342039071328,
ADMP,2021-01-21,1.18,1.23,1.1,1.1311,13148186,,,,,,1.1310999999999996,0.8531640615648861,0.7157572176234797,0.13740684394140645,
ADMP,2021-01-20,1.028,1.34,0.9806,1.3189,27785714,,,,,,1.3188999999999993,0.8026302545766836,0.6825297950333579,0.1201004595433256,
ADMP,2021-01-19,0.8,0.8,0.7506,0.765007,1136551,,,,,,0.7650069999999991,0.7087630281360806,0.6316201786360266,0.07714284950005401,
ADMP,2021-01-19,0.8,0.8,0.7506,0.765007,1136551,,,,,,0.7650069999999991,0.6985368514335498,0.6209492329269087,0.07758761850664109,
ADMP,2021-01-15,0.81,0.8372,0.7902,0.83,2366080,,,,,,0.829999999999999,0.6864513698760134,0.6094246115610614,0.07702675831495198,
ADMP,2021-01-14,0.78,0.84,0.76,0.8226,4217157,,,,,,0.822599999999999,0.6603516189443795,0.5917785804859463,0.06857303845843321,
ADMP,2021-01-13,0.74,0.7698,0.74,0.750742,1025269,,,,,,0.7507419999999989,0.6308519132979031,0.5733128669248221,0.05753904637308105,
ADMP,2021-01-12,0.7140000000000001,0.7140000000000001,0.691,0.7069,606819,,,,,,0.706899999999999,0.6090537157157037,0.5591185362788078,0.04993517943689585,
ADMP,2021-01-11,0.69,0.7168,0.6829999999999999,0.7026,1019963,,,,,,0.7025999999999991,0.5912634822094679,0.5472960191811125,0.04396746302835541,
ADMP,2021-01-08,0.7047,0.7188,0.6799,0.6915,1025114,,,,,,0.691499999999999,0.5710204789748258,0.5348717007156015,0.03614877825922425,
ADMP,2021-01-07,0.6825,0.75,0.6825,0.7155,4425763,,,,,,0.7154999999999991,0.5491151115157032,0.5223414367728497,0.02677367474285353,
ADMP,2021-01-06,0.6024,0.6185,0.583,0.5861,808913,,,,,,0.5860999999999992,0.5188633136094675,0.5068887517146776,0.011974561894789848,
ADMP,2021-01-05,0.55,0.5870000000000001,0.54465,0.5712,1708783,,,,,,0.5711999999999994,0.5066384615384616,0.5005518518518518,0.00608660968660979,
ADMP,2021-01-04,0.495,0.4989,0.4861,0.4949,320960,,,,,,0.4948999999999994,0.4949,0.4949,0.0,
