Symbol,Date,Open,High,Low,Close,Volume,ADMP SMA_x,ADMP spanTwelveEMA_x,ADMP spanTwntySixEMA_x,ADMP_x,ADMP_y,ADMP SMA_y,ADMP spanTwelveEMA_y,ADMP spanTwntySixEMA_y,ADMP_x,ADMP_y
ADMP,2021-02-08,1.3,1.33,1.28,1.31,4142830,1.31,1.199549281206174,1.0652398719067009,0.134309409299473,0.16690787228852622,1.31,1.2087042246851736,1.14235082855866,0.0663533961265137,0.16690787228852622
ADMP,2021-02-05,1.17,1.18,1.15,1.1501,1580392,1.1500999999999997,1.1794673323345692,1.0456590616592372,0.13380827067533207,0.17505748803578947,1.1500999999999997,1.1902868109915687,1.1289388948433527,0.061347916148216,0.17505748803578947
ADMP,2021-02-04,1.14,1.16,1.1381,1.15,2558850,1.1499999999999997,1.184806847304491,1.037303786591976,0.14750306071251496,0.18536979237590376,1.1499999999999997,1.1975935038991268,1.1272460064308212,0.0703474974683056,0.18536979237590379
ADMP,2021-02-03,1.12,1.14,1.1,1.13,2204820,1.1299999999999994,1.1911353649962166,1.028288089519334,0.1628472754768826,0.19483647529175094,1.1299999999999994,1.2062468682444225,1.1254256869452868,0.08082118129913574,0.19483647529175097
ADMP,2021-02-02,1.12,1.12,1.06,1.0701,1821944,1.0700999999999996,1.2022508859046197,1.0201511366808809,0.18209974922373884,0.20283377524546808,1.0700999999999996,1.220109935197954,1.1250597419009098,0.09505019329704424,0.20283377524546803
ADMP,2021-02-01,1.17,1.18,1.1,1.1,2201396,1.0999999999999996,1.2262783197054596,1.0161552276153514,0.21012309209010827,0.20801728175090028,1.0999999999999996,1.2473844688703093,1.1294565212529828,0.1179279476173265,0.20801728175090028
ADMP,2021-01-29,1.14,1.18,1.13,1.1701,6248565,1.1700999999999993,1.2492380141973614,1.0094476458245794,0.239790368372782,0.20749082916609826,1.1700999999999993,1.2741816450285472,1.1318130429532214,0.14236860207532587,0.20749082916609826
ADMP,2021-01-28,1.4011,1.6,1.37,1.5354,3540020,1.5353999999999994,1.263626744051427,0.9965954574905456,0.2670312865608814,0.1994159443644273,1.5353999999999994,1.293105580488283,1.128750086389479,0.1643554940988039,0.1994159443644273
ADMP,2021-01-27,1.43,1.43,1.25,1.3189,4820287,1.3188999999999993,1.21421342478805,0.9534910940897892,0.2607223306982608,0.1825121088153137,1.3188999999999993,1.249052049667971,1.0962180933006374,0.15283395636733332,0.18251210881531377
ADMP,2021-01-26,1.74,1.8,1.68,1.6889,3748567,1.6888999999999996,1.1951795020222409,0.9242583816169724,0.2709211204052687,0.162959553344577,1.6888999999999996,1.2363524223348743,1.0784035407646884,0.15794888157018616,0.16295955334457699
ADMP,2021-01-25,1.73,1.75,1.59,1.5943,3793114,1.5942999999999998,1.1054121387535576,0.8630870521463302,0.2423250866072274,0.13596916157940409,1.5942999999999998,1.154071044577579,1.0295638240258635,0.12450722055171548,0.13596916157940409
ADMP,2021-01-22,2.33,2.34,1.87,1.915,55063467,1.915,1.01652343670875,0.8045900163180366,0.21193342039071328,0.10938018032244824,1.915,1.074029416318957,0.9843849299479326,0.0896444863710244,0.10938018032244823
ADMP,2021-01-21,1.18,1.23,1.1,1.1311,13148186,1.1310999999999996,0.8531640615648861,0.7157572176234797,0.13740684394140645,0.08374187030538198,1.1310999999999996,0.9211256738314946,0.9099357243437672,0.011189949487727445,0.08374187030538197
ADMP,2021-01-20,1.028,1.34,0.9806,1.3189,27785714,1.3188999999999993,0.8026302545766836,0.6825297950333579,0.1201004595433256,0.07032562689637584,1.3188999999999993,0.8829485236190391,0.8922425822912685,-0.009294058672229431,0.07032562689637584
ADMP,2021-01-19,0.8,0.8,0.7506,0.765007,1136551,0.7650069999999991,0.7087630281360806,0.6316201786360266,0.07714284950005401,0.05788191873463836,0.7650069999999991,0.8036846188225006,0.85810998887457,-0.054425370052069384,0.057881918734638355
ADMP,2021-01-19,0.8,0.8,0.7506,0.765007,1136551,0.7650069999999991,0.6985368514335498,0.6209492329269087,0.07758761850664109,0.05306668604328443,0.7650069999999991,0.8107169131538644,0.8655582279845356,-0.05484131483067123,0.05306668604328443
