Symbol,Date,Open,High,Low,Close,Volume,SNCA SMA_x,SNCA spanTwelveEMA_x,SNCA spanTwntySixEMA_x,SNCA_x,SNCA_y,SNCA SMA_y,SNCA spanTwelveEMA_y,SNCA spanTwntySixEMA_y,SNCA_x,SNCA_y
SNCA,2021-02-08,1.55,1.6,1.51,1.5586,750582,1.5586,1.447255605655016,1.3430551715531451,0.1042004341018712,0.1135256767629508,1.5586,1.454428021780078,1.403605980677778,0.05082204110229993,0.11352567676295075
SNCA,2021-02-05,1.46,1.47,1.43,1.4403,76423,1.4403,1.427011170319564,1.3258115852773962,0.10119958504216786,0.1158569874282207,1.4403,1.4354876621037285,1.391206459132,0.04428120297172833,0.11585698742822069
SNCA,2021-02-04,1.5,1.5081,1.4,1.45,198426,1.45,1.424595019468576,1.316652512099588,0.10794250736898793,0.11952133802473393,1.45,1.4346126915771338,1.3872789758625599,0.04733371571457368,0.1195213380247339
SNCA,2021-02-03,1.53,1.56,1.48,1.5115,222545,1.5115,1.4199759320992258,1.305984713067555,0.11399121903167098,0.1224160456886704,1.5115,1.4318149991366125,1.3822612939315648,0.04955370520504765,0.1224160456886704
SNCA,2021-02-02,1.41,1.43,1.38,1.4,121569,1.4,1.4033351924809034,1.2895434901129594,0.113791702367944,0.12452225235292033,1.4,1.417326817161451,1.37192219744609,0.045404619715361035,0.1245222523529203
SNCA,2021-02-01,1.47,1.48,1.38,1.41,309941,1.41,1.4039415911137951,1.2807069693219963,0.12323462179179855,0.1272048898491644,1.41,1.420477147554442,1.3696759732417774,0.05080117431266462,0.12720488984916437
SNCA,2021-01-29,1.53,1.5479,1.47,1.5,324986,1.5000000000000002,1.402840062225394,1.2703635268677562,0.1324765353576378,0.1281974568635058,1.5000000000000002,1.422382083473431,1.3664500511011195,0.05593203237231159,0.12819745686350575
SNCA,2021-01-28,1.46,1.48,1.45,1.4539,453580,1.4539,1.3851746189936474,1.2519926090171771,0.13318200997647067,0.1271276872399728,1.4539,1.4082697350140552,1.3557660551892092,0.05250367982484594,0.12712768723997273
SNCA,2021-01-27,1.35,1.41,1.3,1.37,421254,1.37,1.3726790951743104,1.2358400177385511,0.13683907743575974,0.12561410655584834,1.37,1.3999733231984288,1.3479153396043455,0.05205798359408309,0.12561410655584834
SNCA,2021-01-26,1.65,1.65,1.52,1.61,526437,1.6100000000000003,1.3731662033878214,1.2251072191576349,0.1480589842301867,0.12280786383587056,1.6100000000000003,1.4054230183254155,1.3461485667726931,0.05927445155272236,0.12280786383587058
