Symbol,Date,Open,High,Low,Close,Volume,CHW SMA_x,CHW spanTwelveEMA_x,CHW spanTwntySixEMA_x,CHW_x,CHW_y,CHW SMA_y,CHW spanTwelveEMA_y,CHW spanTwntySixEMA_y,CHW_x,CHW_y
CHW,2021-01-06,9.32,9.4,9.3,9.384,33092,9.383999999999997,9.51860355029586,9.539418381344307,-0.020814831048447502,-0.005566954813677968,9.383999999999997,9.68433257854319,9.692205685432526,-0.007873106889336512,-0.005566954813677968
CHW,2021-01-05,9.31,9.45,9.3,9.45,26340,9.449999999999996,9.543076923076924,9.551851851851852,-0.008774928774927915,-0.001754985754985583,9.449999999999996,9.73893850191468,9.716862140267127,0.022076361647551224,-0.001754985754985583
CHW,2021-01-04,9.62,9.645,9.51,9.56,27790,9.56,9.56,9.56,0.0,0.0,9.56,9.791472774990076,9.7382111114885,0.05326166350157635,0.0
CHW,2021-02-08,9.99,10.08,9.9621,10.0,32883,,,,,,9.999999999999998,9.83355873407918,9.75246800040758,0.08109073367160136,
CHW,2021-02-05,10.05,10.1035,9.99,10.05,17222,,,,,,10.049999999999997,9.803296685729944,9.732665440440185,0.07063124528975527,
CHW,2021-02-04,9.9,9.9126,9.89,9.89,9009,,,,,,9.889999999999997,9.75844153768084,9.7072786756754,0.05116286200543918,
CHW,2021-02-03,9.83,9.89,9.83,9.88,21933,,,,,,9.879999999999997,9.734521817259171,9.692660969729431,0.0418608475297404,
CHW,2021-02-02,9.77,9.81,9.77,9.81,11994,,,,,,9.809999999999997,9.708071238579024,9.677673847307787,0.030397391271236533,
CHW,2021-02-01,9.61,9.64,9.55,9.61,18293,,,,,,9.609999999999994,9.689538736502481,9.66708775509241,0.022450981410070625,
CHW,2021-01-29,9.65,9.66,9.52,9.53,32836,,,,,,9.529999999999994,9.704000324957477,9.671654775499805,0.032345549457675205,
CHW,2021-01-28,9.69,9.72,9.6,9.68,6614,,,,,,9.679999999999994,9.73563674767702,9.682987157539788,0.05264959013723214,
CHW,2021-01-27,9.65,9.7,9.22,9.575,74992,,,,,,9.574999999999996,9.74575251998193,9.683226130142971,0.06252638983896297,
CHW,2021-01-26,9.84,9.863,9.8237,9.85,14212,,,,,,9.849999999999998,9.776798432705922,9.691884220554408,0.08491421215151362,
CHW,2021-01-25,9.85,9.88,9.8,9.88,31662,,,,,,9.879999999999997,9.763489056834274,9.679234958198762,0.08425409863551002,
CHW,2021-01-22,9.86,9.86,9.78,9.78,16318,,,,,,9.779999999999996,9.74230524898596,9.663173754854663,0.07913149413129618,
CHW,2021-01-21,9.92,9.95,9.91,9.93,15328,,,,,,9.929999999999994,9.735451657892497,9.653827655243036,0.08162400264946079,
CHW,2021-01-20,9.96,10.04,9.959,9.9927,26727,,,,,,9.992699999999992,9.70007923205477,9.63173386766248,0.06834536439229133,
CHW,2021-01-19,9.72,9.7691,9.7,9.7496,33232,,,,,,9.749599999999994,9.64687545606473,9.602856577075476,0.04401887898925239,
CHW,2021-01-19,9.72,9.7691,9.7,9.7496,33232,,,,,,9.749599999999996,9.628198266258321,9.591117103241515,0.0370811630168042,
CHW,2021-01-15,9.71,9.7404,9.7,9.71,31340,,,,,,9.709999999999997,9.606125223759832,9.578438471500835,0.02768675225899564,
CHW,2021-01-14,9.62,9.68,9.6,9.669,21682,,,,,,9.668999999999997,9.587238900807073,9.567913549220904,0.01932535158616844,
CHW,2021-01-13,9.68,9.73,9.62,9.72,39201,,,,,,9.719999999999997,9.57237324640836,9.559826633158577,0.012546613249783787,
CHW,2021-01-12,9.64,9.6894,9.6223,9.63,18544,,,,,,9.629999999999994,9.545532018482604,9.54701276381126,-0.0014807453286547199,
CHW,2021-01-11,9.51,9.6,9.45,9.58,66135,,,,,,9.579999999999991,9.53017420366126,9.54037378491616,-0.010199581254900279,
CHW,2021-01-08,9.57,9.6227,9.57,9.6,15213,,,,,,9.599999999999993,9.521114967963307,9.537203687709454,-0.01608871974614523,
CHW,2021-01-07,9.39,9.49,9.39,9.4417,25092,,,,,,9.441699999999992,9.506772234865727,9.53217998272621,-0.025407747860482388,
CHW,2021-01-06,9.32,9.4,9.3,9.384,33092,,,,,,9.38399999999999,9.51860355029586,9.539418381344307,-0.020814831048447502,
CHW,2021-01-05,9.31,9.45,9.3,9.45,26340,,,,,,9.449999999999989,9.543076923076924,9.551851851851852,-0.008774928774927915,
CHW,2021-01-04,9.62,9.645,9.51,9.56,27790,,,,,,9.559999999999992,9.56,9.56,0.0,
