Symbol,Date,Open,High,Low,Close,Volume,LTRX SMA_x,LTRX spanTwelveEMA_x,LTRX spanTwntySixEMA_x,LTRX_x,LTRX_y,LTRX SMA_y,LTRX spanTwelveEMA_y,LTRX spanTwntySixEMA_y,LTRX_x,LTRX_y
LTRX,2021-02-08,4.79,4.91,4.79,4.905,44732,4.905,4.687104104056144,4.647809637271385,0.039294466784758335,0.02315484095837429,4.905,4.689275153780518,4.665089725662169,0.024185428118350668,0.02315484095837419
LTRX,2021-02-05,4.77,4.79,4.7501,4.77,14435,4.7700000000000005,4.647486668429988,4.627234408253097,0.020252260176891745,0.01911993450177805,4.7700000000000005,4.650052454467885,4.645896903715141,0.004155550752743764,0.019119934501777926
LTRX,2021-02-04,4.59,4.69,4.57,4.69,16780,4.690000000000001,4.62521151723544,4.615813160913343,0.009398356322097179,0.018836853082999847,4.690000000000001,4.6282438098256815,4.635968656012353,-0.007724846186670575,0.018836853082999695
LTRX,2021-02-03,4.4,4.61,4.4,4.6,45033,4.6000000000000005,4.61343179309643,4.60987821378641,0.00355357931001965,0.02119647727322552,4.6000000000000005,4.6170154116121696,4.63164614849334,-0.01463073688117067,0.021196477273225323
LTRX,2021-02-02,4.57,4.6,4.53,4.59,12743,4.590000000000002,4.61587393729578,4.610668470889324,0.005205466406457582,0.025607201764026977,4.590000000000002,4.620109122814383,4.634177840372809,-0.014068717558425092,0.025607201764026737
LTRX,2021-02-01,4.5,4.5999,4.4601,4.54,45215,4.540000000000003,4.620578289531377,4.612321948560469,0.008256340970907772,0.03070763560341955,4.540000000000003,4.625583508780633,4.637712067602632,-0.012128558821998148,0.03070763560341947
LTRX,2021-01-29,4.48,4.62,4.48,4.55,17929,4.550000000000003,4.635228887627991,4.618107704445307,0.01712118318268452,0.036320459261547484,4.550000000000003,4.641144146740749,4.645529033010844,-0.00438488627009459,0.036320459261547394
LTRX,2021-01-28,4.5,4.66,4.45,4.49,5245,4.490000000000003,4.650725049014898,4.623556320800931,0.027168728213966983,0.04112027828126323,4.490000000000003,4.657715809784522,4.653171355651711,0.004544454132810571,0.04112027828126311
LTRX,2021-01-27,4.56,4.56,4.465,4.54,27137,4.540000000000003,4.679947785199426,4.634240826465006,0.04570695873441988,0.04460816579808729,4.540000000000003,4.688209593381707,4.6662250641038465,0.021984529277859544,0.04460816579808714
LTRX,2021-01-26,4.86,4.88,4.8294,4.83,3558,4.830000000000003,4.705392837053867,4.641780092582208,0.06361274447166032,0.044333467564004136,4.830000000000003,4.715156792178381,4.676323069232156,0.038833722946225,0.044333467564003956
LTRX,2021-01-25,4.74,4.855,4.74,4.81,27673,4.810000000000001,4.68273698924548,4.626722499988783,0.05601448925669672,0.03951364833709031,4.810000000000001,4.694276208938087,4.664028914770729,0.030247294167358163,0.03951364833709031
LTRX,2021-01-22,4.75,4.8,4.67,4.6901,12403,4.690100000000005,4.659598260017385,4.612060299987887,0.04753796002949962,0.03538843810718848,4.690100000000005,4.673235519654104,4.652351227952387,0.0208842917017158,0.03538843810718849
LTRX,2021-01-21,4.89,4.89,4.75,4.7501,14089,4.750100000000004,4.654052489111455,4.605817123986917,0.04823536512453863,0.03235105762661092,4.750100000000004,4.670169250500303,4.6493313261885785,0.02083792431172426,0.032351057626610925
LTRX,2021-01-20,4.8,4.88,4.8,4.87,105099,4.8700000000000045,4.636589305313539,4.5942744939058695,0.04231481140766924,0.02837998075212898,4.8700000000000045,4.655636386954904,4.6412698322836645,0.014366554671238596,0.028379980752128997
LTRX,2021-01-19,4.52,4.6,4.52,4.565,22417,4.565000000000006,4.594150997188727,4.5722164534183385,0.021934543770387727,0.02489627308824392,4.565000000000006,4.6166611845830685,4.622971418866358,-0.0063102342832905825,0.024896273088243933
LTRX,2021-01-19,4.52,4.6,4.52,4.565,22417,4.565000000000006,4.599451178495769,4.572793769691806,0.026657408803961502,0.02563670541770774,4.565000000000006,4.626054127234534,4.6276091323756665,-0.0015550051411326038,0.02563670541770776
LTRX,2021-01-15,4.56,4.63,4.56,4.605,6438,4.605000000000005,4.605715029131361,4.573417271267151,0.03229775786421118,0.02538152957114408,4.605000000000005,4.637154877640812,4.63261786296572,0.004537014675092266,0.025381529571144097
LTRX,2021-01-14,4.57,4.6389,4.55,4.56,10150,4.560000000000004,4.605845034427972,4.570890652968521,0.034954381459450616,0.023652472497877518,4.560000000000004,4.643001219030051,4.634827292002979,0.008173927027073091,0.023652472497877546
LTRX,2021-01-13,4.72,4.75,4.7,4.7,2359,4.7000000000000055,4.614180495233058,4.571761905206004,0.04241859002705528,0.02082699525748424,4.7000000000000055,4.658092349762788,4.640813475363216,0.017278874399571542,0.020826995257484278
LTRX,2021-01-12,4.75,4.76,4.7,4.7,6462,4.7000000000000055,4.598576948911797,4.561502857622483,0.037074091289312605,0.015429096565091697,4.7000000000000055,4.650472776992387,4.636078553392273,0.014394223600112,0.015429096565091747
LTRX,2021-01-11,4.74,4.74,4.6,4.65,13641,4.650000000000005,4.5801363941684885,4.550423086232283,0.02971330793620375,0.010017847884036249,4.650000000000005,4.641467827354637,4.630964837663655,0.0105029896909814,0.01001784788403631
LTRX,2021-01-08,4.74,4.76,4.68,4.7,12044,4.700000000000005,4.567433920380939,4.5424569331308655,0.02497698725007336,0.005093982870994147,4.700000000000005,4.6399165232372965,4.629442024676748,0.010474498560549605,0.005093982870994005
LTRX,2021-01-07,4.7,4.77,4.6601,4.7439,15725,4.7439000000000044,4.543330996813837,4.529853487781336,0.013477509032502331,0.00012323177622434404,4.7439000000000044,4.628992254734988,4.623797386650888,0.0051948680841000785,0.00012323177622416623
LTRX,2021-01-06,4.55,4.74,4.55,4.57,20129,4.570000000000004,4.506863905325443,4.512729766803841,-0.005865861478397072,-0.003215337537844932,4.570000000000004,4.608099937414076,4.614189177582959,-0.0060892401688823474,-0.0032153375378449313
LTRX,2021-01-05,4.26,4.37,4.26,4.36,15106,4.360000000000003,4.495384615384615,4.508148148148148,-0.01276353276353337,-0.002552706552706674,4.360000000000003,4.615027198762091,4.617724311789595,-0.0026971130275041943,-0.002552706552706674
LTRX,2021-01-04,4.45,4.54,4.45,4.52,7260,4.520000000000001,4.52,4.52,0.0,0.0,4.520000000000001,4.661395780355198,4.638342256732763,0.023053523622435183,0.0
LTRX,2021-02-08,4.79,4.91,4.79,4.905,44732,,,,,,4.905000000000003,4.687104104056144,4.647809637271385,0.039294466784758335,
LTRX,2021-02-05,4.77,4.79,4.7501,4.77,14435,,,,,,4.770000000000001,4.647486668429988,4.627234408253097,0.020252260176891745,
LTRX,2021-02-04,4.59,4.69,4.57,4.69,16780,,,,,,4.690000000000003,4.62521151723544,4.615813160913343,0.009398356322097179,
LTRX,2021-02-03,4.4,4.61,4.4,4.6,45033,,,,,,4.600000000000001,4.61343179309643,4.60987821378641,0.00355357931001965,
LTRX,2021-02-02,4.57,4.6,4.53,4.59,12743,,,,,,4.590000000000002,4.61587393729578,4.6106684708893235,0.005205466406457582,
LTRX,2021-02-01,4.5,4.5999,4.4601,4.54,45215,,,,,,4.540000000000003,4.620578289531377,4.612321948560469,0.008256340970907772,
