Symbol,Date,Open,High,Low,Close,Volume,NEOS SMA_x,NEOS spanTwelveEMA_x,NEOS spanTwntySixEMA_x,NEOS_x,NEOS_y,NEOS SMA_y,NEOS spanTwelveEMA_y,NEOS spanTwntySixEMA_y,NEOS_x,NEOS_y
NEOS,2021-02-08,0.9345,0.94,0.9,0.919,1042024,0.919,0.8474043345990283,0.8007339827218198,0.04667035187720836,0.04625557865711637,0.919,0.8503458247018871,0.8250343342020922,0.025311490499794972,0.04625557865711637
NEOS,2021-02-05,0.8959999999999999,0.9,0.8711,0.875549,335366,0.8755489999999999,0.8343869408897606,0.7912727013395655,0.04311423955019511,0.04615188535209333,0.8755489999999999,0.8378632473749574,0.8175170809382596,0.020346166436697843,0.04615188535209333
NEOS,2021-02-04,0.9111,0.93,0.88,0.885,822476,0.8849999999999999,0.8269029301424443,0.7845305974467308,0.0423723326957135,0.04691129680256788,0.8849999999999999,0.8310112923522225,0.8128745274133203,0.01813676493890215,0.04691129680256788
NEOS,2021-02-03,0.818,0.83,0.8,0.822499,693241,0.8224989999999999,0.8163398265319796,0.7764930452424692,0.03984678128951037,0.04804603782928146,0.8224989999999999,0.8211951636889901,0.8071044896063859,0.014090674082604225,0.04804603782928146
NEOS,2021-02-02,0.82,0.82,0.785,0.795,290676,0.795,0.8152199768105213,0.7728125688618668,0.042407407948654496,0.05009585196422424,0.795,0.8209581025415338,0.8058729287748968,0.015085173766636985,0.05009585196422424
NEOS,2021-02-01,0.8148,0.82,0.7707,0.7824,488005,0.7823999999999999,0.8188963362306161,0.7710375743708161,0.04785876185979998,0.05201796296811667,0.7823999999999999,0.8256777575490853,0.8067427630768885,0.01893499447219682,0.05201796296811667
NEOS,2021-01-29,0.8311,0.8311,0.8006,0.80401,310832,0.8040099999999999,0.8255320337270917,0.7701285803204814,0.05540345340661035,0.05305776324519584,0.8040099999999999,0.8335464407398281,0.8086901841230396,0.024856256616788475,0.05305776324519584
NEOS,2021-01-28,0.8455,0.8798,0.8415,0.878,291303,0.878,0.8294451307683811,0.7674180667461198,0.062027064022261325,0.052471340704842204,0.878,0.838916702692524,0.8090645988528827,0.02985210383964132,0.052471340704842204
NEOS,2021-01-27,0.8498,0.85,0.82,0.845,572816,0.8449999999999999,0.8206169727262685,0.7585715120858094,0.06204546064045913,0.05008240987548742,0.8449999999999999,0.8318106486366194,0.8035497667611133,0.02826088187550602,0.05008240987548742
NEOS,2021-01-26,0.938,0.97,0.938,0.9627,1158057,0.9627,0.8161836950401355,0.7516572330526741,0.06452646198746148,0.04709164718424449,0.9627,0.8294125847523683,0.8002337481020023,0.029178836650366025,0.04709164718424449
NEOS,2021-01-25,0.86,0.8885,0.85,0.870001,348982,0.8700009999999999,0.7895443668656148,0.7347738116968879,0.05477055516872675,0.042732943483440235,0.8700009999999999,0.805178509252799,0.7872364479501625,0.017942061302636536,0.04273294348344024
NEOS,2021-01-22,0.8585,0.8585,0.833,0.839699,325210,0.8396989999999998,0.7749158881139083,0.7239556366326391,0.05096025148126927,0.03972354056211859,0.8396989999999998,0.793392601844217,0.7806152837861755,0.012777318058041498,0.03972354056211859
NEOS,2021-01-21,0.8608,0.89,0.82,0.8340000000000001,1395238,0.8339999999999999,0.7631371404982553,0.7146961675632502,0.04844097293500516,0.03691436283233092,0.8339999999999999,0.7849732567249837,0.7758885864890696,0.009084670235914194,0.03691436283233092
NEOS,2021-01-20,0.77,0.857,0.76,0.8358,2797739,0.8357999999999999,0.7502529842252108,0.7051518609683102,0.04510112325690063,0.03403271030666236,0.8357999999999999,0.7760593034022535,0.7712396734081951,0.004819629994058383,0.034032710306662356
NEOS,2021-01-19,0.7606,0.765,0.7509999999999999,0.759699,260551,0.7596989999999998,0.7346989813570673,0.6947000098457751,0.03999897151129239,0.03126560706910278,0.7596989999999998,0.7651973585662996,0.7660748472808507,-0.0008774887145511777,0.03126560706910278
NEOS,2021-01-19,0.7606,0.765,0.7509999999999999,0.759699,260551,0.7596989999999998,0.7301535234219886,0.6895000906334369,0.04065343278855171,0.0290822659585554,0.7596989999999998,0.7661970601238085,0.7665849150633187,-0.00038785493951021277,0.029082265958555398
NEOS,2021-01-15,0.77,0.7990520000000001,0.77,0.794,280979,0.7939999999999999,0.7247816185896228,0.6838841778841118,0.040897440705510935,0.026189474251056315,0.7939999999999999,0.7673785256008645,0.7671357882683841,0.00024273733248036944,0.026189474251056315
NEOS,2021-01-14,0.79,0.7979999999999999,0.75,0.7523,509267,0.7523,0.7121964583331906,0.6750749121148408,0.03712154621834973,0.022512482637442655,0.7523,0.7625382575282944,0.7649866513298549,-0.0024483938015604782,0.022512482637442658
NEOS,2021-01-13,0.79,0.8549,0.7829999999999999,0.81,1727066,0.81,0.7049049053028615,0.6688969050840281,0.036008000218833436,0.018860216742215892,0.81,0.7643997588970752,0.7660015834362432,-0.0016018245391680175,0.01886021674221589
NEOS,2021-01-12,0.7709999999999999,0.7899,0.753,0.7609999999999999,463806,0.7609999999999999,0.6857967062670183,0.6576086574907504,0.028188048776267908,0.0145732708730615,0.7609999999999999,0.7561088059692708,0.7624817101111427,-0.006372904141871971,0.0145732708730615
NEOS,2021-01-11,0.75,0.75,0.710601,0.719599,465045,0.7195989999999999,0.6721233801337488,0.6493373500900104,0.02278603004373847,0.0111695763972599,0.7195989999999999,0.7552194979636836,0.7626002469200341,-0.007380748956350547,0.011169576397259899
NEOS,2021-01-08,0.72,0.7297,0.71,0.7199,204163,0.7198999999999999,0.6634914492489759,0.6437164180972111,0.01977503115176471,0.008265462985640255,0.7198999999999999,0.7616959521388987,0.7660403466736369,-0.0043443945347381155,0.008265462985640255
NEOS,2021-01-07,0.721,0.73,0.69,0.707499,342979,0.7074989999999999,0.6532353491124261,0.6376217315449879,0.015613617567437952,0.0053880709441091424,0.7074989999999999,0.769295216164153,0.7697315744075278,-0.00043635824337484586,0.005388070944109142
