Symbol,Date,Open,High,Low,Close,Volume,ESGC SMA_x,ESGC spanTwelveEMA_x,ESGC spanTwntySixEMA_x,ESGC_x,ESGC_y,ESGC SMA_y,ESGC spanTwelveEMA_y,ESGC spanTwntySixEMA_y,ESGC_x,ESGC_y
ESGC,2021-02-08,2.11,2.12,2.04,2.12,428766,2.12,2.040339288596544,1.9922168183474736,0.04812247024907035,0.04673209509966049,2.12,2.0433968633971618,2.0175288624026213,0.025868000994540445,0.04673209509966038
ESGC,2021-02-05,2.1,2.11,2.08,2.11,203226,2.1100000000000003,2.025855522886825,1.981994163815272,0.04386135907155353,0.04638450131230802,2.1100000000000003,2.029469020378464,2.0093311713948308,0.0201378489836328,0.04638450131230788
ESGC,2021-02-04,2.07,2.0795,2.0,2.05,550203,2.0500000000000003,2.010556527048066,1.9717536969204927,0.038802830127572685,0.04701528687249669,2.0500000000000003,2.014827024083639,2.001277665106418,0.013549358977221091,0.047015286872496634
ESGC,2021-02-03,2.03,2.04,1.98,2.015,334357,2.015000000000001,2.0033849865113504,1.9654939926741328,0.037890993837217835,0.049068401058727576,2.015000000000001,2.008431937553392,1.9973798783149312,0.011052059238460421,0.04906840105872751
ESGC,2021-02-02,2.0,2.045,1.99,2.0326,252574,2.032600000000001,2.00127316587705,1.961533512088064,0.03973965378898692,0.05186275286410507,2.032600000000001,2.007237744381281,1.9959702685801255,0.01126747580115528,0.05186275286410498
ESGC,2021-02-01,1.95,2.0,1.93,1.9578,395200,1.9578000000000009,1.995577377854696,1.9558481930551082,0.03972918479958777,0.05489352763288472,1.9578000000000009,2.0026264251778776,1.993039890066536,0.009586535111341776,0.05489352763288465
ESGC,2021-01-29,1.87,1.91,1.81,1.88,722532,1.880000000000001,2.002445992010095,1.9556920484995168,0.046753943510578384,0.0586846133412089,1.880000000000001,2.010776684301128,1.9958590812718584,0.014917603029269475,0.05868461334120887
ESGC,2021-01-28,2.09,2.09,2.01,2.02,334674,2.0200000000000014,2.0247088996482945,1.9617474123794785,0.06296148726881623,0.061667280798866526,2.0200000000000014,2.0345542632649694,2.0051278077736074,0.029426455491361917,0.06166728079886649
ESGC,2021-01-27,2.01,2.04,1.98,2.04,412421,2.0400000000000014,2.025565063220712,1.9570872053698365,0.06847785785087512,0.06134372918137914,2.0400000000000014,2.037200492949509,2.003938032395496,0.033262460554013266,0.061343729181379106
ESGC,2021-01-26,2.14,2.14,2.03,2.1092,864372,2.1092000000000013,2.0229405292608407,1.950454181799424,0.07248634746141769,0.05956019701400502,2.1092000000000013,2.0366914916676016,2.001053074987136,0.03563841668046664,0.05956019701400499
ESGC,2021-01-25,2.05,2.105,2.02,2.08,520126,2.0800000000000014,2.0072569891264487,1.9377545163433767,0.06950247278307131,0.05632865940215202,2.0800000000000014,2.023508126516257,1.992401320986106,0.031106805530151105,0.05632865940215208
ESGC,2021-01-22,2.08,2.08,2.02,2.04,309129,2.040000000000001,1.9940309871494395,1.926374877650848,0.06765610949859169,0.053035206056922135,2.040000000000001,2.0132368767919404,1.9853934266649944,0.027843450126946,0.05303520605692211
ESGC,2021-01-21,2.05,2.05,2.0,2.04,175149,2.040000000000001,1.9856729848129733,1.9172848678629155,0.06838811695005842,0.0493799801965048,2.040000000000001,2.008370854390475,1.9810249007981942,0.02734595359228109,0.04937998019650476
ESGC,2021-01-20,2.04,2.07,2.02,2.03,263687,2.03,1.97579534568806,1.9074676572919484,0.06832768839611125,0.04462794600811651,2.03,2.0026201006432887,1.9763068928620493,0.02631320778123936,0.04462794600811651
ESGC,2021-01-19,2.15,2.15,2.07,2.0774,544854,2.0774000000000004,1.9659399539949798,1.8976650698753044,0.0682748841196752,0.03870301041111776,2.0774000000000004,1.9976419371238867,1.9720114442910133,0.02563049283287344,0.03870301041111776
ESGC,2021-01-19,2.15,2.15,2.07,2.0774,544854,2.0774,1.945674491084976,1.8832862754653288,0.062388215619647136,0.031310041983978285,2.0774,1.9831404711464116,1.9635803598342945,0.0195601113121171,0.03131004198397835
ESGC,2021-01-15,2.17,2.2126,2.0774,2.106,808233,2.106,1.921724398554972,1.8677571775025548,0.053967221052416685,0.023540498575061075,2.106,1.9660023749912132,1.9544747886210376,0.011527586370175813,0.02354049857506115
ESGC,2021-01-14,1.97,2.01,1.97,1.992,140491,1.992,1.8882197437467845,1.8486977517027592,0.03952199204402529,0.015933817955722115,1.992,1.9405482613532519,1.9423527717107207,-0.0018045103574686472,0.01593381795572215
ESGC,2021-01-13,2.06,2.08,1.99,1.99,275736,1.99,1.8693506062462,1.83723357183898,0.03211703440722013,0.010036774433646322,1.99,1.931193399781116,1.9383809934475784,-0.0071875936664620435,0.010036774433646367
ESGC,2021-01-12,2.0,2.03,1.97,2.01,181553,2.01,1.8474143528364184,1.825012257586098,0.02240209525032011,0.004516709440252922,2.01,1.92050129065041,1.9342514729233844,-0.01375018227297442,0.00451670944025298
ESGC,2021-01-11,1.93,1.94,1.885,1.915,189346,1.915,1.817853326079404,1.8102132381929856,0.007640087886417569,4.53629877360715e-05,1.915,1.9042287980413937,1.9281915907572549,-0.02396279271586144,4.5362987736142406e-05
ESGC,2021-01-08,1.87,1.88,1.82,1.82,220621,1.8200000000000005,1.8001902944574768,1.8018302972484248,-0.001640002790947559,-0.0018533182369344138,1.8200000000000005,1.9022703976852835,1.9292469180178355,-0.026976520332552045,-0.0018533182369344361
ESGC,2021-01-07,1.77,1.82,1.74,1.805,248754,1.805,1.7965885298133817,1.8003767210282986,-0.0037881912149166923,-0.001906647098431016,1.805,1.9172286518098804,1.9379866714592624,-0.020758019649381957,-0.0019066470984310442
ESGC,2021-01-06,1.72,1.785,1.72,1.77,241064,1.7700000000000002,1.7950591715976332,1.8000068587105624,-0.004947687112929256,-0.0014362610693095413,1.7700000000000002,1.9376338612298587,1.9486256051760036,-0.01099174394614466,-0.0014362610693095768
ESGC,2021-01-05,1.75,1.78,1.73,1.77,111677,1.77,1.7996153846153846,1.802407407407408,-0.002792022792022841,-0.0005584045584046127,1.77,1.9681127450898332,1.962915653590084,0.005197091499749451,-0.0005584045584046571
