Symbol,Date,Open,High,Low,Close,Volume,GNCA SMA_x,GNCA spanTwelveEMA_x,GNCA spanTwntySixEMA_x,GNCA_x,GNCA_y,GNCA SMA_y,GNCA spanTwelveEMA_y,GNCA spanTwntySixEMA_y,GNCA_x,GNCA_y
GNCA,2021-01-25,3.1,3.1583,3.0736,3.09,45347,3.090000000000001,2.8708276918885702,2.719087497938646,0.15174019394992433,0.0944552982213438,3.090000000000001,2.913632424524737,2.850329434532706,0.06330298999203078,0.09445529822134394
GNCA,2021-01-22,3.21,3.21,3.02,3.02,89847,3.0200000000000014,2.8309781813228567,2.6894144977737366,0.1415636835491183,0.08013407428919868,3.0200000000000014,2.8815655926201433,2.8311557892953227,0.050409803324821034,0.08013407428919883
GNCA,2021-01-21,3.3035,3.4,3.06,3.4,296234,3.4000000000000017,2.7966105779270114,2.6629676575956367,0.1336429203313747,0.06477667197421844,3.4000000000000017,2.8563957003692617,2.8160482524389483,0.04034744793031253,0.0647766719742185
GNCA,2021-01-20,2.83,2.89,2.82,2.86,55155,2.8600000000000017,2.686903410277377,2.6040050702032875,0.08289834007408947,0.04756010988492937,2.8600000000000017,2.7575585549818538,2.769332112634064,-0.011773557652209998,0.047560109884929445
GNCA,2021-01-19,2.83,2.83,2.7301,2.7301,56657,2.730100000000001,2.655431303055082,2.5835254758195503,0.07190582723553174,0.038725552337639454,2.730100000000001,2.7389328377058275,2.762078681644789,-0.023145843938961352,0.038725552337639434
GNCA,2021-01-19,2.83,2.83,2.7301,2.7301,56657,2.730100000000002,2.641855176337824,2.5717995138851144,0.07005566245271001,0.03043048361316638,2.730100000000002,2.7405388081977957,2.764636976176372,-0.02409816797857589,0.030430483613166352
GNCA,2021-01-15,2.97,2.97,2.88,2.9,45893,2.9000000000000017,2.6258106629447013,2.5591354749959234,0.06667518794877791,0.020524188903280588,2.9000000000000017,2.742436773324668,2.7673999342704816,-0.024963160945813637,0.02052418890328055
GNCA,2021-01-14,2.93,3.1,2.81,3.09,159536,3.0900000000000016,2.575958056207374,2.531866312995597,0.04409174321177689,0.008986439141906255,3.0900000000000016,2.713788913929153,2.7567919290121203,-0.043003015082967,0.008986439141906206
GNCA,2021-01-13,2.45,2.5,2.41,2.4522,18459,2.452200000000002,2.482495884608715,2.4872156180352447,-0.004719733426529871,0.0002101131244385944,2.452200000000002,2.6453868982799085,2.7301352833330896,-0.08474838505318161,0.00021011312443853473
GNCA,2021-01-12,2.43,2.46,2.38,2.4444,69610,2.444400000000002,2.4880042272648453,2.4900168674780643,-0.002012640213219008,0.0014425747621807105,2.444400000000002,2.680511788876255,2.752370105999737,-0.0718583171234819,0.001442574762180636
GNCA,2021-01-11,2.45,2.485,2.4,2.43,34461,2.4300000000000024,2.4959322685857264,2.493666216876309,0.0022660517094168497,0.0023063785060306397,2.4300000000000024,2.7234412050355745,2.7770077144797156,-0.05356650944414199,0.002306378506030547
GNCA,2021-01-08,2.5,2.59,2.5,2.555,17851,2.555000000000003,2.507919953783131,2.498759514226414,0.00916043955671686,0.0023164602051839764,2.555000000000003,2.7767941514056784,2.804768331638093,-0.027974180232414717,0.0023164602051838597
GNCA,2021-01-07,2.49,2.5916,2.47,2.55,20047,2.550000000000002,2.499359945380064,2.494260275364528,0.005099670015536351,0.0006054653673007558,2.550000000000002,2.817120360752165,2.8247497981691407,-0.007629437416975194,0.00060546536730061
GNCA,2021-01-06,2.6,2.63,2.45,2.53,81011,2.530000000000002,2.490152662721893,2.48980109739369,0.00035156532820357356,-0.0005180857947581431,2.530000000000002,2.8656876990707407,2.846729782022672,0.018957917048068932,-0.0005180857947582142
GNCA,2021-01-05,2.38,2.4452,2.37,2.4439,38103,2.4439000000000024,2.4829076923076925,2.4865851851851852,-0.003677492877492749,-0.0007354985754984612,2.4439000000000024,2.9267218261745125,2.8720681645844865,0.05465366159002638,-0.00073549857549855
GNCA,2021-01-04,2.44,2.51,2.38,2.49,37968,2.490000000000003,2.49,2.49,0.0,0.0,2.490000000000003,3.0145076127516965,2.906321617751245,0.10818599500045112,0.0
GNCA,2021-02-08,3.25,3.38,3.17,3.35,84062,,,,,,3.350000000000003,3.109872633252005,2.939627347171345,0.1702452860806596,
GNCA,2021-02-05,3.26,3.26,3.0849,3.0849,98026,,,,,,3.084900000000004,3.0662131120250966,2.9067975349450528,0.15941557708004386,
GNCA,2021-02-04,3.35,3.38,3.29,3.375,27993,,,,,,3.3750000000000027,3.06281549602966,2.8925493377406566,0.1702661582890026,
GNCA,2021-02-03,3.19,3.24,3.103,3.24,111507,,,,,,3.240000000000003,3.0060546771259613,2.8539532847599096,0.1521013923660517,
GNCA,2021-02-02,3.18,3.37,3.12,3.2802,550606,,,,,,3.2802000000000024,2.963519163876136,2.8230695475407015,0.14044961633543407,
GNCA,2021-02-01,2.88,2.98,2.85,2.9396,94508,,,,,,2.939600000000003,2.905940830035433,2.7864991113439577,0.1194417186914758,
GNCA,2021-01-29,2.91,3.12,2.91,3.0402,109803,,,,,,3.0402000000000027,2.899820980950967,2.774251040251474,0.125569940699493,
GNCA,2021-01-28,2.91,2.99,2.85,2.8609,144829,,,,,,2.860900000000003,2.874297522942052,2.7529751234715922,0.12132239947045995,
GNCA,2021-01-27,2.89,2.89,2.71,2.8,71099,,,,,,2.8000000000000043,2.876733436204243,2.744341133349319,0.1323923028549241,
GNCA,2021-01-26,2.94,3.03,2.92,2.9999,50974,,,,,,2.999900000000003,2.89068497005956,2.739888424017265,0.15079654604229464,
GNCA,2021-01-25,3.1,3.1583,3.0736,3.09,45347,,,,,,3.090000000000003,2.8708276918885702,2.719087497938646,0.15174019394992433,
GNCA,2021-01-22,3.21,3.21,3.02,3.02,89847,,,,,,3.020000000000003,2.8309781813228567,2.689414497773737,0.1415636835491183,
GNCA,2021-01-21,3.3035,3.4,3.06,3.4,296234,,,,,,3.4000000000000035,2.7966105779270114,2.6629676575956367,0.1336429203313747,
GNCA,2021-01-20,2.83,2.89,2.82,2.86,55155,,,,,,2.8600000000000034,2.6869034102773766,2.6040050702032875,0.08289834007408947,
GNCA,2021-01-19,2.83,2.83,2.7301,2.7301,56657,,,,,,2.730100000000004,2.655431303055082,2.5835254758195503,0.07190582723553174,
GNCA,2021-01-19,2.83,2.83,2.7301,2.7301,56657,,,,,,2.730100000000004,2.641855176337824,2.5717995138851144,0.07005566245271001,
GNCA,2021-01-15,2.97,2.97,2.88,2.9,45893,,,,,,2.9000000000000044,2.6258106629447013,2.5591354749959234,0.06667518794877791,
GNCA,2021-01-14,2.93,3.1,2.81,3.09,159536,,,,,,3.0900000000000043,2.575958056207374,2.531866312995597,0.04409174321177689,
GNCA,2021-01-13,2.45,2.5,2.41,2.4522,18459,,,,,,2.452200000000004,2.482495884608715,2.4872156180352447,-0.004719733426529871,
GNCA,2021-01-12,2.43,2.46,2.38,2.4444,69610,,,,,,2.444400000000004,2.4880042272648453,2.4900168674780643,-0.002012640213219008,
GNCA,2021-01-11,2.45,2.485,2.4,2.43,34461,,,,,,2.430000000000004,2.4959322685857264,2.493666216876309,0.0022660517094168497,
GNCA,2021-01-08,2.5,2.59,2.5,2.555,17851,,,,,,2.5550000000000046,2.507919953783131,2.498759514226414,0.00916043955671686,
GNCA,2021-01-07,2.49,2.5916,2.47,2.55,20047,,,,,,2.550000000000004,2.499359945380064,2.4942602753645278,0.005099670015536351,
GNCA,2021-01-06,2.6,2.63,2.45,2.53,81011,,,,,,2.530000000000004,2.490152662721893,2.48980109739369,0.00035156532820357356,
GNCA,2021-01-05,2.38,2.4452,2.37,2.4439,38103,,,,,,2.443900000000004,2.4829076923076925,2.486585185185185,-0.003677492877492749,
GNCA,2021-01-04,2.44,2.51,2.38,2.49,37968,,,,,,2.4900000000000047,2.49,2.49,0.0,
