Symbol,Date,Open,High,Low,Close,Volume,BXRX SMA_x,BXRX spanTwelveEMA_x,BXRX spanTwntySixEMA_x,BXRX_x,BXRX_y,BXRX SMA_y,BXRX spanTwelveEMA_y,BXRX spanTwntySixEMA_y,BXRX_x,BXRX_y
BXRX,2021-02-08,1.77,1.95,1.7,1.9299,3112570,1.9299,1.502417327760238,1.3793738651753944,0.12304346258484355,0.0957028598377255,1.9299,1.5090097945090273,1.4313418897089036,0.07766790480012364,0.0957028598377255
BXRX,2021-02-05,1.6,1.63,1.57,1.5911,744567,1.5911,1.4246932055348267,1.335331774389426,0.08936143114540074,0.088867709150946,1.5911,1.4324843026015777,1.3914572408856158,0.0410270617159616,0.08886770915094597
BXRX,2021-02-04,1.58,1.63,1.5,1.52,930541,1.52,1.3944374247229772,1.3148703163405802,0.07956710838239722,0.08874427865233231,1.52,1.4036450848927735,1.3754858201564653,0.02815926473630825,0.08874427865233228
BXRX,2021-02-03,1.45,1.46,1.43,1.44,400974,1.44,1.3716078655817003,1.2984599416478264,0.07314792393387393,0.09103857121981614,1.44,1.3824896457823688,1.3639246857689824,0.01856496001338637,0.0910385712198161
BXRX,2021-02-02,1.32,1.33,1.29,1.315,477185,1.315,1.3591729320511006,1.2871367369796525,0.0720361950714481,0.09551123304130167,1.315,1.3720332177427996,1.3578386606305008,0.014194557112298556,0.09551123304130163
BXRX,2021-02-01,1.35,1.35,1.28,1.3,595101,1.3000000000000005,1.3672043742422098,1.284907675938025,0.08229669830418508,0.10137999253376506,1.3000000000000005,1.3824028936960358,1.3612657534809411,0.02113714021509483,0.10137999253376502
BXRX,2021-01-29,1.38,1.38,1.31,1.3499,566574,1.3499000000000003,1.379423351377157,1.2837002900130667,0.09572306136409026,0.1061508160911601,1.3499000000000003,1.3973852380044065,1.3661670137594164,0.031218224244989882,0.10615081609116006
BXRX,2021-01-28,1.36,1.36,1.31,1.335,643948,1.3350000000000006,1.384791233445731,1.278404313214112,0.106386920231619,0.10875775477292757,1.3350000000000006,1.4060189176415712,1.3674683748601697,0.038550542781401465,0.10875775477292751
BXRX,2021-01-27,1.42,1.45,1.21,1.3702,2155126,1.3702000000000003,1.3938441849813183,1.273876658271241,0.11996752671007728,0.10935046340825468,1.3702000000000003,1.4189314481218571,1.3700658448489833,0.048865603272873585,0.10935046340825463
BXRX,2021-01-26,1.54,1.5548,1.5,1.5,879982,1.5000000000000004,1.3981431277051943,1.2661707909329405,0.13197233677225384,0.106696197582799,1.5000000000000004,1.4277917114167402,1.3700551124369023,0.05773659897983796,0.10669619758279897
