Symbol,Date,Open,High,Low,Close,Volume,XAN SMA_x,XAN spanTwelveEMA_x,XAN spanTwntySixEMA_x,XAN_x,XAN_y,XAN SMA_y,XAN spanTwelveEMA_y,XAN spanTwntySixEMA_y,XAN_x,XAN_y
XAN,2021-02-08,3.99,4.01,3.91,3.95,157907,3.95,4.064859030488453,4.053615764877291,0.011243265611161846,0.043662680897958994,3.95,4.0675855607126685,4.080468966608826,-0.012883405896157107,0.04366268089795893
XAN,2021-02-05,3.94,3.99,3.91,3.92,128643,3.92,4.085742490577263,4.061905026067475,0.023837464509788298,0.05176753471965828,3.92,4.088964753569517,4.090906483937531,-0.0019417303680153708,0.051767534719658205
XAN,2021-02-04,4.05,4.17,4.05,4.11,89642,4.110000000000001,4.115877488864038,4.073257428152873,0.042620060711165315,0.05875005227212578,4.110000000000001,4.119685617854883,4.1045790026525335,0.015106615202348904,0.05875005227212568
XAN,2021-02-03,4.06,4.19,4.06,4.16,93062,4.160000000000001,4.116946123202953,4.070318022405103,0.04662810079785107,0.06278255016236589,4.160000000000001,4.121446639283044,4.1041453228647375,0.017301316418306456,0.06278255016236577
XAN,2021-02-02,4.0,4.08,4.0,4.075,49518,4.075000000000001,4.1091181456034915,4.063143464197511,0.04597468140598071,0.06682116250349482,4.075000000000001,4.114436937334506,4.099676948693917,0.014759988640589585,0.06682116250349467
XAN,2021-02-01,3.98,4.04,3.95,3.95,66901,3.950000000000002,4.1153214448041275,4.062194941333312,0.053126503470814164,0.07203278277787313,3.950000000000002,4.121607289577144,4.10165110458943,0.01995618498771368,0.07203278277787316
XAN,2021-01-29,4.05,4.16,4.0401,4.11,110214,4.110000000000002,4.145379889313968,4.071170536639976,0.07420935267399109,0.07675935260463762,4.110000000000002,4.152808614954806,4.113783192956585,0.0390254219982209,0.07675935260463747
XAN,2021-01-28,4.07,4.26,4.07,4.08,47428,4.080000000000001,4.151812596461961,4.068064179571175,0.08374841689078671,0.07739685258729881,4.080000000000001,4.160591999492043,4.114085848393112,0.046506151098931525,0.07739685258729884
XAN,2021-01-27,4.34,4.42,4.16,4.22,141601,4.2200000000000015,4.164869432182319,4.067109313936869,0.09776011824544906,0.07580896151142705,4.2200000000000015,4.1752450903087786,4.116812716264561,0.05843237404421675,0.07580896151142708
XAN,2021-01-26,4.26,4.46,4.26,4.45,163757,4.450000000000002,4.154845692579103,4.054878059051818,0.09996763352728524,0.07032117232792133,4.450000000000002,4.167107834001283,4.108557733565727,0.058550100435557084,0.07032117232792134
XAN,2021-01-25,4.15,4.28,4.15,4.24,79071,4.240000000000001,4.101181273048032,4.023268303775963,0.07791296927206748,0.06290955702808032,4.240000000000001,4.115672894728789,4.081242352250984,0.034430542477805304,0.06290955702808038
XAN,2021-01-22,4.22,4.27,4.185,4.21,54349,4.210000000000001,4.0759415045113085,4.00592976807804,0.07001173643326908,0.05915870396708332,4.210000000000001,4.09306796649766,4.068541740431062,0.02452622606659816,0.05915870396708337
XAN,2021-01-21,4.02,4.1,3.99,4.09,66761,4.090000000000002,4.051567232604275,3.9896041495242835,0.06196308307999133,0.056445445850536874,4.090000000000002,4.071807596769962,4.057225079665547,0.014582517104415159,0.056445445850537165
XAN,2021-01-20,4.02,4.0801,4.02,4.0801,67829,4.080100000000002,4.044579456714144,3.9815724814862254,0.06300697522791676,0.055066036543173366,4.080100000000002,4.0684998870917735,4.054603086038791,0.013896801052982966,0.055066036543173616
XAN,2021-01-19,4.12,4.14,4.02,4.045,85122,4.045000000000002,4.0381211761167135,3.973690280005125,0.06443089611159003,0.0530808018719874,4.045000000000002,4.066390775653914,4.052563332921894,0.01382744273201997,0.05308080187198727
XAN,2021-01-19,4.12,4.14,4.02,4.045,85122,4.045000000000002,4.036870480865208,3.9679855024055337,0.06888497845967345,0.05024327831208708,4.045000000000002,4.070280007590989,4.053168399555647,0.01711160803534284,0.050243278312086914
XAN,2021-01-15,4.08,4.17,4.05,4.1037,33451,4.103700000000002,4.0353923864770636,3.9618243425979767,0.07356804387908689,0.045582853275190384,4.103700000000002,4.074876372607531,4.053821871520098,0.02105450108743412,0.04558285327519016
XAN,2021-01-14,4.09,4.2001,4.09,4.2,116783,4.200000000000003,4.022972820381985,3.950474290005815,0.07249853037617005,0.03858655562421602,4.200000000000003,4.069635713081628,4.049831621241706,0.019804091839922933,0.03858655562421598
XAN,2021-01-13,4.08,4.19,4.08,4.1,60162,4.100000000000001,3.9907860604514367,3.93051223320628,0.0602738272451564,0.030108561936227626,4.100000000000001,4.045933115460107,4.0378181509410425,0.00811496451906457,0.030108561936227577
XAN,2021-01-12,4.06,4.07,3.95,4.07,89658,4.070000000000002,3.970928980533517,3.9169532118627832,0.05397576867073362,0.02256724560899532,4.070000000000002,4.0361027728164895,4.0328436030163255,0.0032591698001640523,0.022567245608995257
XAN,2021-01-11,4.2,4.31,4.2,4.29,115589,4.290000000000003,3.9529160679032462,3.9047094688118062,0.048206599091440434,0.014715114843560738,4.290000000000003,4.029939640601306,4.029871091257632,6.854934367428456e-05,0.014715114843560667
XAN,2021-01-08,4.03,4.03,3.86,3.92,125341,3.9200000000000026,3.8916280802492897,3.8738862263167504,0.01774185393254024,0.006342243781590927,3.9200000000000026,3.9826559388924534,4.009060778558242,-0.026404839665788767,0.006342243781590838
XAN,2021-01-07,3.93,4.015,3.93,4.01,38610,4.0100000000000025,3.8864695493855255,3.8701971244220905,0.01627242496343495,0.0034923412438537084,4.0100000000000025,3.99404792778199,4.0161856408429015,-0.022137713060910613,0.0034923412438537084
XAN,2021-01-06,3.85,3.97,3.85,3.9601,41600,3.9601000000000015,3.8640094674556216,3.8590128943758577,0.004996573079763422,0.00029732031395839786,3.9601000000000015,3.99114755101508,4.016680492110332,-0.025532941095252504,0.0002973203139583979
XAN,2021-01-05,3.79,3.85,3.78,3.8,60229,3.8000000000000016,3.8465384615384615,3.8509259259259263,-0.004387464387464847,-0.0008774928774929691,3.8000000000000016,3.9967925602905487,4.021206931479158,-0.024414371188610232,-0.0008774928774929691
XAN,2021-01-04,4.0,4.07,3.84,3.855,137403,3.8550000000000018,3.855,3.855,0.0,0.0,3.8550000000000018,4.032573025797921,4.038903485997492,-0.006330460199570176,0.0
XAN,2021-02-08,3.99,4.01,3.91,3.95,157907,,,,,,3.9500000000000015,4.064859030488453,4.053615764877291,0.011243265611161846,
XAN,2021-02-05,3.94,3.99,3.91,3.92,128643,,,,,,3.9200000000000026,4.085742490577263,4.061905026067475,0.023837464509788298,
XAN,2021-02-04,4.05,4.17,4.05,4.11,89642,,,,,,4.110000000000003,4.115877488864038,4.073257428152873,0.042620060711165315,
XAN,2021-02-03,4.06,4.19,4.06,4.16,93062,,,,,,4.160000000000003,4.116946123202953,4.070318022405103,0.04662810079785107,
XAN,2021-02-02,4.0,4.08,4.0,4.075,49518,,,,,,4.075000000000003,4.109118145603492,4.063143464197511,0.04597468140598071,
XAN,2021-02-01,3.98,4.04,3.95,3.95,66901,,,,,,3.950000000000002,4.115321444804127,4.062194941333312,0.053126503470814164,
XAN,2021-01-29,4.05,4.16,4.0401,4.11,110214,,,,,,4.110000000000002,4.145379889313968,4.0711705366399755,0.07420935267399109,
XAN,2021-01-28,4.07,4.26,4.07,4.08,47428,,,,,,4.080000000000001,4.151812596461961,4.068064179571175,0.08374841689078671,
XAN,2021-01-27,4.34,4.42,4.16,4.22,141601,,,,,,4.2200000000000015,4.164869432182319,4.067109313936869,0.09776011824544906,
