Symbol,Date,Open,High,Low,Close,Volume,CIG SMA,CIG spanTwelveEMA,CIG spanTwntySixEMA,CIG_x,CIG_y
CIG,2021-04-05,2.22,2.24,2.22,2.225,83188,2.225,2.1923429254328197,2.174723032080688,0.0176198933521312,0.0031645743502886252
CIG,2021-04-01,2.29,2.29,2.285,2.2853,32577,2.2853,2.1864052755115138,2.170700874647143,0.0157044008643709,-0.0004492554001721324
CIG,2021-03-31,2.22,2.23,2.215,2.22,60142,2.22,2.1684244165136075,2.161532944618914,0.0068914718946935,-0.004487669466307909
CIG,2021-03-30,2.19,2.19,2.1701,2.175,37341,2.175,2.1590470376979,2.156855580188427,0.0021914575094732,-0.007332454806558266
CIG,2021-03-29,2.19,2.21,2.19,2.21,126245,2.21,2.156146499097518,2.155404026603501,0.000742472494017,-0.009713432885566144
CIG,2021-03-26,2.14,2.15,2.13,2.145,98311,2.145,2.146354953478885,2.151036348731781,-0.0046813952528963,-0.01232740923046194
CIG,2021-03-25,2.08,2.1,2.08,2.1,34257,2.1,2.146601308656864,2.151519256630324,-0.0049179479734595,-0.014238912724853336
CIG,2021-03-24,2.18,2.18,2.17,2.17,21187,2.17,2.155074273867203,2.1556407971607494,-0.0005665232935463,-0.016569153912701667
CIG,2021-03-23,2.2,2.2,2.19,2.19,25894,2.19,2.1523605054794217,2.1544920609336096,-0.0021315554541878,-0.020569811567490496
CIG,2021-03-22,2.22,2.235,2.22,2.235,26711,2.235,2.1455169610211344,2.151651425808298,-0.0061344647871637,-0.025179375595816154
CIG,2021-03-19,2.2,2.219,2.2,2.219,43361,2.219,2.129247317570432,2.144983539872962,-0.0157362223025305,-0.02994060329797926
CIG,2021-03-18,2.14,2.145,2.14,2.14,15802,2.14,2.1129286480377827,2.139062223062799,-0.0261335750250162,-0.03349169854684154
CIG,2021-03-17,2.08,2.08,2.07,2.07,24307,2.07,2.108006584044652,2.1389872009078226,-0.0309806168631703,-0.03533122942729786
CIG,2021-03-16,2.16,2.16,2.16,2.16,51967,2.16,2.114916872052771,2.1445061769804483,-0.0295893049276774,-0.03641888256832963
CIG,2021-03-15,2.14,2.14,2.13,2.135,36354,2.135,2.106719939698729,2.143266671138884,-0.036546731440155,-0.03812627697849269
CIG,2021-03-12,2.13,2.13,2.13,2.13,32983,2.13,2.101578110553044,2.143928004829995,-0.0423498942769513,-0.03852116336307709
CIG,2021-03-11,2.13,2.13,2.12,2.1211,143717,2.1211,2.0964104942899606,2.1450422452163944,-0.0486317509264337,-0.03756398063460864
CIG,2021-03-10,2.02,2.02,2.0,2.01,105139,2.01,2.091921493251772,2.146957624833706,-0.0550361315819345,-0.03479703806165235
CIG,2021-03-09,1.99,1.99,1.9695,1.97,145851,1.97,2.1068163102066397,2.1579142348204026,-0.0510979246137632,-0.02973726468158191
CIG,2021-03-08,2.05,2.06,2.04,2.055,62194,2.055,2.1316920029714828,2.1729473736060347,-0.0412553706345519,-0.02439709969853667
CIG,2021-03-05,2.11,2.11,2.095,2.095,37066,2.095,2.1456360035117523,2.1823831634945177,-0.0367471599827653,-0.020182531964532843
CIG,2021-03-04,2.13,2.132,2.12,2.13,102279,2.13,2.154842549604798,2.189373816574079,-0.0345312669692807,-0.016041374959974715
CIG,2021-03-03,2.05,2.05,2.03,2.04,55963,2.04,2.1593593768056705,2.1941237219000054,-0.0347643450943349,-0.011418901957648199
CIG,2021-03-02,2.0,2.0001,1.991,2.0001,102043,2.0001,2.1810610816794287,2.206453619652005,-0.0253925379725767,-0.00558254117347652
CIG,2021-03-01,2.11,2.11,2.1,2.1,61694,2.1,2.2139630965302337,2.222961909224166,-0.0089988126939322,-0.0006300419737015636
CIG,2021-02-26,2.2,2.21,2.195,2.21,57572,2.21,2.2346836595357304,2.2327988619620998,0.0018847975736311,0.0014621507063560986
CIG,2021-02-25,2.28,2.28,2.26,2.26,38807,2.26,2.239171597633136,2.234622770919067,0.0045488267140689,0.0013564889895374501
CIG,2021-02-24,2.28,2.28,2.26,2.265,42688,2.265,2.2353846153846155,2.2325925925925927,0.0027920227920228,0.0005584045584045683
CIG,2021-02-23,2.24,2.25,2.23,2.23,77094,2.23,2.23,2.23,0.0,0.0
