Symbol,Date,Open,High,Low,Close,Volume,SNCR SMA,SNCR spanTwelveEMA,SNCR spanTwntySixEMA,SNCR_x,SNCR_y
SNCR,2021-04-05,3.89,3.89,3.875,3.875,5502,3.875,3.939744171433231,4.141697534508963,-0.2019533630757322,-0.1765992512762683
SNCR,2021-04-01,3.64,3.64,3.64,3.64,3321,3.64,3.9515158389665457,4.16303333726968,-0.2115174983031345,-0.1702607233264023
SNCR,2021-03-31,3.67,3.74,3.67,3.74,2385,3.74,4.0081550824150085,4.204876004251254,-0.1967209218362455,-0.15994652958221922
SNCR,2021-03-30,3.74,3.78,3.74,3.78,4841,3.78,4.05691055194501,4.242066084591354,-0.1851555326463438,-0.15075293151871264
SNCR,2021-03-29,3.89,3.89,3.89,3.89,2114,3.89,4.1072579250259205,4.279031371358662,-0.1717734463327414,-0.14215228123680482
SNCR,2021-03-26,3.93,3.99,3.93,3.99,1764,3.99,4.146759365939724,4.310153881067355,-0.1633945151276306,-0.13474698996282067
SNCR,2021-03-25,3.77,3.77,3.74,3.74,7667,3.74,4.175261068837856,4.335766191552743,-0.1605051227148868,-0.12758510867161818
SNCR,2021-03-24,4.02,4.02,4.02,4.02,2113,4.02,4.254399444990193,4.383427486876962,-0.1290280418867686,-0.11935510516080101
SNCR,2021-03-23,4.08,4.08,4.08,4.08,2473,4.08,4.297017525897502,4.412501685827118,-0.1154841599296165,-0.1169368709793091
SNCR,2021-03-22,4.24,4.26,4.24,4.25,5034,4.25,4.336475257878866,4.439101820693288,-0.1026265628144216,-0.11730004874173224
SNCR,2021-03-19,4.24,4.28,4.24,4.28,136029,4.28,4.352198032038659,4.45422996634875,-0.1020319343100908,-0.12096842022355965
SNCR,2021-03-18,4.37,4.37,4.36,4.36,4187,4.36,4.365324946954779,4.46816836365665,-0.1028434167018712,-0.12570254170192685
SNCR,2021-03-17,4.22,4.22,4.22,4.22,17526,4.22,4.366293119128375,4.476821832749182,-0.1105287136208073,-0.13141732295194075
SNCR,2021-03-16,4.66,4.66,4.66,4.66,2680,4.66,4.392891868060806,4.497367579369117,-0.1044757113083107,-0.13663947528472434
SNCR,2021-03-15,4.58,4.58,4.58,4.58,5077,4.58,4.344326753162771,4.484356985718646,-0.1400302325558753,-0.14468041627882772
SNCR,2021-03-12,4.53,4.53,4.53,4.53,4913,4.53,4.301477071919639,4.476705544576138,-0.1752284726564994,-0.14584296220956583
SNCR,2021-03-11,4.13,4.15,4.13,4.131,7780,4.131,4.2599274486323,4.472441988142229,-0.2125145395099288,-0.13849658459783265
SNCR,2021-03-10,4.04,4.045,4.0,4.045,8719,4.045,4.283368802929083,4.499757347193608,-0.2163885442645252,-0.11999209586980858
SNCR,2021-03-09,3.65,3.65,3.3,3.49,60816,3.49,4.326708585279825,4.536137934969096,-0.2094293496892714,-0.09589298377112941
SNCR,2021-03-08,4.01,4.1,4.01,4.1,5338,4.1,4.478837418967066,4.619828969766624,-0.1409915507995576,-0.0675088922915939
SNCR,2021-03-05,4.5419,4.5419,3.98,3.98,5190,3.98,4.547716949688351,4.661415287347953,-0.1136983376596019,-0.04913822766460274
SNCR,2021-03-04,4.34,4.445,4.34,4.445,10136,4.445,4.650938213268052,4.71592851033579,-0.0649902970677382,-0.03299820016585295
SNCR,2021-03-03,4.61,4.61,4.61,4.61,1564,4.61,4.688381524771335,4.737602791162654,-0.0492212663913198,-0.025000175940381612
SNCR,2021-03-02,4.6,4.6,4.6,4.6,984,4.6,4.702632711093395,4.747811014455666,-0.0451783033622712,-0.018944903327647276
SNCR,2021-03-01,4.5,4.52,4.5,4.51,2732,4.51,4.721293204019467,4.759635895612119,-0.0383426915926516,-0.012386553318991507
SNCR,2021-02-26,4.61,4.61,4.61,4.61,2236,4.61,4.759710150204825,4.779606767261089,-0.019896617056264,-0.0058975187505764595
SNCR,2021-02-25,4.79,4.82,4.732,4.7912,14290,4.7912,4.786930177514793,4.793175308641976,-0.0062451311271827,-0.0023977441741545747
SNCR,2021-02-24,4.71,4.71,4.71,4.71,3331,4.71,4.786153846153846,4.793333333333334,-0.0071794871794876,-0.0014358974358975375
SNCR,2021-02-23,4.83,4.83,4.8,4.8,5950,4.8,4.8,4.8,0.0,0.0
