Symbol,Date,Open,High,Low,Close,Volume,QTNT SMA,QTNT spanTwelveEMA,QTNT spanTwntySixEMA,QTNT_x,QTNT_y
QTNT,2021-04-05,3.88,3.9291,3.88,3.9291,3573,3.9291,3.894019173625,4.1220605037848985,-0.2280413301598987,-0.2433724339105024
QTNT,2021-04-01,3.69,3.86,3.69,3.815,4114,3.815,3.8876408415568178,4.1374973440876905,-0.2498565025308727,-0.2472052098481533
QTNT,2021-03-31,3.61,3.61,3.61,3.61,5383,3.61,3.900848267294421,4.163297131614706,-0.2624488643202847,-0.2465423866774734
QTNT,2021-03-30,3.62,3.62,3.62,3.62,7471,3.62,3.9537297704388616,4.207560902143882,-0.2538311317050206,-0.24256576726677057
QTNT,2021-03-29,3.92,3.97,3.92,3.97,5374,3.97,4.014407910518655,4.254565774315393,-0.2401578637967381,-0.23974942615720807
QTNT,2021-03-26,3.86,3.86,3.78,3.78,3405,3.78,4.022482076067501,4.277331036260624,-0.2548489601931232,-0.23964731674732578
QTNT,2021-03-25,3.67,3.68,3.67,3.672,13224,3.672,4.066569726261592,4.3171175191614735,-0.2505477928998818,-0.2358469058858764
QTNT,2021-03-24,3.93,3.93,3.93,3.93,2604,3.93,4.138309676490972,4.368726920694391,-0.2304172442034184,-0.23217168413237502
QTNT,2021-03-23,4.07,4.07,4.07,4.07,5715,4.07,4.176184163125694,4.403825074349942,-0.2276409112242472,-0.23261029411461415
QTNT,2021-03-22,4.0784,4.08,4.04,4.06,35436,4.06,4.195490374603093,4.430531080297937,-0.2350407056948444,-0.23385263983720586
QTNT,2021-03-19,4.04,4.04,4.04,4.04,217515,4.04,4.220124988167292,4.460173566721772,-0.2400485785544797,-0.2335556233727962
QTNT,2021-03-18,4.14,4.14,4.14,4.14,3756,4.14,4.2528749860158905,4.493787452059514,-0.240912466043623,-0.2319323845773753
QTNT,2021-03-17,4.08,4.1,4.08,4.1,5471,4.1,4.273397710746052,4.522090448224275,-0.2486927374782226,-0.22968736421081334
QTNT,2021-03-16,4.12,4.16,4.12,4.155,9866,4.155,4.304924567245335,4.555857684082217,-0.2509331168368822,-0.22493602089396103
QTNT,2021-03-15,4.2,4.2,4.2,4.2,5477,4.2,4.332183579471759,4.587926298808794,-0.2557427193370349,-0.2184367469082307
QTNT,2021-03-12,4.24,4.24,4.115,4.2,5343,4.2,4.356216957557534,4.618960402713498,-0.262743445155964,-0.2091102538010296
QTNT,2021-03-11,3.98,4.04,3.97,3.97,20461,3.97,4.384620040749812,4.652477234930577,-0.267857194180765,-0.19570195596229598
QTNT,2021-03-10,4.3,4.35,4.3,4.3426,3702,4.3426,4.460005502704323,4.707075413725024,-0.2470699110207004,-0.1776631464076787
QTNT,2021-03-09,4.17,4.19,4.1,4.1,5279,4.1,4.481351957741473,4.736233446823026,-0.2548814890815531,-0.16031145525442325
QTNT,2021-03-08,3.89,3.96,3.89,3.96,48362,3.96,4.550688677330832,4.787132122568868,-0.2364434452380361,-0.13666894679764074
QTNT,2021-03-05,4.0,4.11,4.0,4.11,19499,4.11,4.6580866186637095,4.853302692374378,-0.195216073710668,-0.11172532218754211
QTNT,2021-03-04,4.51,4.51,4.51,4.51,2669,4.51,4.757738731148021,4.912766907764328,-0.155028176616307,-0.0908526343067606
QTNT,2021-03-03,4.55,4.55,4.465,4.5002,4411,4.5002,4.802782136811297,4.9449882603854745,-0.1422061235741774,-0.07480874872937399
QTNT,2021-03-02,4.62,4.62,4.61,4.61,4880,4.61,4.857797070776987,4.9805713212163125,-0.1227742504393258,-0.05795940501817313
QTNT,2021-03-01,4.59,4.59,4.54,4.572,7123,4.572,4.90285108364553,5.010217026913618,-0.1073659432680882,-0.04175569366288494
QTNT,2021-02-26,4.65,4.65,4.53,4.5301,32275,4.5301,4.963005826126536,5.045274389066707,-0.0822685629401709,-0.025353131261584103
QTNT,2021-02-25,4.7,4.7,4.69,4.7,9114,4.7,5.041715976331361,5.086488340192044,-0.0447723638606829,-0.011124273341937396
QTNT,2021-02-24,4.94,5.1,4.94,4.96,11577,4.96,5.1038461538461535,5.117407407407407,-0.0135612535612539,-0.0027122507122507855
QTNT,2021-02-23,5.15,5.26,5.07,5.13,16016,5.13,5.13,5.13,0.0,0.0
