Symbol,Date,Open,High,Low,Close,Volume,OPK SMA,OPK spanTwelveEMA,OPK spanTwntySixEMA,OPK_x,OPK_y
OPK,2021-04-05,4.46,4.46,4.42,4.435,73758,4.435,4.457867276627463,4.494613283812849,-0.0367460071853864,-0.0029777620834759762
OPK,2021-04-01,4.36,4.3792,4.33,4.34,27990,4.34,4.462024963287002,4.499382346517876,-0.0373573832308746,0.005464299192001421
OPK,2021-03-31,4.22,4.24,4.22,4.23,45541,4.23,4.484211320248275,4.512132934239307,-0.0279216139910314,0.016169719797720444
OPK,2021-03-30,4.26,4.26,4.21,4.2315,49929,4.2315,4.530431560293416,4.5347035689784505,-0.0042720086850343,0.027192553244908414
OPK,2021-03-29,4.46,4.46,4.44,4.45,28647,4.45,4.5847827530740375,4.558959854496727,0.025822898577311,0.03505869372739409
OPK,2021-03-26,4.657,4.68,4.62,4.625,77600,4.625,4.609288708178408,4.567676642856465,0.0416120653219431,0.037367642514915075
OPK,2021-03-25,4.28,4.29,4.25,4.29,92758,4.29,4.606432109665391,4.563090774284982,0.0433413353804095,0.036306536813158055
OPK,2021-03-24,4.74,4.74,4.7201,4.73,17089,4.73,4.663965220513644,4.58493803622778,0.0790271842858638,0.034547837171345186
OPK,2021-03-23,4.92,4.92,4.87,4.885,37974,4.885,4.65195889697067,4.5733330791260025,0.0786258178446672,0.02342800039271551
OPK,2021-03-22,4.9,4.95,4.9,4.9499,63700,4.9499,4.609587787328973,4.548399725456083,0.0611880618728903,0.00962854602972757
OPK,2021-03-19,4.64,4.6701,4.64,4.65,1380605,4.65,4.547712839570605,4.516279703492569,0.0314331360780357,-0.0032613329310631368
OPK,2021-03-18,4.84,4.85,4.76,4.77,73048,4.77,4.529115174037988,4.505582079771975,0.0235330942660123,-0.011934950183337864
OPK,2021-03-17,4.59,4.62,4.57,4.5701,44450,4.5701,4.485317932953985,4.484428646153733,0.0008892868002527,-0.02080196129567542
OPK,2021-03-16,4.7,4.72,4.7,4.71,37152,4.71,4.469903011672892,4.477574937846032,-0.0076719261731392,-0.02622477331965747
OPK,2021-03-15,4.53,4.55,4.455,4.52,214924,4.52,4.426249013795236,4.458980932873714,-0.0327319190784773,-0.03086298510628702
OPK,2021-03-12,4.4,4.41,4.31,4.32,92235,4.32,4.409203379939825,4.454099407503612,-0.0448960275637864,-0.030395751613239423
OPK,2021-03-11,4.4,4.4,4.3484,4.3484,70227,4.3484,4.42542217629252,4.4648273601039,-0.0394051838113798,-0.02677068262560245
OPK,2021-03-10,4.54,4.57,4.527,4.54,87675,4.54,4.439426208345706,4.474141548912212,-0.0347153405665059,-0.023612057329158106
OPK,2021-03-09,4.47,4.47,4.45,4.45,56218,4.45,4.421140064408561,4.468872872825189,-0.0477328084166277,-0.020836236519821145
OPK,2021-03-08,4.23,4.24,4.2,4.2084,71109,4.2084,4.4158928033919365,4.470382702651204,-0.0544898992592672,-0.014112093545619493
OPK,2021-03-05,4.18,4.19,4.15,4.15,82052,4.15,4.453618767645016,4.4913413188633,-0.0377225512182839,-0.004017642117207544
OPK,2021-03-04,4.3,4.3,4.23,4.25,168133,4.25,4.508822179944109,4.518648624372363,-0.0098264444282545,0.004408585158061556
OPK,2021-03-03,4.58,4.58,4.552,4.5716,37485,4.5716,4.555880758115765,4.540140514322152,0.0157402437936129,0.007967342554640577
OPK,2021-03-02,4.68,4.69,4.62,4.6301,62575,4.6301,4.553022714136813,4.537623755467925,0.0153989586688885,0.006024117244897485
OPK,2021-03-01,4.57,4.58,4.56,4.5733,67651,4.5733,4.539008662161688,4.530225655905359,0.0087830062563289,0.003680406888899727
OPK,2021-02-26,4.61,4.6334,4.55,4.56,99450,4.56,4.532773873463814,4.526779708377788,0.005994165086026,0.0024047570470424095
OPK,2021-02-25,4.52,4.53,4.49,4.52,93386,4.52,4.527823668639052,4.524122085048011,0.0037015835910416,0.0015074050372965078
OPK,2021-02-24,4.62,4.64,4.5801,4.5801,121447,4.5801,4.529246153846153,4.524451851851852,0.004794301994301,0.0009588603988602174
OPK,2021-02-23,4.6,4.63,4.48,4.52,332229,4.52,4.52,4.52,0.0,0.0
