Symbol,Date,Open,High,Low,Close,Volume,AGRX SMA,AGRX spanTwelveEMA,AGRX spanTwntySixEMA,AGRX_x,AGRX_y
AGRX,2021-04-05,2.21,2.21,2.19,2.1977,27353,2.1977,2.106913860111711,2.2662610044509623,-0.1593471443392515,-0.19585948575586493
AGRX,2021-04-01,2.08,2.12,2.08,2.1001,19763,2.1001,2.090407289222931,2.271745884807039,-0.181338595584108,-0.20498757111001822
AGRX,2021-03-31,2.05,2.05,2.01,2.01,36205,2.01,2.088644978172555,2.2854775555916023,-0.1968325774190473,-0.21089981499149574
AGRX,2021-03-30,1.98,2.0,1.98,1.98,20470,1.98,2.10294406511302,2.30751576003893,-0.2045716949259106,-0.21441662438460782
AGRX,2021-03-29,2.01,2.01,2.0,2.0,13589,2.0,2.1252975314972047,2.333717020842045,-0.2084194893448399,-0.2168778567492822
AGRX,2021-03-26,2.05,2.075,2.05,2.06,17987,2.06,2.148078900860333,2.360414382509408,-0.2123354816490752,-0.21899244860039266
AGRX,2021-03-25,2.09,2.1,2.04,2.045,66108,2.045,2.1640932464713027,2.3844475331101607,-0.2203542866388579,-0.220656690338222
AGRX,2021-03-24,2.09,2.12,2.0804,2.0999,323635,2.0999,2.18574656401154,2.411603335758974,-0.2258567717474342,-0.220732291263063
AGRX,2021-03-23,2.05,2.0538,2.03,2.03,59771,2.03,2.201355030195456,2.436539602619692,-0.2351845724242363,-0.2194511711419703
AGRX,2021-03-22,2.1,2.1,2.09,2.1,23408,2.1,2.232510490230993,2.469062770829268,-0.2365522805982745,-0.21551782082140378
AGRX,2021-03-19,2.06,2.065,2.04,2.04,241454,2.04,2.256603306636628,2.498587792495609,-0.241984485858981,-0.21025920587718597
AGRX,2021-03-18,2.07,2.0799,2.065,2.07,28153,2.07,2.295985726025106,2.535274815895258,-0.2392890898701516,-0.20232788588173717
AGRX,2021-03-17,2.06,2.07,2.05,2.06,22398,2.06,2.337074039847853,2.5724968011668783,-0.2354227613190254,-0.19308758488463354
AGRX,2021-03-16,2.18,2.18,2.17,2.18,11490,2.18,2.387451138002008,2.613496545260229,-0.2260454072582205,-0.18250379077603557
AGRX,2021-03-15,2.2465,2.26,2.22,2.22,48484,2.22,2.4251695267296456,2.648176268881046,-0.223006742151401,-0.1716183866554892
AGRX,2021-03-12,2.23,2.23,2.2,2.22,43877,2.22,2.4624730770441268,2.6824303703915304,-0.2199572933474036,-0.15877129778151133
AGRX,2021-03-11,2.3882,2.3905,2.3882,2.39,25695,2.39,2.5065590910521496,2.719424800022853,-0.2128657089707033,-0.14347479889003822
AGRX,2021-03-10,2.24,2.24,2.21,2.22,29715,2.22,2.527751653061632,2.745778784024681,-0.2180271309630495,-0.12612707136987192
AGRX,2021-03-09,2.14,2.15,2.13,2.13,34613,2.13,2.5837064990728376,2.787841086746656,-0.2041345876738183,-0.10315205647157774
AGRX,2021-03-08,2.22,2.26,2.15,2.1581,164290,2.1581,2.666198589813354,2.8404683736863885,-0.1742697838730347,-0.07790642367101758
AGRX,2021-03-05,2.28,2.28,2.2701,2.2783,16281,2.2783,2.7585801515976,2.8950578435812995,-0.1364776919836994,-0.05381558362051328
AGRX,2021-03-04,2.35,2.35,2.3008,2.3008,21576,2.3008,2.8459038155244363,2.9443984710678035,-0.0984946555433672,-0.03315005652971674
AGRX,2021-03-03,2.65,2.6691,2.65,2.6691,39345,2.6691,2.945013600165243,2.995886348753228,-0.0508727485879845,-0.01681390677630411
AGRX,2021-03-02,2.87,2.88,2.84,2.84,58531,2.84,2.9951797092861967,3.022029256653486,-0.0268495473672891,-0.008299196323383898
AGRX,2021-03-01,2.91,2.95,2.9,2.93,11589,2.93,3.0233942018836872,3.0365915971857644,-0.0131973953020771,-0.00366160856240758
AGRX,2021-02-26,2.99,3.01,2.9601,2.9601,8129,2.9601,3.04037496586254,3.045118924960626,-0.0047439590980862,-0.001277661877490175
AGRX,2021-02-25,3.1335,3.19,3.13,3.15,41454,3.15,3.054970414201183,3.051920438957476,0.0030499752437069,-0.0004110875723412733
AGRX,2021-02-24,2.97,3.03,2.9623,2.97,9684,2.97,3.0376923076923075,3.044074074074074,-0.0063817663817666,-0.001276353276353337
AGRX,2021-02-23,3.08,3.08,3.04,3.05,15001,3.05,3.05,3.05,0.0,0.0
