Symbol,Date,Open,High,Low,Close,Volume,TCDA SMA,TCDA spanTwelveEMA,TCDA spanTwntySixEMA,TCDA_x,TCDA_y
TCDA,2021-04-05,5.3735,5.48,5.3735,5.44,9214,5.44,5.193792036776799,5.345857157929254,-0.1520651211524555,-0.2690815239211869
TCDA,2021-04-01,5.33,5.33,5.33,5.33,3109,5.33,5.149026952554398,5.338325730563595,-0.1892987780091966,-0.2983356246133697
TCDA,2021-03-31,5.14,5.15,5.1,5.15,4304,5.15,5.116122762109743,5.338991789008682,-0.2228690268989392,-0.325594836264413
TCDA,2021-03-30,5.25,5.25,5.15,5.175,8764,5.175,5.109963264311515,5.354111132129377,-0.2441478678178619,-0.35127628860578136
TCDA,2021-03-29,5.28,5.32,5.28,5.32,26863,5.32,5.098138403277246,5.368440022699728,-0.2703016194224821,-0.37805839380276124
TCDA,2021-03-26,5.17,5.31,5.16,5.26,24486,5.26,5.057799931145836,5.372315224515707,-0.3145152933698707,-0.404997587397831
TCDA,2021-03-25,4.81,4.87,4.73,4.73,13371,4.73,5.021036282263261,5.381300442476964,-0.3602641602137026,-0.427618160904821
TCDA,2021-03-24,5.05,5.05,5.05,5.05,3253,5.05,5.073951969947491,5.433404477875121,-0.3594525079276298,-0.44445666107760057
TCDA,2021-03-23,5.05,5.05,4.9,4.91,8544,4.91,5.078306873574308,5.46407683610513,-0.3857699625308219,-0.46570769936509326
TCDA,2021-03-22,5.37,5.375,5.37,5.375,3787,5.375,5.108908123315092,5.508402982993541,-0.3994948596784491,-0.48569213357366103
TCDA,2021-03-19,5.09,5.09,5.035,5.05,94513,5.05,5.060527782099655,5.519075221633025,-0.4585474395333699,-0.507241452047464
TCDA,2021-03-18,5.01,5.01,4.96,5.0,3211,5.0,5.062441924299592,5.556601239363666,-0.4941593150640742,-0.5194149551759873
TCDA,2021-03-17,4.81,4.82,4.8,4.82,5275,4.82,5.073795001444973,5.601129338512759,-0.5273343370677868,-0.5257288652039656
TCDA,2021-03-16,5.09,5.09,5.021,5.021,4325,5.021,5.11993954716224,5.663619685593781,-0.5436801384315402,-0.5253274972380102
TCDA,2021-03-15,4.875,4.89,4.86,4.89,6557,4.89,5.137928555737194,5.715029260441282,-0.5771007047040886,-0.5207393369396276
TCDA,2021-03-12,4.9,4.9,4.85,4.85,3142,4.85,5.183006474962139,5.781031601276585,-0.5980251263144467,-0.5066489949985122
TCDA,2021-03-11,4.95,4.95,4.84,4.84,10292,4.84,5.243553106773437,5.8555141293787125,-0.6119610226052759,-0.4838049621695286
TCDA,2021-03-10,4.79,4.79,4.69,4.7,16821,4.7,5.316926398914061,5.936755259729009,-0.6198288608149474,-0.45176594706059175
TCDA,2021-03-09,4.75,4.98,4.75,4.98,38958,4.98,5.429094835080255,6.035695680507329,-0.6066008454270744,-0.4097502186220028
TCDA,2021-03-08,4.7,4.7,4.7,4.7,5907,4.7,5.510748441458483,6.120151334947916,-0.6094028934894329,-0.3605375619207349
TCDA,2021-03-05,4.5,4.5,4.4,4.44,10864,4.44,5.658157248996388,6.233763441743749,-0.5756061927473608,-0.2983212290285601
TCDA,2021-03-04,4.6,4.63,4.51,4.51,31117,4.51,5.87964038517755,6.3772645170832485,-0.4976241319056989,-0.22899998809885996
TCDA,2021-03-03,5.14,5.148,5.07,5.1207,24049,5.1207,6.128665909755286,6.526645678449908,-0.397979768694622,-0.16184395214715025
TCDA,2021-03-02,4.8,4.9299,4.79,4.92,44583,4.92,6.311932438801702,6.6391213327259,-0.3271888939241982,-0.10280999801028227
TCDA,2021-03-01,5.23,5.23,5.12,5.13,24258,5.13,6.565011064038375,6.776651039343973,-0.2116399753055979,-0.046715274031803276
TCDA,2021-02-26,5.19,5.36,5.0,5.31,120619,5.31,6.825922166590806,6.90838312249149,-0.0824609559006841,-0.005484098713354604
TCDA,2021-02-25,7.78,7.78,7.68,7.751,12244,7.751,7.101544378698225,7.036253772290809,0.0652906064074159,0.013760115583477558
TCDA,2021-02-24,7.08,7.08,7.03,7.03,5519,7.03,6.983461538461539,6.979074074074074,0.0043874643874648,0.0008774928774929691
TCDA,2021-02-23,7.0,7.0,6.94,6.975,8379,6.975,6.975,6.975,0.0,0.0
