Symbol,Date,Open,High,Low,Close,Volume,RYCEF SMA,RYCEF spanTwelveEMA,RYCEF spanTwntySixEMA,RYCEF_x,RYCEF_y
RYCEF,2020-11-19,1.33,1.33,1.31,1.32,34094,1.32,1.358697740765163,1.5381062714038554,-0.17940853063869233,-0.19183172819114686
RYCEF,2020-11-18,1.38,1.38,1.36,1.3605,30390,1.3605000000000005,1.3657336936315565,1.555554773116164,-0.1898210794846076,-0.19493752757926047
RYCEF,2020-11-17,1.36,1.36,1.31,1.33,77565,1.33,1.3666852742918392,1.5711591549654569,-0.2044738806736177,-0.19621663960292368
RYCEF,2020-11-16,1.33,1.38,1.33,1.34,239358,1.34,1.3733553241630827,1.5904518873626934,-0.21709656319961068,-0.19415232933525015
RYCEF,2020-11-13,1.24,1.24,1.22,1.24,100064,1.24,1.3794199285563704,1.6104880383517088,-0.23106810979533846,-0.18841627086916002
RYCEF,2020-11-12,1.22,1.22,1.18,1.21,130092,1.2100000000000002,1.4047690064757103,1.6401270814198454,-0.2353580749441351,-0.1777533111376154
RYCEF,2020-11-11,1.37,1.37,1.3,1.32,120127,1.3200000000000005,1.4401815531076578,1.6745372479334328,-0.23435569482577498,-0.16335212018598544
RYCEF,2020-11-10,1.47,1.53,1.47,1.515,96649,1.515,1.4620327445817771,1.7029002277681076,-0.24086748318633025,-0.14560122652603802
RYCEF,2020-11-09,1.35,1.48,1.35,1.47,193057,1.47,1.4524023345057369,1.717932245989556,-0.2655299114838192,-0.12178466236096491
RYCEF,2020-11-06,0.925,0.925,0.8935,0.91,59422,0.91,1.4492027589613254,1.7377668256687206,-0.2885640667073952,-0.08584835008025132
RYCEF,2020-11-05,1.06,1.06,0.9501,0.98,125620,0.98,1.5472396242270212,1.8039881717222184,-0.25674854749519715,-0.03516942092346536
RYCEF,2020-11-04,1.06,1.07,1.055,1.065,15390,1.065,1.6503741013592068,1.869907225459996,-0.21953312410078896,0.020225360719467594
RYCEF,2020-11-03,1.05,1.05,1.015,1.04,32575,1.04,1.75680575615179,1.9342998034967955,-0.1774940473450055,0.08016498192453178
RYCEF,2020-11-02,0.965,0.965,0.92,0.94,52336,0.94,1.8871340754521155,2.005843787776539,-0.11870971232442362,0.1445797392419161
RYCEF,2020-10-30,0.95,0.95,0.9158,0.93,29801,0.9300000000000002,2.059340270988864,2.091111290798662,-0.03177101980979824,0.21040210213350105
RYCEF,2020-10-29,0.9931,1.01,0.96525,1.0,216647,1.0,2.264674865714112,2.1840001940625546,0.08067467165155673,0.2709453826193259
RYCEF,2020-10-28,1.14,1.14,1.08,1.12,174120,1.12,2.494615750389405,2.27872020958756,0.21589554080184525,0.31851306036126803
RYCEF,2020-10-27,2.83,2.94,2.83,2.83,24515,2.83,2.744545886823842,2.3714178263545644,0.3731280604692775,0.34416744025112384
RYCEF,2020-10-26,3.02,3.16,3.0,3.13,32868,3.13,2.729008775337268,2.3347312524629293,0.3942775228743387,0.33692728519658544
RYCEF,2020-10-23,3.04,3.09,3.04,3.04,8361,3.04,2.656101279944044,2.271109752659964,0.38499152728408026,0.3225897257771471
RYCEF,2020-10-22,2.925,2.93,2.9,2.9,10025,2.8999999999999995,2.586301512661143,2.2095985328727608,0.3767029797883823,0.30698927540041393
RYCEF,2020-10-21,2.93,2.98,2.93,2.98,3470,2.979999999999998,2.5292654240540777,2.1543664155025817,0.3748990085514961,0.2895608493034218
RYCEF,2020-10-20,2.86,3.0,2.86,3.0,15647,2.9999999999999987,2.447313682973001,2.088315728742788,0.3589979542302131,0.26822630949140325
RYCEF,2020-10-19,2.83,2.9,2.8,2.8,13290,2.799999999999999,2.3468252616953653,2.015380987042211,0.33144427465315385,0.24553339830670082
RYCEF,2020-10-16,2.83,2.83,2.74,2.77,13900,2.7699999999999987,2.264429854730885,1.952611466005588,0.3118183887252977,0.22405567922008743
RYCEF,2020-10-15,2.37,2.37,2.37,2.37,3200,2.3699999999999988,2.172508010136501,1.8872203832860348,0.2852876268504663,0.202115001843785
RYCEF,2020-10-14,2.35,2.38,2.34,2.34,6385,2.339999999999999,2.1366003756158647,1.8485980139489175,0.2880023616669469,0.18132184559211467
RYCEF,2020-10-13,2.45,2.45,2.36,2.39,19153,2.3899999999999992,2.09961862572784,1.8092858550648312,0.290332770663009,0.15465171657340654
RYCEF,2020-10-12,2.95,3.06,2.95,3.005,20375,3.0049999999999986,2.046822012223811,1.7628287234700175,0.2839932887537935,0.12073145305100591
RYCEF,2020-10-09,2.9,2.9,2.7,2.7,86613,2.6999999999999984,1.87260783262814,1.6634550213476191,0.20915281128052104,0.079915994125309
RYCEF,2020-10-08,2.38,2.49,2.375,2.45,94970,2.4499999999999984,1.7221728931059836,1.5805314230554286,0.14164147005055505,0.04760678983650607
RYCEF,2020-10-07,2.09,2.09,1.99,2.0,19446,1.9999999999999984,1.5898406918525259,1.5109739368998627,0.07886675495266338,0.024098119782993824
RYCEF,2020-10-06,1.81,1.89,1.81,1.87,106552,1.8699999999999983,1.5152662721893493,1.4718518518518515,0.04341442033749732,0.010405960990576491
RYCEF,2020-10-05,1.55,1.59,1.54,1.565,18730,1.5649999999999982,1.4507692307692308,1.44,0.010769230769230864,0.002153846153846173
RYCEF,2020-10-02,1.36,1.43,1.33,1.43,36402,1.4299999999999984,1.43,1.43,0.0,0.0
