Symbol,Date,Open,High,Low,Close,Volume,SLS SMA,SLS spanTwelveEMA,SLS spanTwntySixEMA,SLS_x,SLS_y
SLS,2020-11-19,2.82,2.93,2.78,2.8464,64782,2.8464,2.668253327391196,2.640559889340808,0.027693438050388156,-0.005333603046143145
SLS,2020-11-18,2.8,2.93,2.8,2.8501,69639,2.8501000000000003,2.6358630232805043,2.6240926804880718,0.011770342792432055,-0.013590363320275857
SLS,2020-11-17,2.64,2.78,2.56,2.7312,28227,2.7312000000000007,2.5969108456951417,2.6060120949271184,-0.009101249231976638,-0.019930539848452944
SLS,2020-11-16,2.52,2.68,2.52,2.5972,12896,2.5972000000000004,2.5724946358215317,2.5959970625212883,-0.023502426699756995,-0.02263786250257202
SLS,2020-11-13,2.57,2.575,2.47,2.5,10610,2.500000000000001,2.5680027514254458,2.595900827522992,-0.027898076097545577,-0.022421721453275884
SLS,2020-11-12,2.54,2.5403,2.5,2.5,20902,2.500000000000001,2.5803668880482538,2.6035728937248312,-0.0232060056765766,-0.02105263279220835
SLS,2020-11-11,2.65,2.65,2.5403,2.6073,6143,2.6073000000000004,2.5949790495115734,2.6118587252228167,-0.01687967571124416,-0.020514289571116062
SLS,2020-11-10,2.65,2.65,2.5712,2.5906,5765,2.5906000000000007,2.5927388766954955,2.6122234232406423,-0.019484546545146756,-0.02142294303608426
SLS,2020-11-09,2.69,2.7,2.5178,2.69,5547,2.6900000000000013,2.5931277633674035,2.613953297099893,-0.020825533732490083,-0.021907542158818634
SLS,2020-11-06,2.68,2.68,2.625,2.6579,1345,2.657900000000001,2.575514629434204,2.6078695608678846,-0.03235493143368107,-0.022178044265400883
SLS,2020-11-05,2.5,2.5,2.44,2.4968,1791,2.496800000000001,2.560535471149514,2.6038671257373154,-0.043331654587801534,-0.019633822473330946
SLS,2020-11-04,2.47,2.5101,2.4198,2.4198,3915,2.419800000000001,2.572123738631244,2.6124324957963005,-0.040308757165056885,-0.013709364444713299
SLS,2020-11-03,2.39,2.44,2.39,2.44,960,2.440000000000001,2.599818963836924,2.6278430954600043,-0.028024131623080258,-0.007059516264627511
SLS,2020-11-02,2.58,2.58,2.43,2.5224,5803,2.5224000000000006,2.62887695726182,2.642870543096804,-0.01399358583498467,-0.0018183624250143217
SLS,2020-10-30,2.59,2.5938,2.59,2.5938,267,2.5938000000000008,2.6482364040366955,2.6525081865445483,-0.0042717825078524285,0.0012254434274780427
SLS,2020-10-29,2.63,2.63,2.54,2.6108,8658,2.6108000000000007,2.658133932043368,2.6572048414681118,0.0009290905752559198,0.002599749911310772
SLS,2020-10-28,2.67,2.6815,2.6204,2.6204,2463,2.6204000000000014,2.6667401015057988,2.660917228785561,0.005822872720237625,0.0030174147453243738
SLS,2020-10-27,2.82,2.82,2.75,2.75,723,2.7500000000000018,2.675165574506853,2.664158607088406,0.011006967418447644,0.00231605025159606
SLS,2020-10-26,2.69,2.75,2.69,2.7047,6824,2.7047000000000017,2.661559315326281,2.6572912956554777,0.004268019670803369,0.00014332095988327535
SLS,2020-10-23,2.74,2.83,2.7,2.7264,10778,2.7264000000000017,2.6537155544765145,2.6534985993079165,0.0002169551685979876,-0.000887853717846748
SLS,2020-10-22,2.62,2.63,2.53,2.6,4710,2.6000000000000014,2.640500200744972,2.64766648725255,-0.007166286507578334,-0.0011640559394579318
SLS,2020-10-21,2.6335,2.65,2.62,2.64,1807,2.640000000000002,2.647863873607694,2.651479806232754,-0.003615932625060214,0.00033650170257205805
SLS,2020-10-20,2.59,2.68,2.59,2.625,3220,2.625000000000002,2.6492936688090927,2.6523981907313745,-0.0031045219222818328,0.001324610284480126
SLS,2020-10-19,2.7,2.7022,2.617,2.6188,25054,2.618800000000002,2.6537106995016546,2.654590045989884,-0.0008793464882290714,0.0024318933361706157
SLS,2020-10-16,2.6,2.7092,2.6,2.7092,1193,2.7092000000000023,2.6600580994110468,2.6574532496690755,0.00260484974197217,0.0032597032922706483
SLS,2020-10-15,2.6,2.73,2.57,2.57,3080,2.570000000000002,2.6511232083948744,2.6533135096426013,-0.0021903012477269,0.0034234166798454897
SLS,2020-10-14,2.7,2.7262,2.5801,2.6754,10392,2.675400000000002,2.6658728826484883,2.6599785904140094,0.005894292234479348,0.004826846161738587
SLS,2020-10-13,2.61,2.66,2.61,2.6145,1631,2.6145000000000023,2.664140679493668,2.65874487764713,0.005395801846538095,0.004559984643553507
SLS,2020-10-12,2.8,2.8,2.65,2.715,8079,2.7150000000000016,2.6731662575834263,2.6622844678589006,0.010881789724525692,0.004351030342807359
SLS,2020-10-09,2.68,2.68,2.6,2.6647,11742,2.6647000000000016,2.6655601225985945,2.6580672252876125,0.007492897310982015,0.0027183404973777758
SLS,2020-10-08,2.74,2.8,2.74,2.76,1658,2.7600000000000016,2.665716508525612,2.6575366033106214,0.008179905214990235,0.0015247012939767154
SLS,2020-10-07,2.61,2.65,2.61,2.65,2268,2.650000000000002,2.6485740555302684,2.6493395315754706,-0.0007654760452027176,-0.0001390996862767757
SLS,2020-10-06,2.65,2.66,2.5633,2.625,10689,2.625000000000002,2.6483147928994084,2.6492866941015087,-0.0009719012021003336,1.7494403454598756e-05
SLS,2020-10-05,2.6,2.69,2.55,2.6666,10685,2.6666000000000025,2.6525538461538463,2.6512296296296296,0.0013242165242166593,0.00026484330484333185
SLS,2020-10-02,2.5,2.65,2.5,2.65,7403,2.650000000000003,2.65,2.65,0.0,0.0
