Symbol,Date,Open,High,Low,Close,Volume,ABMC SMA,ABMC spanTwelveEMA,ABMC spanTwntySixEMA,ABMC_x,ABMC_y
ABMC,2020-11-19,0.11075,0.1125,0.109,0.1125,5368,0.1125,0.1764411671547333,0.19033370065926045,-0.013892533504527156,0.0011814759060201933
ABMC,2020-11-18,0.11,0.115,0.10685,0.11,82300,0.11,0.1880668339101393,0.1965603967120013,-0.008493562801861948,0.0049499782586570305
ABMC,2020-11-17,0.23,0.23,0.11,0.111,1242694,0.111,0.20226080371198285,0.20348522844896136,-0.0012244247369785355,0.008310863523786781
ABMC,2020-11-16,0.23,0.23,0.20625,0.21,11000,0.21,0.2188536771141616,0.21088404672487832,0.00796963038928325,0.010694685588978103
ABMC,2020-11-13,0.2379,0.2379,0.22495,0.2379,14800,0.2379000000000001,0.22046343658946368,0.2109547704628686,0.009508666126595068,0.011375949388901808
ABMC,2020-11-12,0.2299,0.24,0.2161,0.2161,13700,0.2161,0.2172931523330025,0.20879915209989805,0.008494000233104454,0.011842770204478485
ABMC,2020-11-11,0.203025,0.233,0.20275,0.233,18400,0.2330000000000001,0.21751008912082115,0.20821508426788987,0.009295004852931277,0.012679962697321991
ABMC,2020-11-10,0.20005,0.20005,0.2,0.2,3000,0.20000000000000004,0.21469374168824315,0.20623229100932106,0.008461450678922094,0.013526202158419669
ABMC,2020-11-09,0.2001,0.2001,0.18,0.18,40290,0.18,0.21736533108610556,0.2067308742900668,0.010634456796038777,0.01479239002829406
ABMC,2020-11-06,0.21,0.2197,0.21,0.2197,10718,0.2197,0.22415902764721565,0.2088693442332721,0.015289683413943544,0.01583187333635789
ABMC,2020-11-05,0.22,0.24,0.22,0.24,800,0.24,0.22496975994670945,0.20800289177193387,0.01696686817477555,0.015967420816961474
ABMC,2020-11-04,0.2055,0.22,0.1998,0.22,990,0.22,0.22223698902792927,0.20544312311368856,0.01679386591424076,0.015717558977507946
ABMC,2020-11-03,0.22,0.22,0.21,0.21,38156,0.20999999999999994,0.22264371430573465,0.2042785729627836,0.01836514134295103,0.015448482243324756
ABMC,2020-11-02,0.25,0.25,0.24,0.242225,89900,0.24222499999999994,0.22494257145223184,0.20382085879980635,0.021121712652425517,0.014719317468418178
ABMC,2020-10-30,0.2566,0.268,0.2566,0.268,3700,0.2679999999999999,0.22180031171627398,0.2007485275037908,0.021051784212483188,0.01311871867241635
ABMC,2020-10-29,0.265,0.275,0.26,0.275,9250,0.2749999999999999,0.2134003683919602,0.1953684097040941,0.018031958687866084,0.011135452287399641
ABMC,2020-10-28,0.225,0.23,0.225,0.2251,8000,0.22509999999999986,0.20220043537231655,0.18899788248042165,0.013202552891894951,0.00941132568728303
ABMC,2020-10-27,0.23,0.23,0.2198,0.23,17600,0.22999999999999984,0.1980368781672832,0.18610971307885535,0.011927165088427838,0.008463518886130065
ABMC,2020-10-26,0.2295,0.2295,0.21,0.21975,20200,0.21974999999999986,0.1922254014704256,0.1825984901251638,0.009626911345261807,0.007597607335555621
ABMC,2020-10-23,0.2155,0.23,0.2003,0.2013,25973,0.20129999999999987,0.18722092901050294,0.1796263693351769,0.007594559675326074,0.007090281333129073
ABMC,2020-10-22,0.20485,0.20485,0.1927,0.1927,3177,0.1926999999999999,0.1846610979215035,0.17789247888199106,0.006768619039512452,0.00696421174757983
ABMC,2020-10-21,0.1899,0.1899,0.182775,0.182775,2027,0.18277499999999988,0.18319947936177688,0.17670787719255032,0.0064916021692265615,0.0070131099245966735
ABMC,2020-10-20,0.1751,0.19,0.1751,0.19,2100,0.18999999999999986,0.1832766574275545,0.17622250736795436,0.007054150059600139,0.007143486863439201
ABMC,2020-10-19,0.1787,0.1787,0.1787,0.1787,500,0.17869999999999986,0.18205423150529168,0.1751203079573907,0.006933923547900983,0.007165821064398966
ABMC,2020-10-16,0.18,0.18,0.18,0.18,1050,0.17999999999999985,0.18266409177898107,0.17483393259398194,0.00783015918499913,0.007223795443523462
ABMC,2020-10-15,0.174225,0.174225,0.174225,0.174225,240,0.17422499999999985,0.1831484721024322,0.1744206472015005,0.008727824900931713,0.007072204508154544
ABMC,2020-10-14,0.185,0.187225,0.17800000000000002,0.17800000000000002,10749,0.1779999999999999,0.1847709215756017,0.17443629897762053,0.01033462259798118,0.006658299409960252
ABMC,2020-10-13,0.19395,0.1959,0.19395,0.1959,4500,0.19589999999999988,0.1860019982257111,0.17415120289583014,0.011850795329880924,0.005739218612955019
ABMC,2020-10-12,0.217,0.2231,0.18100000000000002,0.2164,99950,0.2163999999999999,0.18420236153947675,0.1724112991274966,0.011791062411980163,0.004211324433723535
ABMC,2020-10-09,0.223,0.2295,0.21600000000000005,0.2171,55656,0.21709999999999988,0.17834824545574526,0.16889220305769634,0.009456042398048896,0.002316389939159378
ABMC,2020-10-08,0.2875,0.319,0.2251,0.25505,351450,0.2550499999999999,0.17130247190224435,0.16503557930231205,0.0062668925999322935,0.0005314768244369909
ABMC,2020-10-07,0.16,0.16,0.16,0.16,6000,0.15999999999999992,0.1560756486117433,0.15783442564649697,-0.001758777034753689,-0.000902377119436835
ABMC,2020-10-06,0.14805,0.1495,0.145,0.145,4800,0.14499999999999993,0.1553621301775148,0.15766117969821675,-0.0022990495207019512,-0.0006882771406076283
ABMC,2020-10-05,0.1421,0.155,0.1421,0.1421,18405,0.14209999999999992,0.15724615384615384,0.15867407407407408,-0.0014279202279202374,-0.0002855840455840475
ABMC,2020-10-02,0.16,0.175,0.16,0.16,6400,0.15999999999999992,0.16,0.16,0.0,0.0
