Symbol,Date,Open,High,Low,Close,Volume,ABUS SMA,ABUS spanTwelveEMA,ABUS spanTwntySixEMA,ABUS_x,ABUS_y
ABUS,2020-11-19,3.43,3.46,3.23,3.23,337981,3.23,3.3126930720909464,3.1844357654707136,0.12825730662023238,0.07697298047107361
ABUS,2020-11-18,3.58,3.675,3.58,3.59,225385,3.5900000000000003,3.327728176107481,3.180790626708371,0.14693754939911052,0.0641518989337838
ABUS,2020-11-17,3.63,3.7,3.41,3.49,566306,3.49,3.2800423899452054,3.148053876845041,0.1319885131001648,0.04345548631745222
ABUS,2020-11-16,3.98,4.14,3.81,3.82,1763236,3.82,3.241868279026152,3.1206981869926436,0.1211700920335077,0.021322229621774186
ABUS,2020-11-13,3.56,3.5698,3.43,3.46,375598,3.4600000000000004,3.13675342066727,3.064754041952056,0.07199937871521468,-0.0036397359811594157
ABUS,2020-11-12,3.62,3.75,3.46,3.52,692777,3.5200000000000005,3.0779813153340463,3.03313436530822,0.04484695002582662,-0.022549514655252824
ABUS,2020-11-11,3.27,3.2899,3.23,3.275,123294,3.275,2.9976142817584184,2.9941851145328773,0.003429167225541541,-0.03939863082552258
ABUS,2020-11-10,3.3,3.3099,3.135,3.16,322284,3.1600000000000006,2.947180514805404,2.971719923695507,-0.02453940889010342,-0.05010558033828849
ABUS,2020-11-09,2.98,3.045,2.9,2.991,391577,2.9910000000000005,2.9084860629518396,2.956657517591148,-0.0481714546393075,-0.05649712320033487
ABUS,2020-11-06,2.84,2.8648,2.79,2.815,152174,2.8150000000000013,2.893483528943084,2.9539101189984387,-0.06042659005535533,-0.058578540340591484
ABUS,2020-11-05,2.87,3.05,2.87,2.95,203672,2.9500000000000006,2.90775326147819,2.9650229285183136,-0.05726966704012426,-0.058116527911900626
ABUS,2020-11-04,2.9,2.97,2.87,2.95,164611,2.95,2.9000720362924057,2.9662247627997798,-0.06615272650737357,-0.058328243129844824
ABUS,2020-11-03,2.76,2.81,2.76,2.795,46357,2.795,2.8909942247092064,2.967522743823762,-0.0765285191145555,-0.05637212228546252
ABUS,2020-11-02,2.84,2.85,2.78,2.8,86410,2.8,2.90844772011088,2.9813245633296632,-0.07287684321878274,-0.05133302307818927
ABUS,2020-10-30,2.92,2.94,2.84,2.875,49405,2.875,2.9281654874037675,2.995830528396036,-0.06766504099226855,-0.045947068043040794
ABUS,2020-10-29,2.92,2.95,2.86,2.87,83384,2.87,2.9378319396589982,3.0054969706677186,-0.06766503100872122,-0.040517574805733855
ABUS,2020-10-28,2.85,2.935,2.78,2.83,157609,2.83,2.950165019596997,3.0163367283211366,-0.06617170872413912,-0.03373071075498723
ABUS,2020-10-27,2.82,2.89,2.78,2.87,71293,2.87,2.97201320497827,3.0312436665868283,-0.05923046160855794,-0.025620461262699137
ABUS,2020-10-26,2.85,2.9210000000000003,2.84,2.905,41148,2.905,2.9905610604288637,3.0441431599137743,-0.05358209948490966,-0.017217961176234326
ABUS,2020-10-23,2.88,2.9,2.81,2.83,123890,2.8300000000000005,3.006117616870476,3.0552746127068757,-0.0491569958363991,-0.00812692659906527
ABUS,2020-10-22,2.79,2.8924,2.7899,2.87,130482,2.870000000000001,3.0381390017560173,3.073296581723425,-0.0351575799674082,0.0021305907102683007
ABUS,2020-10-21,2.89,2.92,2.84,2.85,117322,2.8500000000000005,3.0687097293480203,3.0895603082612992,-0.020850578913278902,0.011452633379687317
ABUS,2020-10-20,3.02,3.05,2.96,2.96,81381,2.9600000000000004,3.108475134684024,3.1087251329222028,-0.00024999823817939415,0.01952843645292887
ABUS,2020-10-19,3.08,3.1,3.02,3.035,150340,3.035000000000001,3.135470613717483,3.12062314355598,0.014847470161503118,0.024473045125705827
ABUS,2020-10-16,3.08,3.13,3.08,3.115,59693,3.115000000000001,3.1537379980297526,3.1274729950404576,0.026265002989295017,0.026879438866756613
ABUS,2020-10-15,3.1,3.134,3.04,3.105,119125,3.1050000000000004,3.1607812703987985,3.1284708346436942,0.03231043575510428,0.027033047836122013
ABUS,2020-10-14,3.22,3.32,3.2,3.21,134358,3.2100000000000004,3.1709233195622164,3.13034850141519,0.04057481814702646,0.02571370085637644
ABUS,2020-10-13,3.16,3.31,3.16,3.3015,203882,3.3015,3.1638184685735284,3.1239763815284047,0.039842087045123264,0.02199842153371393
ABUS,2020-10-12,3.16,3.21,3.1,3.135,117809,3.135,3.1387854628596252,3.1097744920506782,0.029010970808946986,0.017537505155861485
ABUS,2020-10-09,3.16,3.23,3.12,3.15,104990,3.1500000000000004,3.1394737288341017,3.1077564514147316,0.031717277419369694,0.014669138742590106
ABUS,2020-10-08,3.39,3.44,3.27,3.325,279502,3.3250000000000006,3.1375598613493927,3.1043769675279105,0.033182893821482214,0.010407104073395096
ABUS,2020-10-07,3.1,3.22,3.09,3.185,117275,3.1850000000000005,3.1034798361401914,3.0867271249301433,0.01675271121004851,0.0047131566363733165
ABUS,2020-10-06,3.26,3.3,3.16,3.2082,183186,3.2082,3.0886579881656804,3.0788652949245536,0.009792693241126305,0.0017032679929546292
ABUS,2020-10-05,3.04,3.0687,3.01,3.05,89270,3.0500000000000003,3.0669230769230764,3.0685185185185184,-0.0015954415954415602,-0.00031908831908840086
ABUS,2020-10-02,3.0,3.13,2.97,3.07,218066,3.0700000000000003,3.07,3.07,0.0,0.0
