Symbol,Date,Open,High,Low,Close,Volume,PIXY SMA,PIXY spanTwelveEMA,PIXY spanTwntySixEMA,PIXY_x,PIXY_y
PIXY,2020-11-19,2.25,2.29,2.2165,2.27,17817,2.27,2.232298639222714,2.3950373857056784,-0.16273874648296438,-0.22191683829049824
PIXY,2020-11-18,2.28,2.29,2.25,2.2634,30599,2.2634000000000003,2.2254438463541164,2.4050403765621327,-0.17959653020801625,-0.2367113612423817
PIXY,2020-11-17,2.23,2.2463,2.18,2.2006,33789,2.200600000000001,2.2185427275094103,2.416371606687103,-0.1978288791776928,-0.25099006900097304
PIXY,2020-11-16,2.2,2.2636,2.2,2.22,30868,2.22,2.2218050416020296,2.433633335222072,-0.2118282936200413,-0.2642803664567931
PIXY,2020-11-13,2.15,2.17,2.15,2.16,41231,2.1600000000000006,2.222133230984217,2.4507240020398373,-0.2285907710556203,-0.2773933846659808
PIXY,2020-11-12,2.21,2.21,2.1489,2.15,31128,2.1500000000000004,2.2334301820722566,2.473981922203024,-0.2405517401307673,-0.2895940380685709
PIXY,2020-11-11,2.28,2.2823,2.18,2.21,59879,2.2100000000000004,2.2485993060853944,2.4999004759792656,-0.2513011698938712,-0.3018546125530218
PIXY,2020-11-10,2.28,2.2892,2.2213,2.25,18910,2.250000000000001,2.255617361737284,2.5230925140576073,-0.2674751523203227,-0.31449297321780945
PIXY,2020-11-09,2.2,2.29,2.18,2.23,64604,2.2300000000000004,2.2566387002349715,2.544939915182216,-0.2883012149472437,-0.326247428442181
PIXY,2020-11-06,2.1699,2.1752,2.13,2.13,31455,2.1300000000000003,2.2614821002776937,2.570135108396793,-0.3086530081190988,-0.3357339818159151
PIXY,2020-11-05,2.13,2.19,2.1243,2.19,28566,2.1900000000000004,2.2853879366918206,2.6053459170685365,-0.31995798037671586,-0.34250422524011903
PIXY,2020-11-04,2.14,2.18,2.1267,2.13,19819,2.1300000000000003,2.3027311979085154,2.6385735904340195,-0.3358423925255041,-0.3481407864559698
PIXY,2020-11-03,2.17,2.26,2.17,2.22,55162,2.2200000000000006,2.3341368702555183,2.6792594776687406,-0.3451226074132228,-0.35121538493858623
PIXY,2020-11-02,2.11,2.14,2.08,2.1301,113160,2.130100000000001,2.3548890284837944,2.7160002358822406,-0.36111120739844615,-0.3527385793199272
PIXY,2020-10-30,2.21,2.23,2.133,2.23,52527,2.230000000000001,2.3957597609353942,2.7628722547528195,-0.36711249381742617,-0.35064542230029744
PIXY,2020-10-29,2.142,2.142,2.02,2.08,79928,2.0800000000000005,2.4258978992872837,2.805502035133045,-0.3796041358457623,-0.34652865442101544
PIXY,2020-10-28,2.22,2.22,2.11,2.17,98720,2.17,2.4887884264304256,2.863542197943689,-0.3747537715132632,-0.33825978406482893
PIXY,2020-10-27,2.29,2.29,2.22,2.24,19458,2.24,2.546749958508685,2.9190255737791837,-0.3722756152704987,-0.32913628720272037
PIXY,2020-10-26,2.31,2.34,2.23,2.34,138819,2.34,2.602522678237537,2.9733476196815185,-0.3708249414439817,-0.3183514551857758
PIXY,2020-10-23,2.38,2.38,2.323,2.34,34423,2.34,2.650254074280726,3.0240154292560404,-0.3737613549753145,-0.30523308362122425
PIXY,2020-10-22,2.35,2.38,2.325,2.36,31178,2.3599999999999994,2.7066639059681306,3.078736663596524,-0.3720727576283931,-0.2881010157827017
PIXY,2020-10-21,2.3553,2.41,2.315,2.315,169025,2.314999999999999,2.7696937070532455,3.1362355966842457,-0.3665418896310007,-0.26710808032127875
PIXY,2020-10-20,2.42,2.42,2.31,2.34,211742,2.3399999999999994,2.852365290153835,3.2019344444189857,-0.3495691542651507,-0.24224962799384842
PIXY,2020-10-19,2.58,2.59,2.5201,2.525,105103,2.5249999999999995,2.9455226156363508,3.2708891999725047,-0.32536658433615395,-0.21541974642602285
PIXY,2020-10-16,2.58,2.5978,2.5,2.51,397645,2.51,3.021981273024778,3.330560335970305,-0.3085790629455269,-0.1879330369484901
PIXY,2020-10-15,2.79,3.0,2.66,2.66,2531821,2.66,3.115068777211101,3.396205162847929,-0.2811363856368283,-0.15777153044923087
PIXY,2020-10-14,2.65,2.6794,2.61,2.6616,85123,2.6616,3.197808554885847,3.455101575875764,-0.25729302098991713,-0.12693031665233162
PIXY,2020-10-13,2.63,2.63,2.54,2.5879,120972,2.5878999999999994,3.2953010194105463,3.518581701945825,-0.22328068253527888,-0.09433964056793526
PIXY,2020-10-12,2.84,2.85,2.73,2.74,179354,2.74,3.4239193865761,3.5930362381014915,-0.1691168515253909,-0.062104380076099336
PIXY,2020-10-09,2.69,2.79,2.68,2.745,844941,2.7449999999999988,3.548268365953573,3.6612791371496094,-0.11301077119603732,-0.035351262213776324
PIXY,2020-10-08,3.58,3.6,3.55,3.56,94707,3.56,3.6943171597633135,3.7345814681215788,-0.04026430835826567,-0.015936384968211294
PIXY,2020-10-07,3.63,3.64,3.55,3.56,18494,3.5599999999999987,3.718738461538461,3.748547985571305,-0.02980952403284398,-0.00985440412069781
PIXY,2020-10-06,3.66,3.74,3.64,3.6794,10009,3.679399999999999,3.7476,3.7636318244170095,-0.016031824417009673,-0.004865624142661265
PIXY,2020-10-05,3.72,3.7293,3.65,3.65,6293,3.649999999999999,3.76,3.7703703703703706,-0.010370370370370807,-0.0020740740740741617
PIXY,2020-10-02,3.87,3.87,3.7744,3.78,34001,3.779999999999999,3.78,3.78,0.0,0.0
