Symbol,Date,Open,High,Low,Close,Volume,RIBT SMA,RIBT spanTwelveEMA,RIBT spanTwntySixEMA,RIBT_x,RIBT_y
RIBT,2020-10-23,0.65,0.67,0.65,0.655,41997,0.655,0.5343955074517986,0.4842470201490216,0.0501484873027771,0.02311696015791738
RIBT,2020-10-22,0.64,0.655,0.64,0.645,30744,0.645,0.5124674178975802,0.4705867817609433,0.04188063613663695,0.01635907837170246
RIBT,2020-10-21,0.6195,0.634,0.615,0.6267,48167,0.6267,0.4883705847880493,0.4566337243018188,0.03173686048623059,0.00997868893046885
RIBT,2020-10-20,0.5807,0.599,0.57,0.57,64243,0.5699999999999998,0.4632197820222401,0.4430284222459643,0.02019135977627584,0.004539146041528444
RIBT,2020-10-19,0.46,0.5208,0.46,0.52,156955,0.5199999999999999,0.4438051969353747,0.43287069602564143,0.010934500909733302,0.0006260926078415943
RIBT,2020-10-16,0.462,0.4674,0.45010100000000003,0.4502,10974,0.4501999999999999,0.42995159637817015,0.4259003517076928,0.004051244670477404,-0.001951009467631319
RIBT,2020-10-15,0.4447,0.4449,0.43,0.4449,13167,0.4449,0.4262700684469284,0.4239563798443082,0.002313688602620212,-0.003451573002158486
RIBT,2020-10-14,0.4608,0.4608,0.4501,0.4511,18970,0.4511,0.4228828081645517,0.4222808902318528,0.0006019179326989255,-0.00489288840335316
RIBT,2020-10-13,0.46,0.465,0.4263,0.4592770000000001,111240,0.4592770000000001,0.4177524096490157,0.41997536145040093,-0.0022229518013853755,-0.0062665899873661805
RIBT,2020-10-12,0.44,0.44,0.42,0.4399,79075,0.4399,0.4102024841306549,0.4168312303664332,-0.006628746235778249,-0.007277499533861423
RIBT,2020-10-09,0.4003,0.41,0.395,0.4096,28247,0.4095999999999999,0.404802935790774,0.4149857287957479,-0.010182793004973878,-0.0074396878583822025
RIBT,2020-10-08,0.39,0.3935,0.3865,0.3895,19695,0.3894999999999999,0.4039307422981874,0.4154165870994077,-0.01148584480122028,-0.006753911571734269
RIBT,2020-10-07,0.395,0.3979,0.377,0.3801,80885,0.3800999999999998,0.4065545136251306,0.4174899140673603,-0.01093540044222968,-0.005570928264362752
RIBT,2020-10-06,0.39899999999999997,0.3997,0.389,0.389,22398,0.3889999999999999,0.41136442519333616,0.4204811071927491,-0.009116681999412957,-0.0042298102198960194
RIBT,2020-10-05,0.395,0.402,0.39399999999999996,0.3948,32454,0.3947999999999998,0.4154306843193973,0.4229995957681691,-0.007568911448771754,-0.003008092275016785
RIBT,2020-10-02,0.4,0.40879899999999997,0.3997,0.39975,10954,0.3997499999999999,0.4191817178320151,0.4252555634296226,-0.00607384559760754,-0.0018678874815780287
RIBT,2020-10-01,0.4214,0.4214,0.42,0.42,959,0.4199999999999999,0.422714757437836,0.4272960085039925,-0.0045812510661564785,-0.0008163979525706506
RIBT,2020-09-30,0.4099,0.415,0.4002,0.405612,8011,0.4056119999999998,0.4232083496992607,0.4278796891843119,-0.004671339485051218,0.00012481532582582012
RIBT,2020-09-29,0.4,0.4076,0.4,0.4,3147,0.3999999999999998,0.4264076860082172,0.4296611043190569,-0.0032534183108396397,0.0013238540285450797
RIBT,2020-09-28,0.4320000000000001,0.4320000000000001,0.4012,0.43,22280,0.4299999999999998,0.4312090834642568,0.4320339926645814,-0.0008249092003246862,0.002468172113391273
RIBT,2020-09-25,0.44,0.44,0.402,0.402,8437,0.4019999999999999,0.4314289168213943,0.432196712077748,-0.0007677952563536762,0.003291442441820249
RIBT,2020-09-24,0.4109,0.4145,0.3951,0.4005,22940,0.4004999999999999,0.4367796289707387,0.4346124490439678,0.002167179926770957,0.004306251866363744
RIBT,2020-09-23,0.4327,0.4414,0.41700000000000004,0.4389,34758,0.4388999999999999,0.4433759251472367,0.4373414449674852,0.0060344801797514456,0.004841019851261954
RIBT,2020-09-22,0.446,0.462,0.44,0.442,31026,0.4419999999999999,0.4441897297194615,0.4372167605648841,0.0069729691545774575,0.004542654769139568
RIBT,2020-09-21,0.4628,0.4634,0.451,0.4625,21295,0.4624999999999999,0.4445878623957272,0.4368341014100748,0.007753760985652447,0.003935076172780109
RIBT,2020-09-18,0.4546,0.4579,0.452,0.4549,6854,0.4548999999999999,0.4413311101040413,0.4347808295228808,0.0065502805811604725,0.0029804049695620373
RIBT,2020-09-17,0.46,0.465,0.4551,0.4551,34198,0.4550999999999999,0.43886403921386696,0.4331712958847113,0.005692743329155703,0.002087936066662414
RIBT,2020-09-16,0.4515,0.459899,0.4509,0.4538,5629,0.4537999999999998,0.43591204634366104,0.4314169995554882,0.004495046788172807,0.0011867342510391058
RIBT,2020-09-15,0.46,0.46,0.44,0.46,6542,0.4599999999999999,0.4326596911334175,0.4296263595199272,0.003033331613490286,0.00035965611675566625
RIBT,2020-09-14,0.45,0.45,0.4234,0.43755,11979,0.43754999999999983,0.427688725884948,0.4271964682815214,0.0004922576034265824,-0.00030876275742798884
RIBT,2020-09-11,0.4352,0.44,0.4301,0.44,46038,0.43999999999999984,0.4258957669549386,0.4263681857440431,-0.0004724187891045339,-0.0005090178476416316
RIBT,2020-09-10,0.4126,0.4211,0.41020100000000004,0.4106,5955,0.4105999999999998,0.4233313609467456,0.4252776406035666,-0.0019462796568210368,-0.000518167612275906
RIBT,2020-09-09,0.41600000000000004,0.4205,0.41020100000000004,0.4171,16846,0.4170999999999999,0.42564615384615373,0.4264518518518519,-0.0008056980056980745,-0.00016113960113963712
RIBT,2020-09-08,0.41,0.4349,0.41,0.4272,44650,0.4271999999999998,0.4272,0.4272,0.0,0.0
RIBT,2020-09-08,0.41,0.4349,0.41,0.4272,44650,0.4271999999999998,0.4272,0.4272,0.0,0.0
