Symbol,Date,Open,High,Low,Close,Volume,YPF SMA,YPF spanTwelveEMA,YPF spanTwntySixEMA,YPF_x,YPF_y
YPF,2020-10-23,3.48,3.51,3.43,3.49,41802,3.49,3.6008614259900087,3.8491193451280656,-0.2482579191380565,-0.2715652318692526
YPF,2020-10-22,3.35,3.39,3.29,3.375,93136,3.375,3.6210180488972834,3.8778488927383115,-0.2568308438410276,-0.27739206005205147
YPF,2020-10-21,3.45,3.53,3.355,3.385,167397,3.385,3.6657486032422435,3.9180768041573764,-0.252328200915132,-0.2825323641048073
YPF,2020-10-20,3.63,3.6801,3.6298,3.64,102404,3.640000000000001,3.716793803831743,3.960722948489966,-0.24392914465822324,-0.29008340490222595
YPF,2020-10-19,3.58,3.71,3.58,3.695,84526,3.6950000000000007,3.7307563136193327,3.9863807843691634,-0.2556244707498312,-0.30162196996322665
YPF,2020-10-16,3.63,3.63,3.5,3.548,60996,3.5480000000000005,3.73725746155012,4.009691247118696,-0.2724337855685768,-0.31312134476657555
YPF,2020-10-15,3.65,3.74,3.61,3.61,54335,3.61,3.771667909104688,4.046626546888193,-0.2749586377835058,-0.32329323456607534
YPF,2020-10-14,3.76,3.87,3.7,3.835,57034,3.835,3.801062074396449,4.081556670639248,-0.28049459624280004,-0.3353768837617178
YPF,2020-10-13,3.75,3.77,3.69,3.74,54592,3.740000000000001,3.7948915424685303,4.101281204290388,-0.3063896618218576,-0.3490974556414474
YPF,2020-10-12,3.9,3.9,3.7499,3.77,47245,3.770000000000002,3.8048718229173546,4.130183700633618,-0.3253118777162647,-0.3597744040963447
YPF,2020-10-09,3.89,3.89,3.77,3.8,62874,3.800000000000001,3.8112121543568738,4.158998396684309,-0.3477862423274352,-0.36839003569136486
YPF,2020-10-08,3.66,3.7,3.63,3.69,17053,3.6900000000000013,3.8132507278763055,4.1877182684190535,-0.374467540542748,-0.37354098403234726
YPF,2020-10-07,3.59,3.65,3.54,3.58,94892,3.5800000000000014,3.8356599511265426,4.227535729892578,-0.39187577876603497,-0.37330934490474704
YPF,2020-10-06,3.79,3.845,3.75,3.78,118170,3.780000000000001,3.882143578604096,4.279338588283984,-0.397195009679888,-0.3686677364394249
YPF,2020-10-05,3.67,3.71,3.615,3.62,42682,3.6200000000000014,3.900715138350296,4.319285675346703,-0.4185705369964072,-0.361535918129309
YPF,2020-10-02,3.58,3.625,3.555,3.61,35516,3.610000000000001,3.9517542544139856,4.375228529374439,-0.4234742749604536,-0.34727726341253456
YPF,2020-10-01,3.56,3.62,3.545,3.58,50512,3.5800000000000014,4.013891391580165,4.4364468117243945,-0.4225554201442296,-0.3282280105255548
YPF,2020-09-30,3.63,3.725,3.58,3.725,68140,3.7250000000000014,4.092780735503831,4.504962556662346,-0.41218182115851576,-0.304646158120886
YPF,2020-09-29,3.75,3.75,3.61,3.62,130035,3.6200000000000014,4.15964996014089,4.5673595611953335,-0.4077096010544432,-0.27776224236147856
YPF,2020-09-28,3.69,3.84,3.69,3.77,111501,3.770000000000002,4.257768134711961,4.6431483260909605,-0.38538019137899937,-0.2452754026882374
YPF,2020-09-25,3.78,3.84,3.71,3.73,72673,3.7300000000000018,4.346453250114134,4.713000192178238,-0.3665469420641028,-0.21024920551554688
YPF,2020-09-24,3.66,3.66,3.47,3.59,179167,3.5900000000000016,4.458535659225796,4.791640207552497,-0.333104548326701,-0.1711747713784077
YPF,2020-09-23,3.89,4.0,3.85,3.9,182156,3.9000000000000017,4.616451233630486,4.887771424156697,-0.27132019052621104,-0.13069232714133436
YPF,2020-09-22,4.16,4.18,3.99,4.061,91715,4.061000000000002,4.746715094290575,4.966793138089233,-0.22007804379865806,-0.09553536129511517
YPF,2020-09-21,4.38,4.38,4.22,4.28,96693,4.280000000000001,4.8713905659797705,5.0392565891363725,-0.16786602315660204,-0.06439969066922945
YPF,2020-09-18,4.55,4.55,4.41,4.43,53156,4.4300000000000015,4.978916123430638,5.099997116267282,-0.12108099283664407,-0.03853310754738629
YPF,2020-09-17,4.77,4.7909,4.63,4.698,134083,4.698,5.078719054963481,5.153596885568664,-0.07487783060518273,-0.017896136225071843
YPF,2020-09-16,4.9,4.92,4.805,4.8351,153095,4.8351000000000015,5.147940701320478,5.190044636414157,-0.042103935093678935,-0.0036507126300441214
YPF,2020-09-15,5.05,5.13,4.93,4.96,104056,4.960000000000002,5.2048208288332924,5.21844020732729,-0.013619378493997305,0.005962592985864583
YPF,2020-09-14,5.19,5.19,5.07,5.14,51402,5.1400000000000015,5.2493337068029815,5.239115423913473,0.010218282889509213,0.010858085855830054
YPF,2020-09-11,5.22,5.29,5.17,5.26,67967,5.2600000000000025,5.269212562585342,5.24704465782655,0.022167904758792826,0.011018036597410486
YPF,2020-09-10,5.41,5.4899,5.32,5.335,61217,5.335000000000003,5.2708875739644965,5.2460082304526745,0.02487934351182197,0.008230569557065123
YPF,2020-09-09,5.51,5.53,5.47,5.475,39643,5.475000000000002,5.2592307692307685,5.238888888888889,0.02034188034187956,0.004068376068375912
YPF,2020-09-08,5.31,5.32,5.18,5.22,60923,5.2200000000000015,5.22,5.22,0.0,0.0
YPF,2020-09-08,5.31,5.32,5.18,5.22,60923,5.2200000000000015,5.22,5.22,0.0,0.0
