Symbol,Date,Open,High,Low,Close,Volume,ICAGY SMA,ICAGY spanTwelveEMA,ICAGY spanTwntySixEMA,ICAGY_x,ICAGY_y
ICAGY,2020-10-23,2.8,2.82,2.79,2.81,94361,2.81,2.9170366996230195,3.405966446644397,-0.4889297470213774,-0.5053469561667222
ICAGY,2020-10-22,2.74,2.77,2.7,2.747,112367,2.7470000000000003,2.936497917736297,3.4536437623759486,-0.5171458446396526,-0.5094512584530584
ICAGY,2020-10-21,2.75,2.75,2.68,2.74,139773,2.74,2.9709520845974415,3.5101752633660244,-0.5392231787685833,-0.5075276119064099
ICAGY,2020-10-20,2.75,2.84,2.74,2.82,352290,2.8200000000000003,3.012943372706067,3.5717892844353063,-0.5588459117292395,-0.49960372019086663
ICAGY,2020-10-19,2.55,2.57,2.53,2.5599,185263,2.5599000000000003,3.048023985925352,3.6319324271901317,-0.5839084412647795,-0.4847931723062734
ICAGY,2020-10-16,2.5,2.52,2.48,2.51,452016,2.5100000000000007,3.1367738015481432,3.7176950213653415,-0.5809212198171987,-0.4600143550666469
ICAGY,2020-10-15,2.54,2.54,2.5,2.51,200733,2.5100000000000007,3.2507326745568967,3.8143106230745687,-0.5635779485176728,-0.429787638879009
ICAGY,2020-10-14,2.62,2.63,2.59,2.62,177836,2.620000000000001,3.3854113426581494,3.9186554729205354,-0.5332441302623852,-0.39634006146934325
ICAGY,2020-10-13,2.62,2.62,2.57,2.59,494718,2.5900000000000007,3.5245770413232678,4.022547910754177,-0.49797086943091,-0.3621140442710825
ICAGY,2020-10-12,2.8,2.8,2.7,2.72,357456,2.7200000000000006,3.69450013974568,4.137151743614512,-0.442651603868832,-0.32814983798112574
ICAGY,2020-10-09,2.85,2.86,2.74,2.76,1509770,2.76,3.8716819833358023,4.250523883103671,-0.3788418997678695,-0.29952439650919904
ICAGY,2020-10-08,3.69,3.75,3.5,3.62,450225,3.620000000000001,4.0738059803059485,4.3697657937519665,-0.2959598134460171,-0.2796950206945315
ICAGY,2020-10-07,4.25,4.25,4.05,4.16,20863,4.160000000000001,4.156316158543394,4.429747057252123,-0.27343089870872905,-0.2756288225066599
ICAGY,2020-10-06,4.25,4.32,4.1802,4.24,35075,4.240000000000002,4.155646369187648,4.451326821832293,-0.2956804526446453,-0.2761783034561426
ICAGY,2020-10-05,4.14,4.56,4.075,4.37,69688,4.370000000000003,4.140309345403583,4.468232967578877,-0.3279236221752937,-0.27130276615901716
ICAGY,2020-10-02,4.09,4.35,3.8,4.01,51487,4.0100000000000025,4.098547408204235,4.476091604985188,-0.3775441967809528,-0.257147552154948
ICAGY,2020-10-26,2.77,2.77,2.7,2.73,172954,2.7300000000000018,4.114646936968641,4.5133789333840015,-0.3987319964153615,-0.2270483909984466
ICAGY,2020-09-30,3.99,4.1,3.2,4.0,182450,4.000000000000002,4.366400925508394,4.656049248054723,-0.2896483225463289,-0.18412748964421807
ICAGY,2020-10-26,2.77,2.77,2.7,2.73,172954,2.7300000000000018,4.433019275600829,4.7085331878991,-0.2755139122982708,-0.15774728141869035
ICAGY,2020-09-28,4.3,4.4,4.225,4.27,55962,4.270000000000001,4.742659143891889,4.866815842931029,-0.12415669903913873,-0.12830562369879522
ICAGY,2020-09-25,4.68,4.68,4.35,4.5585,21469,4.558500000000002,4.828597170054051,4.914561110365511,-0.08596394031145937,-0.1293428548637091
ICAGY,2020-09-24,4.67,4.8,4.0,4.8,120263,4.8000000000000025,4.877705746427514,4.943045999194752,-0.06534025276723643,-0.14018758350177132
ICAGY,2020-09-23,5.06,5.11,5.0,5.04,57456,5.0400000000000045,4.8918340639597915,4.954489679130332,-0.06265561517054152,-0.1588994161854046
ICAGY,2020-09-22,5.6,5.6,5.0,5.38,68005,5.3800000000000034,4.864894802861572,4.947648853460759,-0.0827540505991875,-0.18296036643912056
ICAGY,2020-09-21,4.5,5.25,4.5,5.19,27247,5.190000000000004,4.771239312472766,4.91306076173762,-0.14182144926485396,-0.20801194539910403
ICAGY,2020-09-18,4.92,5.41,4.5,5.2396,46981,5.239600000000004,4.695101005649633,4.89090562267663,-0.19580461702699736,-0.22455956943266653
ICAGY,2020-09-17,5.37,5.46,5.35,5.375,22453,5.375000000000003,4.5961011884950205,4.863010072490762,-0.2669088839957405,-0.2317483075340838
ICAGY,2020-09-16,5.35,5.42,5.35,5.375,62672,5.3750000000000036,4.454483222766842,4.822050878290021,-0.36756765552318,-0.22295816341866936
ICAGY,2020-10-26,2.77,2.77,2.7,2.73,172954,2.730000000000004,4.287116535997177,4.777814948553224,-0.4906984125560472,-0.18680579039254197
ICAGY,2020-10-26,2.77,2.77,2.7,2.73,173054,2.7300000000000044,4.570228633451209,4.941640144437481,-0.3714115109862729,-0.11083263485166567
ICAGY,2020-10-26,2.77,2.77,2.7,2.73,173054,2.7300000000000044,4.904815657715067,5.118571355992482,-0.21375569827741536,-0.045687915818014055
ICAGY,2020-09-10,5.2,5.34,5.19,5.31,16225,5.310000000000004,5.300236686390534,5.30965706447188,-0.009420378081347104,-0.0036709702031637193
ICAGY,2020-09-09,5.28,5.28,5.17,5.18,10328,5.180000000000004,5.298461538461539,5.3096296296296295,-0.011168091168091364,-0.0022336182336180955
ICAGY,2020-09-08,5.24,5.32,5.21,5.32,33150,5.320000000000004,5.32,5.32,0.0,0.0
ICAGY,2020-09-08,5.24,5.32,5.21,5.32,33150,5.320000000000004,5.32,5.32,0.0,0.0
