Symbol,Date,Open,High,Low,Close,Volume,EVOK SMA_x,EVOK SMA_y,EVOK SMA_x.1,EVOK SMA_y.1,EVOK SMA_x.1.1,EVOK SMA_y.1.1,EVOK SMA_x.1.1.1,EVOK SMA_y.1.1.1,EVOK SMA_x.1.1.1.1,EVOK SMA_y.1.1.1.1,EVOK SMA_x.1.1.1.1.1,EVOK SMA_y.1.1.1.1.1,EVOK SMA_x.1.1.1.1.1.1,EVOK SMA_y.1.1.1.1.1.1,EVOK SMA
EVOK,2020-07-06,3.76,3.79,3.69,3.69,152333,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69
EVOK,2020-07-02,3.59,3.705,3.5582,3.7,176642,3.7000000000000006,3.7000000000000006,3.7000000000000006,3.7000000000000006,3.7000000000000006,3.7000000000000006,3.7000000000000006,3.7000000000000006,3.7000000000000006,3.7000000000000006,3.7000000000000006,3.7000000000000006,3.7000000000000006,3.7000000000000006,3.7000000000000006
EVOK,2020-07-01,3.59,3.5929,3.4,3.4489,114213,3.4489000000000014,3.4489000000000014,3.4489000000000014,3.4489000000000014,3.4489000000000014,3.4489000000000014,3.4489000000000014,3.4489000000000014,3.4489000000000014,3.4489000000000014,3.4489000000000014,3.4489000000000014,3.4489000000000014,3.4489000000000014,3.448900000000001
EVOK,2020-06-30,3.3942,3.52,3.3942,3.46,96451,3.4600000000000013,3.4600000000000013,3.4600000000000013,3.4600000000000013,3.4600000000000013,3.4600000000000013,3.4600000000000013,3.4600000000000013,3.4600000000000013,3.4600000000000013,3.4600000000000013,3.4600000000000013,3.4600000000000013,3.4600000000000013,3.460000000000001
EVOK,2020-06-29,3.58,3.66,3.38,3.43,133468,3.4300000000000006,3.4300000000000006,3.4300000000000006,3.4300000000000006,3.4300000000000006,3.4300000000000006,3.4300000000000006,3.4300000000000006,3.4300000000000006,3.4300000000000006,3.4300000000000006,3.4300000000000006,3.4300000000000006,3.4300000000000006,3.4300000000000006
EVOK,2020-06-26,3.72,3.73,3.51,3.5999,239068,3.5999000000000003,3.5999000000000003,3.5999000000000003,3.5999000000000003,3.5999000000000003,3.5999000000000003,3.5999000000000003,3.5999000000000003,3.5999000000000003,3.5999000000000003,3.5999000000000003,3.5999000000000003,3.5999000000000003,3.5999000000000003,3.5999000000000003
EVOK,2020-06-25,3.46,3.61,3.41,3.5839999999999996,262504,3.5839999999999996,3.5840000000000005,3.5839999999999996,3.5840000000000005,3.5839999999999996,3.5840000000000005,3.5839999999999996,3.5840000000000005,3.5839999999999996,3.5840000000000005,3.5839999999999996,3.5840000000000005,3.5839999999999996,3.5840000000000005,3.5839999999999996
EVOK,2020-06-24,3.43,3.5511,3.41,3.4399,384569,3.4399,3.439900000000001,3.4399,3.439900000000001,3.4399,3.439900000000001,3.4399,3.439900000000001,3.4399,3.439900000000001,3.4399,3.439900000000001,3.4399,3.439900000000001,3.4398999999999997
EVOK,2020-06-23,3.62,3.76,3.42,3.56,1717413,3.56,3.5600000000000014,3.56,3.5600000000000014,3.56,3.5600000000000014,3.56,3.5600000000000014,3.56,3.5600000000000014,3.56,3.5600000000000014,3.56,3.5600000000000014,3.56
EVOK,2020-06-22,4.53,5.0,4.14,4.1999,10880317,4.1999,4.199900000000001,4.1999,4.199900000000001,4.1999,4.199900000000001,4.1999,4.199900000000001,4.1999,4.199900000000001,4.1999,4.199900000000001,4.1999,4.199900000000001,4.1998999999999995
EVOK,2020-06-19,2.43,2.44,2.32,2.34,232666,2.339999999999999,2.3400000000000007,2.339999999999999,2.3400000000000007,2.339999999999999,2.3400000000000007,2.339999999999999,2.3400000000000007,2.339999999999999,2.3400000000000007,2.339999999999999,2.3400000000000007,2.339999999999999,2.3400000000000007,2.339999999999999
