Symbol,Date,Open,High,Low,Close,Volume,OPK SMA,OPK spanTwelveEMA,OPK spanTwntySixEMA,OPK_x,OPK_y
OPK,2021-03-23,4.92,4.92,4.87,4.885,37974,4.885,4.68001715677783,4.779806570002517,-0.0997894132246868,-0.19526102061146783
OPK,2021-03-22,4.9,4.95,4.9,4.9499,63700,4.9499,4.642747548919254,4.771391095602718,-0.1286435466834641,-0.21912892245816307
OPK,2021-03-19,4.64,4.6701,4.64,4.65,1380605,4.65,4.586901648722755,4.757110383250935,-0.1702087345281802,-0.24175026640183778
OPK,2021-03-18,4.84,4.85,4.76,4.77,73048,4.77,4.575429221217801,4.76567921391101,-0.190249992693209,-0.25963564937025213
OPK,2021-03-17,4.59,4.62,4.57,4.5701,44450,4.5701,4.5400527159846735,4.765333551023891,-0.225280835039217,-0.2769820635395129
OPK,2021-03-16,4.7,4.72,4.7,4.71,37152,4.71,4.534589573436432,4.780952235105802,-0.2463626616693695,-0.2899073706645868
OPK,2021-03-15,4.53,4.55,4.455,4.52,214924,4.52,4.502696768606692,4.786628413914265,-0.2839316453075726,-0.30079354791339113
OPK,2021-03-12,4.4,4.41,4.31,4.32,92235,4.32,4.499550726535182,4.807958687027407,-0.3084079604922243,-0.30500902356484577
OPK,2021-03-11,4.4,4.4,4.3484,4.3484,70227,4.3484,4.532196313177943,4.846995381989599,-0.3147990688116557,-0.3041592893330011
OPK,2021-03-10,4.54,4.57,4.527,4.54,87675,4.54,4.565613824664841,4.886883012548767,-0.3212691878839253,-0.3014993444633374
OPK,2021-03-09,4.47,4.47,4.45,4.45,56218,4.45,4.570270883694812,4.914633653552668,-0.3443627698578559,-0.29655688360819044
OPK,2021-03-08,4.23,4.24,4.2,4.2084,71109,4.2084,4.592138317093869,4.951804345836881,-0.3596660287430122,-0.284605412045774
OPK,2021-03-05,4.18,4.19,4.15,4.15,82052,4.15,4.661908920201845,5.011276693503831,-0.349367773301986,-0.2658402578714644
OPK,2021-03-04,4.3,4.3,4.23,4.25,168133,4.25,4.754983269329452,5.0801788289841365,-0.3251955596546843,-0.24495837901383405
OPK,2021-03-03,4.58,4.58,4.552,4.5716,37485,4.5716,4.846798409207534,5.146593135302867,-0.2997947260953326,-0.22489908385362145
OPK,2021-03-02,4.68,4.69,4.62,4.6301,62575,4.6301,4.896834483608904,5.1925925861270965,-0.2957581025181923,-0.20617517329319365
OPK,2021-03-01,4.57,4.58,4.56,4.5733,67651,4.5733,4.945331662446886,5.237591993017264,-0.2922603305703779,-0.18377944098694396
OPK,2021-02-26,4.61,4.6334,4.55,4.56,99450,4.56,5.012973782891774,5.290735352458645,-0.2777615695668709,-0.15665921859108548
OPK,2021-02-25,4.52,4.53,4.49,4.52,93386,4.52,5.095332652508461,5.349194180655336,-0.2538615281468752,-0.1263836308471391
OPK,2021-02-24,4.62,4.64,4.5801,4.5801,121447,4.5801,5.199938589328181,5.415529715107764,-0.2155911257795821,-0.09451415652220507
OPK,2021-02-23,4.6,4.63,4.48,4.52,332229,4.52,5.312636514660578,5.482364092316384,-0.1697275776558067,-0.06424491420786058
OPK,2021-02-22,4.97,5.0,4.95,4.98,241529,4.98,5.4567522445988645,5.559353219701696,-0.1026009751028311,-0.03787424834587405
OPK,2021-02-19,5.09,5.15,5.05,5.135,356496,5.135,5.543434470889567,5.605701477277831,-0.0622670063882644,-0.021692566656634764
OPK,2021-02-18,5.49,5.5,5.46,5.49,41688,5.49,5.617695283778579,5.643357595460058,-0.0256623116814793,-0.011548956723727345
OPK,2021-02-17,5.64,5.66,5.541,5.595,103764,5.595,5.6409126081019565,5.655626203096864,-0.014713594994907,-0.008020617984289338
OPK,2021-02-16,5.66,5.69,5.63,5.66,113804,5.66,5.649260355029585,5.660476299344612,-0.011215944315027,-0.006347373731634897
OPK,2021-02-16,5.66,5.69,5.63,5.66,113804,5.66,5.647307692307692,5.660514403292181,-0.0132067109844893,-0.005130231085786861
OPK,2021-02-12,5.52,5.53,5.45,5.48,77057,5.48,5.645,5.660555555555556,-0.0155555555555562,-0.0031111111111112423
OPK,2021-02-11,5.67,5.73,5.66,5.675,82349,5.675,5.675,5.675,0.0,0.0
