Symbol,Date,Open,High,Low,Close,Volume,CIG SMA,CIG spanTwelveEMA,CIG spanTwntySixEMA,CIG_x,CIG_y
CIG,2021-03-23,2.2,2.2,2.19,2.19,25894,2.19,2.159655921112196,2.215227631664648,-0.0555717105524524,-0.08747071426897482
CIG,2021-03-22,2.22,2.235,2.22,2.235,26711,2.235,2.154138815859868,2.21724584219782,-0.0631070263379522,-0.09544546519810551
CIG,2021-03-19,2.2,2.219,2.2,2.219,43361,2.219,2.139436782379844,2.2158255095736457,-0.0763887271938017,-0.10353007491314392
CIG,2021-03-18,2.14,2.145,2.14,2.14,15802,2.14,2.124970742812543,2.215571550339537,-0.0906008075269944,-0.11031541184297947
CIG,2021-03-17,2.08,2.08,2.07,2.07,24307,2.07,2.1222381505966417,2.2216172743667,-0.0993791237700585,-0.11524406292197584
CIG,2021-03-16,2.16,2.16,2.16,2.16,51967,2.16,2.131735996159668,2.233746656316036,-0.1020106601563686,-0.11921029770995517
CIG,2021-03-15,2.14,2.14,2.13,2.135,36354,2.135,2.1265970863705164,2.2396463888213187,-0.1130493024508023,-0.1235102070983519
CIG,2021-03-12,2.13,2.13,2.13,2.13,32983,2.13,2.125069283892429,2.248018099927024,-0.1229488160345955,-0.12612543326023928
CIG,2021-03-11,2.13,2.13,2.12,2.1211,143717,2.1211,2.1241727900546885,2.257459547921186,-0.1332867578664975,-0.12691958756665034
CIG,2021-03-10,2.02,2.02,2.0,2.01,105139,2.01,2.1247314791555407,2.268368311754881,-0.1436368325993404,-0.12532779499168853
CIG,2021-03-09,1.99,1.99,1.9695,1.97,145851,1.97,2.145591748092912,2.289037776695272,-0.14344602860236,-0.12075053558977554
CIG,2021-03-08,2.05,2.06,2.04,2.055,62194,2.055,2.177517520473441,2.3145607988308936,-0.1370432783574524,-0.11507666233662942
CIG,2021-03-05,2.11,2.11,2.095,2.095,37066,2.095,2.199793433286794,2.335325662737365,-0.1355322294505709,-0.10958500833142365
CIG,2021-03-04,2.13,2.132,2.12,2.13,102279,2.13,2.218846784793484,2.354551715756354,-0.1357049309628699,-0.1030982030516368
CIG,2021-03-03,2.05,2.05,2.03,2.04,55963,2.04,2.235000745665027,2.3725158530168624,-0.1375151073518354,-0.09494652107382852
CIG,2021-03-02,2.0,2.0001,1.991,2.0001,102043,2.0001,2.270455426695032,2.3991171212582114,-0.1286616945631795,-0.08430437450432678
CIG,2021-03-01,2.11,2.11,2.1,2.1,61694,2.1,2.3196109588214013,2.4310384909588687,-0.1114275321374673,-0.07321504448961358
CIG,2021-02-26,2.2,2.21,2.195,2.21,57572,2.21,2.3595402240616563,2.457521570235578,-0.0979813461739218,-0.06366192257765012
CIG,2021-02-25,2.28,2.28,2.26,2.26,38807,2.26,2.3867293557092304,2.477323295854424,-0.0905939401451938,-0.055082066678582176
CIG,2021-02-24,2.28,2.28,2.26,2.265,42688,2.265,2.4097710567472723,2.4947091595227784,-0.084938102775506,-0.04620409831192937
CIG,2021-02-23,2.24,2.25,2.23,2.23,77094,2.23,2.4360930670649585,2.5130858922846007,-0.0769928252196421,-0.03652059719603519
CIG,2021-02-22,2.2,2.22,2.19,2.21,185247,2.21,2.473564533804042,2.5357327636673688,-0.0621682298633268,-0.026402540190133453
CIG,2021-02-19,2.38,2.38,2.375,2.375,8789,2.375,2.521485358132049,2.5617913847607583,-0.0403060266287087,-0.01746111777183511
CIG,2021-02-18,2.43,2.43,2.42,2.43,65152,2.43,2.5481190596106043,2.5767346955416186,-0.0286156359310143,-0.01174989055761659
CIG,2021-02-17,2.46,2.48,2.46,2.48,70977,2.48,2.569595252267077,2.588473471184948,-0.0188782189178704,-0.007533454214267149
CIG,2021-02-16,2.54,2.56,2.54,2.56,28630,2.56,2.5858852981338187,2.597151348879744,-0.0112660507459252,-0.004697263038366213
CIG,2021-02-16,2.54,2.56,2.54,2.56,28630,2.56,2.590591715976331,2.6001234567901235,-0.0095317408137924,-0.003055066111476457
CIG,2021-02-12,2.53,2.55,2.52,2.52,188889,2.52,2.596153846153846,2.603333333333333,-0.0071794871794872,-0.0014358974358974486
CIG,2021-02-11,2.6,2.61,2.6,2.61,14906,2.61,2.61,2.61,0.0,0.0
