Symbol,Date,Open,High,Low,Close,Volume,QTNT SMA,QTNT spanTwelveEMA,QTNT spanTwntySixEMA,QTNT_x,QTNT_y
QTNT,2021-03-23,4.07,4.07,4.07,4.07,5715,4.07,4.179658752492415,4.414983433391292,-0.2353246808988771,-0.23906583679028326
QTNT,2021-03-22,4.0784,4.08,4.04,4.06,35436,4.06,4.199596707491036,4.442582108062596,-0.2429854005715599,-0.2400011257631348
QTNT,2021-03-19,4.04,4.04,4.04,4.04,217515,4.04,4.22497792703486,4.473188676707603,-0.2482107496727428,-0.23925505706102848
QTNT,2021-03-18,4.14,4.14,4.14,4.14,3756,4.14,4.258610277404835,4.507843770844211,-0.2492334934393758,-0.23701613390809986
QTNT,2021-03-17,4.08,4.1,4.08,4.1,5471,4.1,4.280175782387532,4.537271272511748,-0.2570954901242155,-0.23396179402528086
QTNT,2021-03-16,4.12,4.16,4.12,4.155,9866,4.155,4.312935015548902,4.572252974312687,-0.259317958763785,-0.2281783700005472
QTNT,2021-03-15,4.2,4.2,4.2,4.2,5477,4.2,4.341650472921431,4.605633212257702,-0.2639827393362717,-0.22039347280973773
QTNT,2021-03-12,4.24,4.24,4.115,4.2,5343,4.2,4.367405104361691,4.638083869238319,-0.270678764876628,-0.20949615617810446
QTNT,2021-03-11,3.98,4.04,3.97,3.97,20461,3.97,4.397842396063816,4.673130578777385,-0.2752881827135685,-0.19420050400347355
QTNT,2021-03-10,4.3,4.35,4.3,4.3426,3702,4.3426,4.475631922620874,4.729381025079575,-0.2537491024587011,-0.17392858432594982
QTNT,2021-03-09,4.17,4.19,4.1,4.1,5279,4.1,4.499819544915579,4.760323507085941,-0.260503962170362,-0.15397345479276198
QTNT,2021-03-08,3.89,3.96,3.89,3.96,48362,3.96,4.572514007627502,4.813149387652816,-0.2406353800253136,-0.127340827948362
QTNT,2021-03-05,4.0,4.11,4.0,4.11,19499,4.11,4.683880190832503,4.881401338665041,-0.1975211478325382,-0.09901718992912409
QTNT,2021-03-04,4.51,4.51,4.51,4.51,2669,4.51,4.78822204371114,4.943113445758245,-0.154891402047105,-0.07439120045327054
QTNT,2021-03-03,4.55,4.55,4.465,4.5002,4411,4.5002,4.838807869840437,4.977762521418905,-0.1389546515784676,-0.054266150054811904
QTNT,2021-03-02,4.62,4.62,4.61,4.61,4880,4.61,4.900372937084152,5.015967523132417,-0.1155945860482647,-0.033094024673897965
QTNT,2021-03-01,4.59,4.59,4.54,4.572,7123,4.572,4.953168016553998,5.048444924983011,-0.095276908429013,-0.012468884330306039
QTNT,2021-02-26,4.65,4.65,4.53,4.5301,32275,4.5301,5.0224712922910895,5.086560518981652,-0.0640892266905623,0.008233121694370713
QTNT,2021-02-25,4.7,4.7,4.69,4.7,9114,4.7,5.111993345434923,5.131077360500184,-0.0190840150652604,0.026313708790603987
QTNT,2021-02-24,4.94,5.1,4.94,4.96,11577,4.96,5.186901226423091,5.165563549340199,0.0213376770828919,0.0376631397545701
QTNT,2021-02-23,5.15,5.26,5.07,5.13,16016,5.13,5.228155994863653,5.182008633287414,0.0461473615762386,0.04174450542248964
QTNT,2021-02-22,5.46,5.46,5.32,5.32,5730,5.32,5.246002539384317,5.186169323950407,0.0598332154339091,0.040643791384052386
QTNT,2021-02-19,5.23,5.25,5.22,5.22,10326,5.22,5.23254845563601,5.175462869866441,0.0570855857695695,0.03584643537158819
QTNT,2021-02-18,5.35,5.36,5.3208,5.3208,5705,5.3208,5.234829993024376,5.171899899455756,0.0629300935686201,0.03053664777209284
QTNT,2021-02-17,5.37,5.39,5.35,5.375,39702,5.375,5.219199082665171,5.159987891412216,0.0592111912529551,0.022438286322961017
QTNT,2021-02-16,5.35,5.45,5.35,5.45,17415,5.45,5.190871643149748,5.142786922725194,0.048084720424554,0.01324506009046248
QTNT,2021-02-16,5.35,5.45,5.35,5.45,17415,5.45,5.143757396449703,5.11820987654321,0.0255475199064934,0.004535145006939594
QTNT,2021-02-12,5.13,5.13,5.05,5.05,5679,5.05,5.0880769230769225,5.091666666666667,-0.0035897435897442,-0.0007179487179488575
QTNT,2021-02-11,5.08,5.095,5.08,5.095,2105,5.095,5.095,5.095,0.0,0.0
