Symbol,Date,Open,High,Low,Close,Volume,SNCR SMA,SNCR spanTwelveEMA,SNCR spanTwntySixEMA,SNCR_x,SNCR_y
SNCR,2021-03-23,4.08,4.08,4.08,4.08,2473,4.08,4.306212195612979,4.486676531938825,-0.180464336325846,-0.19797074459446423
SNCR,2021-03-22,4.24,4.26,4.24,4.25,5034,4.25,4.347341685724429,4.51921065449393,-0.1718689687695009,-0.2023473466616188
SNCR,2021-03-19,4.24,4.28,4.24,4.28,136029,4.28,4.365040174037962,4.540747506853444,-0.1757073328154819,-0.20996694113464823
SNCR,2021-03-18,4.37,4.37,4.36,4.36,4187,4.36,4.380502023863047,4.56160730740172,-0.181105283538673,-0.21853184321443977
SNCR,2021-03-17,4.22,4.22,4.22,4.22,17526,4.22,4.384229664565418,4.577735891993857,-0.1935062274284389,-0.22788848313338167
SNCR,2021-03-16,4.66,4.66,4.66,4.66,2680,4.66,4.414089603577312,4.606354763353366,-0.1922651597760536,-0.23648404705961734
SNCR,2021-03-15,4.58,4.58,4.58,4.58,5077,4.58,4.369378622409551,4.602063144421635,-0.2326845220120841,-0.24753876888050824
SNCR,2021-03-12,4.53,4.53,4.53,4.53,4913,4.53,4.331083826484014,4.603828195975366,-0.2727443694913516,-0.25125233059761426
SNCR,2021-03-11,4.13,4.15,4.13,4.131,7780,4.131,4.294917249481108,4.609734451653395,-0.3148172021722875,-0.2458793208741799
SNCR,2021-03-10,4.04,4.045,4.0,4.045,8719,4.045,4.3247203857504,4.648033207785667,-0.323312822035267,-0.228644850549653
SNCR,2021-03-09,3.65,3.65,3.3,3.49,60816,3.49,4.375578637705018,4.69627586440852,-0.3206972267035022,-0.20497785767824944
SNCR,2021-03-08,4.01,4.1,4.01,4.1,5338,4.1,4.536592935469566,4.792777933561202,-0.2561849980916353,-0.17604801542193627
SNCR,2021-03-05,4.5419,4.5419,3.98,3.98,5190,3.98,4.615973469191306,4.848200168246097,-0.2322266990547916,-0.15601376975451148
SNCR,2021-03-04,4.34,4.445,4.34,4.445,10136,4.445,4.73160500904427,4.917656181705786,-0.1860511726615152,-0.13696053742944142
SNCR,2021-03-03,4.61,4.61,4.61,4.61,1564,4.61,4.783715010688684,4.955468676242249,-0.1717536655535649,-0.12468787862142294
SNCR,2021-03-02,4.6,4.6,4.6,4.6,984,4.6,4.815299558086625,4.983106170341629,-0.1678066122550037,-0.11292143188838742
SNCR,2021-03-01,4.5,4.52,4.5,4.51,2732,4.51,4.854444932284194,5.013754663968959,-0.1593097316847656,-0.09920013679673334
SNCR,2021-02-26,4.61,4.61,4.61,4.61,2236,4.61,4.917071283608593,5.054055037086476,-0.1369837534778835,-0.08417273807472528
SNCR,2021-02-25,4.79,4.82,4.732,4.7912,14290,4.7912,4.972902426082882,5.089579440053394,-0.116677013970512,-0.07096998422393572
SNCR,2021-02-24,4.71,4.71,4.71,4.71,3331,4.71,5.005939230825224,5.113449795257666,-0.1075105644324416,-0.05954322678729164
SNCR,2021-02-23,4.83,4.83,4.8,4.8,5950,4.8,5.059746363702538,5.145725778878279,-0.0859794151757409,-0.04755139237600413
SNCR,2021-02-22,5.05,5.05,5.05,5.05,6871,5.05,5.106972975284818,5.173383841188541,-0.0664108659037232,-0.03794438667606993
SNCR,2021-02-19,4.91,4.956,4.9,4.94,7055,4.94,5.117331698063876,5.1832545484836245,-0.0659228504197484,-0.030827766869156597
SNCR,2021-02-18,4.92,4.92,4.9,4.9,6097,4.9,5.149573824984581,5.202714912362315,-0.0531410873777336,-0.022053995981508638
SNCR,2021-02-17,5.15,5.15,5.09,5.09,7128,5.09,5.194950884072687,5.2269321053513,-0.0319812212786132,-0.014282223132452398
SNCR,2021-02-16,5.16,5.16,5.1473,5.1573,4555,5.1573,5.214032862994994,5.237886673779403,-0.0238538107844092,-0.009857473595912184
SNCR,2021-02-16,5.16,5.16,5.1473,5.1573,4555,5.1573,5.224347928994083,5.244333607681756,-0.0199856786876724,-0.006358389298787907
SNCR,2021-02-12,5.01,5.08,5.01,5.08,6081,5.08,5.236538461538462,5.251296296296296,-0.0147578347578338,-0.0029515669515667755
SNCR,2021-02-11,5.18,5.33,5.18,5.265,8009,5.265,5.265,5.265,0.0,0.0
