Symbol,Date,Open,High,Low,Close,Volume,LMNL SMA,LMNL spanTwelveEMA,LMNL spanTwntySixEMA,LMNL_x,LMNL_y
LMNL,2021-01-04,4.24,4.4,4.17,4.2289,71797,4.2289,4.391188217192332,4.349636612258046,0.04155160493428589,0.08741882936907734
LMNL,2020-12-31,4.35,4.35,4.22,4.22,32785,4.22,4.420695165772757,4.359295541238692,0.06139962453406599,0.09888563547777521
LMNL,2020-12-30,4.35,4.4184,4.32,4.395,41268,4.394999999999999,4.457185195913258,4.370439184537786,0.08674601137547189,0.10825713821370272
LMNL,2020-12-29,4.36,4.3955,4.163,4.2001,74329,4.200099999999999,4.468491595170214,4.368474319300808,0.1000172758694049,0.11363491992326043
LMNL,2020-12-28,4.72,4.8246,4.5,4.52,126475,4.519999999999999,4.517290067019343,4.381944264844874,0.13534580217446912,0.11703933093672407
LMNL,2020-12-28,4.72,4.8246,4.5,4.52,126475,4.52,4.516797351931951,4.3708998060324635,0.14589754589948625,0.1124627131272878
LMNL,2020-12-24,4.95,5.01,4.76,4.8369,94321,4.8369,4.516215052283214,4.358971790515062,0.1572432617681523,0.10410400493423796
LMNL,2020-12-23,4.72,4.9199,4.7,4.89,142231,4.8900000000000015,4.457908698152888,4.320737533756267,0.13717116439662205,0.09081919072575936
LMNL,2020-12-22,5.25,5.37,4.8,4.9,551282,4.900000000000001,4.379346643271597,4.275196536456768,0.10415010681482784,0.07923119730804391
LMNL,2020-12-21,4.5592,4.83,4.4,4.5088,273611,4.508800000000001,4.284682396593704,4.2252122593733095,0.059470137220394285,0.0730014699313477
LMNL,2020-12-18,4.1,4.15,4.03,4.13,28295,4.13,4.243933741428924,4.202525240123173,0.04140850130574858,0.07638430310908606
LMNL,2020-12-17,4.11,4.17,4.08,4.14,45285,4.14,4.264648967143272,4.2083272593330285,0.056321707810243815,0.08512825355991997
LMNL,2020-12-16,4.2,4.23,4.1163,4.16,29018,4.160000000000001,4.287312415714776,4.21379344007967,0.07351897563510601,0.092329889997339
LMNL,2020-12-15,4.24,4.34,4.17,4.2,52700,4.200000000000001,4.3104601276629175,4.218096915286044,0.09236321237687406,0.09703261858789725
LMNL,2020-12-14,4.3,4.337,4.21,4.2641,35922,4.264100000000002,4.3305437872379935,4.219544668508926,0.1109991187290662,0.09819997014065325
LMNL,2020-12-11,4.35,4.37,4.25,4.325,25131,4.325000000000002,4.34262447582672,4.215980241989643,0.12664423383707835,0.09500018299354979
LMNL,2020-12-10,4.24,4.4406,4.22,4.3475,19366,4.347500000000003,4.345828925977034,4.207258661348813,0.13857026462821942,0.08708917028266785
LMNL,2020-12-09,4.75,4.8,4.52,4.5886,47590,4.588600000000003,4.345525094336493,4.196039354256718,0.14948574007977464,0.07421889669627973
LMNL,2020-12-08,4.88,4.95,4.65,4.71,81814,4.710000000000004,4.3013296569431265,4.164634502597257,0.13669515434587165,0.055402185850406
LMNL,2020-12-07,4.63,4.66,4.5205,4.6,39793,4.600000000000004,4.227025958205514,4.121005262805037,0.10602069540047854,0.03507894372654003
LMNL,2020-12-04,4.65,4.76,4.55,4.75,98312,4.750000000000004,4.159212496061063,4.082685683829438,0.0765268122316245,0.01734350580805562
LMNL,2020-12-03,4.25,4.58,4.2,4.425,241019,4.425000000000004,4.051796586253983,4.029300538535793,0.02249604771818969,0.002547679202163401
LMNL,2020-12-02,3.86,3.87,3.75,3.8201,90962,3.820100000000005,3.983941420118344,3.9976445816186565,-0.0137031615003127,-0.0024394129268431723
LMNL,2020-12-01,4.0,4.08,4.0,4.0337,60897,4.033700000000004,4.0137307692307695,4.0118481481481485,0.0018826210826210497,0.00037652421652421
LMNL,2020-11-30,4.06,4.13,3.95,4.0101,95619,4.010100000000005,4.0101,4.0101,0.0,0.0
