Symbol,Date,Open,High,Low,Close,Volume,TTNP SMA,TTNP spanTwelveEMA,TTNP spanTwntySixEMA,TTNP_x,TTNP_y
TTNP,2021-01-04,3.22,3.22,3.15,3.1583,39439,3.1583,3.2966124811382964,3.7143871233055754,-0.41777464216727855,-0.5022880100872116
TTNP,2020-12-31,3.21,3.28,3.17,3.2107,103073,3.2107,3.3217602049816235,3.7588740931700206,-0.4371138881883976,-0.5234163520671946
TTNP,2020-12-30,3.27,3.45,3.2510000000000003,3.2989,351185,3.2989,3.3419529695237364,3.802728020623622,-0.460775051099886,-0.5449919680368939
TTNP,2020-12-29,3.15,3.1635,3.07,3.0967,88860,3.0967,3.3497807821644154,3.843034262273512,-0.4932534801090966,-0.5660461972711459
TTNP,2020-12-28,3.34,3.43,3.25,3.3278,99927,3.3278000000000003,3.3957954698306727,3.902741003255393,-0.5069455334247204,-0.5842443765616582
TTNP,2020-12-28,3.34,3.43,3.25,3.3278,99927,3.3278,3.4081582825271592,3.948736283515824,-0.5405780009886652,-0.6035690873458925
TTNP,2020-12-24,3.29,3.2947,3.215,3.24,44858,3.24,3.4227688793502797,3.9984111861970906,-0.5756423068468113,-0.6193168589351995
TTNP,2020-12-23,3.18,3.24,3.15,3.1929,92539,3.1929,3.455999584686694,4.059084081092858,-0.6030844964061641,-0.6302354969572966
TTNP,2020-12-22,3.26,3.2799,3.2,3.24,71141,3.24,3.503835872811548,4.128378807580287,-0.6245429347687388,-0.6370232470950796
TTNP,2020-12-21,3.21,3.24,3.17,3.2194,70247,3.2194000000000003,3.5518060315045568,4.199449112186709,-0.6476430806821525,-0.6401433251766648
TTNP,2020-12-18,3.29,3.2999,3.2203,3.26,52241,3.26,3.6122434917781128,4.277853041161646,-0.6656095493835332,-0.6382683863002928
TTNP,2020-12-17,3.3,3.39,3.24,3.275,67405,3.2750000000000004,3.6762877630104973,4.3592812844545765,-0.6829935214440805,-0.6314330955294826
TTNP,2020-12-16,3.43,3.45,3.32,3.3926,86965,3.3926000000000003,3.749249174466951,4.446023787210943,-0.6967746127439921,-0.6185429890508334
TTNP,2020-12-15,3.255,3.3,3.21,3.2354,66062,3.2354000000000003,3.814094478915487,4.530297690187818,-0.7162032112723318,-0.5989850831275436
TTNP,2020-12-14,3.35,3.36,3.31,3.3445,72299,3.3445000000000005,3.9193116569001214,4.633889505402845,-0.7145778485027234,-0.5696805510913467
TTNP,2020-12-11,3.3167,3.42,3.31,3.35,182166,3.3500000000000005,4.023822867245598,4.737040665835073,-0.7132177985894739,-0.5334562267385026
TTNP,2020-12-10,3.37,3.397,3.35,3.3541,62643,3.3541000000000003,4.146336115835707,4.848003919101878,-0.7016678032661705,-0.4885158337757594
TTNP,2020-12-09,3.5,3.53,3.3,3.4419999999999997,317751,3.442,4.290379045987653,4.967516232630028,-0.6771371866423745,-0.4352278414031566
TTNP,2020-12-08,3.45,3.55,3.37,3.5162,239193,3.5162,4.4446297816217735,5.0895575312404295,-0.6449277496186578,-0.37475050509335206
TTNP,2020-12-07,3.41,3.5,3.36,3.3812,213228,3.3812,4.613435196462095,5.2154261337396655,-0.6019909372775699,-0.3072061939620261
TTNP,2020-12-04,3.62,3.62,3.52,3.5786,86467,3.5786,4.837477959455202,5.362164224438837,-0.524686264983635,-0.23351000813314007
TTNP,2020-12-03,3.58,3.65,3.5,3.58,185788,3.58,5.066364861174329,5.504849362393943,-0.43848450121961496,-0.1607159439205163
TTNP,2020-12-02,3.72,3.72,3.51,3.5656,254947,3.5656,5.33661301775148,5.65883731138546,-0.32222429363397964,-0.09127380459574184
TTNP,2020-12-01,4.28,4.3,3.8,3.88,675077,3.88,5.658615384615384,5.826296296296296,-0.16768091168091104,-0.033536182336182385
TTNP,2020-11-30,5.46,6.108,5.4,5.982,1065994,5.982,5.982,5.982,0.0,0.0
