Symbol,Date,Open,High,Low,Close,Volume,CTXR SMA,CTXR spanTwelveEMA,CTXR spanTwntySixEMA,CTXR_x,CTXR_y
CTXR,2021-01-04,1.0,1.03,1.0,1.01,49668,1.01,1.0597933255049627,1.0658017373976667,-0.006008411892703958,0.009231503367914928
CTXR,2020-12-31,1.03,1.0399,0.970101,0.98,225719,0.98,1.068846657414956,1.07026587638948,-0.001419218974524128,0.013041482183069648
CTXR,2020-12-30,1.06,1.07,1.04,1.06,30082,1.06,1.085000595126766,1.0774871465006386,0.007513448626127461,0.016656657472468035
CTXR,2020-12-29,1.08,1.08,1.05,1.068,45163,1.068,1.089546157877087,1.0788861182206897,0.010660039656397393,0.01894245968405318
CTXR,2020-12-28,1.11,1.11,1.07,1.0759999999999998,109770,1.0759999999999998,1.0934636411274663,1.079757007678345,0.013706633449121595,0.021013064690967125
CTXR,2020-12-28,1.11,1.11,1.07,1.0759999999999998,109770,1.0760000000000003,1.096638848605188,1.0800575682926126,0.01658128031257533,0.02283967250142856
CTXR,2020-12-24,1.1,1.1136,1.07,1.11,28202,1.1100000000000003,1.1003913665334035,1.0803821737560215,0.020009192777382,0.024404270548641867
CTXR,2020-12-23,1.11,1.11,1.05,1.0755,100385,1.0755,1.09864434226675,1.0780127476565036,0.02063159461024644,0.025503039991456828
CTXR,2020-12-22,1.14,1.14,1.12,1.12,50510,1.12,1.1028524044970682,1.078213767469024,0.024638637028044245,0.026720901336759424
CTXR,2020-12-21,1.14,1.15,1.1,1.15,110128,1.15,1.0997346598601716,1.0748708688665458,0.02486379099362579,0.027241467413938215
CTXR,2020-12-18,1.09,1.09,1.0668,1.08,84105,1.08,1.0905955071074755,1.0688605383758694,0.021734968731606186,0.02783588651901632
CTXR,2020-12-17,1.07,1.09,1.04,1.0649,113238,1.0648999999999995,1.0925219629451983,1.0679693814459388,0.02455258149925954,0.02936111596586885
CTXR,2020-12-16,1.07,1.07,1.05,1.0501,34470,1.0500999999999998,1.0975441380261437,1.068214931961614,0.0293292060645296,0.030563249582521178
CTXR,2020-12-15,1.04,1.0699,1.04,1.0692,112842,1.0692,1.1061703449399876,1.069664126518543,0.036506218421444636,0.030871760462019074
CTXR,2020-12-14,1.17,1.17,1.0627,1.1041,377722,1.1041000000000003,1.1128922258381668,1.0697012566400264,0.04319096919814069,0.029463145972162683
CTXR,2020-12-11,1.2215,1.23,1.18,1.1951,249404,1.1951000000000005,1.1144908123541974,1.0669493571712283,0.04754145518296893,0.026031190165668235
CTXR,2020-12-10,1.18,1.22,1.17,1.205,494732,1.205,1.099834596418597,1.0566973057449267,0.04313729067367023,0.020653623911343004
CTXR,2020-12-09,1.21,1.27,1.13,1.18,1407588,1.1799999999999995,1.0807136139492508,1.0448330902045209,0.035880523744729935,0.015032707220761197
CTXR,2020-12-08,1.14,1.2,1.11,1.1740000000000002,507326,1.1740000000000002,1.0626615437582054,1.0340197374208826,0.028641806337322825,0.00982075308976901
CTXR,2020-12-07,1.15,1.16,1.1311,1.1483,61476,1.1483,1.0424181880778791,1.0228213164145532,0.01959687166332591,0.005115489777880556
CTXR,2020-12-04,1.17,1.17,1.1496,1.1541,251792,1.1541,1.0231669495465845,1.0127830217277176,0.010383927818866878,0.0014951443065192164
CTXR,2020-12-03,1.01,1.01,0.9822,0.9995,46722,0.9995,0.9993609403732364,1.001477663465935,-0.0021167230926987246,-0.0007270515715676994
CTXR,2020-12-02,0.99,0.9999,0.9631,0.970001,70723,0.970001,0.9993356568047338,1.0016358765432098,-0.0023002197384760503,-0.00037963369128497077
CTXR,2020-12-01,1.02,1.025,1.0,1.01,132370,1.0100000000000002,1.0046692307692309,1.0041666666666669,0.000502564102564218,0.0001005128205127992
CTXR,2020-11-30,1.04,1.04,1.0,1.0037,168064,1.0037,1.0037,1.0037,0.0,0.0
