Symbol,Date,Open,High,Low,Close,Volume,ASC SMA,ASC spanTwelveEMA,ASC spanTwntySixEMA,ASC_x,ASC_y
ASC,2021-01-04,3.3,3.34,3.27,3.34,14439,3.34,3.2528619447035343,3.2887641336977085,-0.03590218899417419,-0.043029304386840425
ASC,2020-12-31,3.23,3.24,3.1853,3.225,13819,3.225,3.2370186619223587,3.284665264393525,-0.04764660247116659,-0.04481108323500698
ASC,2020-12-30,3.15,3.22,3.13,3.2097,9572,3.2097,3.2392038731809696,3.2894384855450074,-0.05023461236403781,-0.044102203425967185
ASC,2020-12-29,3.22,3.25,3.18,3.18,17077,3.18,3.2445682137593272,3.295817564388608,-0.0512493506292806,-0.04256910119144952
ASC,2020-12-28,3.23,3.29,3.21,3.29,29012,3.2899999999999987,3.2563078889882964,3.3050829695396966,-0.048775080551400674,-0.04039903883199175
ASC,2020-12-28,3.23,3.29,3.21,3.29,29012,3.2899999999999983,3.250182050622532,3.3062896071028725,-0.056107556480340826,-0.038305028402139625
ASC,2020-12-24,3.24,3.25,3.15,3.15,4179,3.1499999999999977,3.2429424234629924,3.3075927756711017,-0.06465035220810966,-0.033854396382589434
ASC,2020-12-23,3.02,3.12,3.01,3.1199,24684,3.119899999999998,3.2598410459108083,3.32020019772479,-0.06035915181398099,-0.026155407426209483
ASC,2020-12-22,3.08,3.1,3.06,3.07,9982,3.069999999999998,3.2852848724400467,3.3362242135427733,-0.05093934110272613,-0.01760447132926638
ASC,2020-12-21,3.16,3.2,3.07,3.0955,73038,3.095499999999998,3.324427576520056,3.3575221506261954,-0.033094574106139696,-0.009270753885901335
ASC,2020-12-18,3.3,3.31,3.2559,3.275,80817,3.274999999999998,3.366050772250975,3.378483922676291,-0.0124331504253159,-0.003314798830841856
ASC,2020-12-17,3.28,3.34,3.27,3.295,3233,3.2949999999999986,3.3826054581147886,3.3867626364903947,-0.004157178375605586,-0.0010352109322233456
ASC,2020-12-16,3.44,3.46,3.36,3.39,10101,3.389999999999999,3.3985337232265693,3.3941036474096262,0.004430075816943102,-0.0002547190713776743
ASC,2020-12-15,3.34,3.4,3.33,3.375,18895,3.3749999999999987,3.400085309267764,3.3944319392023963,0.005653370065367369,-0.0014259177934578683
ASC,2020-12-14,3.55,3.55,3.45,3.45,12745,3.45,3.4046462745891755,3.395986494338588,0.008659780250587445,-0.0031957397581642887
ASC,2020-12-11,3.56,3.56,3.45,3.5,15974,3.4999999999999987,3.396400142696298,3.391665413885675,0.004734728810622979,-0.006159619760352222
ASC,2020-12-10,3.36,3.44,3.33,3.43,16591,3.43,3.377563805004716,3.3829986469965294,-0.005434841991813766,-0.008883206903096023
ASC,2020-12-09,3.36,3.38,3.33,3.36,15569,3.359999999999999,3.3680299513692096,3.379238538756252,-0.011208587387042002,-0.009745298130916697
ASC,2020-12-08,3.28,3.39,3.28,3.39,18691,3.3899999999999992,3.3694899425272475,3.380777621856752,-0.011287679329504474,-0.009379475816885259
ASC,2020-12-07,3.38,3.3956,3.29,3.35,20836,3.3499999999999988,3.3657608411685653,3.3800398316052918,-0.014278990436726868,-0.008902424938730454
ASC,2020-12-04,3.27,3.41,3.27,3.4,35699,3.399999999999999,3.368626448653759,3.382443018133716,-0.013816569479956796,-0.007558283564231461
ASC,2020-12-03,3.28,3.31,3.26,3.31,9031,3.3099999999999987,3.3629221665908062,3.381038459584413,-0.01811629299360673,-0.005993712085300015
ASC,2020-12-02,3.24,3.25,3.23,3.23,6791,3.229999999999998,3.372544378698225,3.386721536351166,-0.014177157652940588,-0.0029630668582233356
ASC,2020-12-01,3.39,3.4,3.375,3.39,8684,3.3899999999999992,3.398461538461538,3.3992592592592583,-0.000797720797720558,-0.0001595441595440228
ASC,2020-11-30,3.46,3.52,3.4,3.4,21921,3.399999999999999,3.4,3.4,0.0,0.0
