Symbol,Date,Open,High,Low,Close,Volume,NINE SMA,NINE spanTwelveEMA,NINE spanTwntySixEMA,NINE_x,NINE_y
NINE,2021-01-04,2.76,2.79,2.75,2.76,3800,2.76,2.764294770741189,2.6533614636406218,0.11093330710056737,0.11485757588680257
NINE,2020-12-31,2.73,2.8,2.7146,2.76,2457,2.76,2.7650756381486783,2.644830380731872,0.1202452574168067,0.11583864308336136
NINE,2020-12-30,2.91,2.91,2.8409,2.85,8177,2.85,2.765998481448438,2.635616811190421,0.13038167025801695,0.11473698950000014
NINE,2020-12-29,2.85,2.85,2.78,2.78,5670,2.779999999999999,2.750725478075427,2.618466156085655,0.13225932198977208,0.11082581931049582
NINE,2020-12-28,2.9,2.94,2.8538,2.92,47661,2.9199999999999995,2.7454028377255044,2.605543448572507,0.13985938915299734,0.10546744364067676
NINE,2020-12-28,2.9,2.94,2.8538,2.92,47661,2.92,2.713657899130141,2.5803869244583075,0.1332709746718339,0.0968694572625966
NINE,2020-12-24,2.91,2.91,2.74,2.7762,25853,2.7762,2.67614115351744,2.5532178784149724,0.1229232751024676,0.08776907791028737
NINE,2020-12-23,2.94,3.12,2.94,3.0492,83876,3.0491999999999995,2.6579486359751563,2.5353793086881704,0.12256932728698587,0.0789805286122423
NINE,2020-12-22,2.75,2.84,2.73,2.8202,23123,2.820199999999999,2.586812024334276,2.494273653383224,0.09253837095105144,0.06808332894355641
NINE,2020-12-21,2.59,2.695,2.5,2.66,64904,2.66,2.5443778469405083,2.4681995456538823,0.0761783012866255,0.06196956844168254
NINE,2020-12-18,2.75,2.79,2.68,2.7539999999999996,42487,2.7539999999999987,2.5233556372933275,2.452855509306193,0.07050012798713423,0.058417385230446685
NINE,2020-12-17,2.52,2.55,2.47,2.55,14213,2.549999999999999,2.481420298619387,2.4287639500506883,0.052656348568698615,0.055396699541274685
NINE,2020-12-16,2.41,2.4219,2.3702,2.4,11704,2.3999999999999995,2.46895126200473,2.419065066054744,0.04988619594998634,0.0560817872844187
NINE,2020-12-15,2.58,2.58,2.4,2.4,32984,2.399999999999999,2.481487855096499,2.4205902713391234,0.06089758375737552,0.0576306851180269
NINE,2020-12-14,2.51,2.549,2.4591,2.4591,10094,2.459099999999999,2.4963038287504085,2.4222374930462536,0.07406633570415444,0.05681396045818974
NINE,2020-12-11,2.62,2.67,2.37,2.51,117349,2.51,2.5030681612504826,2.4192884924899536,0.08377966876052902,0.05250086664669845
NINE,2020-12-10,2.43,2.69,2.4112,2.5501,149290,2.5501,2.501807826932388,2.4120315718891496,0.08977625504323816,0.044681166118240814
NINE,2020-12-09,2.85,2.95,2.82,2.95,70509,2.95,2.4930274318291863,2.4009860976402817,0.0920413341889037,0.03340739388699148
NINE,2020-12-08,2.61,2.6793,2.61,2.6581,7916,2.6581,2.4099415103435837,2.3570649854515047,0.05287652489207817,0.018748908811513205
NINE,2020-12-07,2.42,2.48,2.34,2.48,50372,2.4799999999999995,2.3648217849515074,2.332982184287625,0.03183960066388192,0.01021700479137174
NINE,2020-12-04,2.46,2.56,2.4392,2.5479,60537,2.547899999999999,2.3438802913063266,2.3212207590306355,0.02265953227569151,0.0048113558232440855
NINE,2020-12-03,2.42,2.42,2.33,2.37,13869,2.37,2.306785798816568,2.303086419753086,0.0036993790634820565,0.0003493117101323406
NINE,2020-12-02,2.16,2.2694,2.147,2.2694,18843,2.2694,2.2952923076923075,2.297733333333333,-0.0024410256410254405,-0.0004882051282050881
NINE,2020-12-01,2.2,2.3,2.2,2.3,56356,2.3,2.3,2.3,0.0,0.0
NINE,2020-11-30,2.57,2.58,2.3,2.3,82977,2.3,2.3,2.3,0.0,0.0
