Symbol,Date,Open,High,Low,Close,Volume,IMH SMA,IMH spanTwelveEMA,IMH spanTwntySixEMA,IMH_x,IMH_y
IMH,2021-01-04,3.11,3.1422,3.0321,3.0321,2278,3.0321,2.9227522699086768,2.907049563247749,0.015702706660927213,-0.019453588827712084
IMH,2020-12-31,3.04,3.04,2.95,2.96,5242,2.96,2.9028708644375274,2.897045528307569,0.0058253361299582815,-0.02824266269987202
IMH,2020-12-30,2.98,3.06,2.971,3.014,9897,3.014,2.8924837488807142,2.892009170572175,0.00047457830853936395,-0.03675966240732959
IMH,2020-12-29,3.28,3.29,3.01,3.0312,84063,3.031200000000001,2.8703898850408445,2.882249904217949,-0.011860019177104776,-0.04606822258629683
IMH,2020-12-28,2.99,3.0,2.8929,3.0,30925,3.0,2.8411516823209984,2.870333896555385,-0.029182214234387164,-0.05462027343859495
IMH,2020-12-28,2.99,3.0,2.8929,3.0,30925,3.0,2.812270170015725,2.8599606082798164,-0.04769043826409103,-0.060979788239647004
IMH,2020-12-24,2.86,2.87,2.86,2.87,2885,2.87,2.778137473654948,2.8487574569422014,-0.07061998328725361,-0.06430212573353589
IMH,2020-12-23,2.72,2.78,2.7116,2.7116,26211,2.7116,2.761435196137665,2.8470580534975767,-0.08562285735991226,-0.06272266134510646
IMH,2020-12-22,2.66,2.69,2.59,2.69,2751,2.6900000000000004,2.770496140889968,2.857894697777384,-0.0873985568874156,-0.056997612341405116
IMH,2020-12-21,2.54,2.56,2.39,2.53,20107,2.5300000000000007,2.785131802869962,2.8713262735995744,-0.0861944707296125,-0.0493973762049025
IMH,2020-12-18,2.87,2.9,2.7707,2.8597,40625,2.859700000000001,2.831519403391773,2.8986323754875407,-0.06711297209576772,-0.040198102573725
IMH,2020-12-17,2.41,2.45,2.36,2.45,5131,2.450000000000001,2.8263956585539134,2.9017469655265438,-0.07535130697263083,-0.03346938519321432
IMH,2020-12-16,2.44,2.47,2.24,2.4335,91594,2.4335000000000013,2.8948312328364434,2.937886722768668,-0.043055489932224855,-0.022998904748360298
IMH,2020-12-15,2.92,3.06,2.92,3.02,2632,3.020000000000002,2.9787096388067056,2.9782376605901613,0.0004719782165443221,-0.017984758452394268
IMH,2020-12-14,3.1,3.1,2.91,2.9794,9356,2.9794000000000014,2.9712023004079247,2.9748966734373736,-0.0036943730294494155,-0.022598942619628914
IMH,2020-12-11,3.06,3.1,3.01,3.05,2436,3.0500000000000007,2.9697118095730017,2.974536407312364,-0.004824597739361725,-0.0273250850171739
IMH,2020-12-10,3.16,3.16,3.0301,3.0947,6943,3.0947000000000005,2.955113956768093,2.968499319897353,-0.013385363129259531,-0.03295020683662683
IMH,2020-12-09,3.1,3.13,3.075,3.1,10314,3.100000000000001,2.9297346761804737,2.958403265489141,-0.028668589308667336,-0.03784141776346855
IMH,2020-12-08,3.03,3.0899,3.0,3.01,26584,3.010000000000001,2.898777344576924,2.947075526728273,-0.04829818215134907,-0.040134624877168845
IMH,2020-12-07,2.98,2.98,2.51,2.6999,84082,2.6999000000000013,2.8785550435909104,2.9420415688665345,-0.06348652527562404,-0.03809373555862379
IMH,2021-01-04,3.11,3.1422,3.03,3.03,2524,3.0300000000000007,2.9110377787892574,2.961412894375857,-0.050375115586599684,-0.031745538129373724
IMH,2021-01-04,3.11,3.1422,3.03,3.03,2524,3.0300000000000007,2.889408284023668,2.9559259259259267,-0.06651764190225773,-0.02708814376506723
IMH,2020-12-02,1.96,1.96,1.9,1.95,1743,1.9500000000000008,2.8638461538461533,2.95,-0.08615384615384647,-0.017230769230769383
IMH,2021-01-04,3.11,3.1422,3.03,3.03,2524,3.03,3.03,3.03,0.0,0.0
IMH,2021-01-04,3.11,3.1422,3.03,3.03,2524,3.0300000000000007,3.03,3.03,0.0,0.0
