Symbol,Date,Open,High,Low,Close,Volume,RYCEF SMA,RYCEF spanTwelveEMA,RYCEF spanTwntySixEMA,RYCEF_x,RYCEF_y
RYCEF,2020-11-17,1.36,1.36,1.31,1.33,77565,1.33,1.367760718464677,1.5937593726775563,-0.2259986542128793,-0.22586390075308121
RYCEF,2020-11-16,1.33,1.38,1.33,1.34,239358,1.34,1.3746263036400728,1.614860122491761,-0.2402338188516881,-0.22583021238813167
RYCEF,2020-11-13,1.24,1.24,1.22,1.24,100064,1.24,1.3809219952109952,1.6368489322911017,-0.2559269370801067,-0.22222931077224253
RYCEF,2020-11-12,1.22,1.22,1.18,1.21,130092,1.2100000000000002,1.406544176158449,1.66859684687439,-0.2620526707159412,-0.21380490419527654
RYCEF,2020-11-11,1.37,1.37,1.3,1.32,120127,1.3200000000000005,1.4422794809145307,1.7052845946243411,-0.2630051137098104,-0.20174296256511043
RYCEF,2020-11-10,1.47,1.53,1.47,1.515,96649,1.515,1.4645121138080817,1.7361073621942884,-0.27159524838620674,-0.18642742477893545
RYCEF,2020-11-09,1.35,1.48,1.35,1.47,193057,1.47,1.455332498136824,1.7537959511698316,-0.2984634530330077,-0.1651354688771176
RYCEF,2020-11-06,0.925,0.925,0.8935,0.91,59422,0.91,1.4526656796162465,1.776499627263418,-0.3238339476471717,-0.13180347283814514
RYCEF,2020-11-05,1.06,1.06,0.9501,0.98,125620,0.98,1.5513321668192006,1.8458195974444915,-0.2944874306252909,-0.08379585413588855
RYCEF,2020-11-04,1.06,1.07,1.055,1.065,15390,1.065,1.6552107426045095,1.9150851652400511,-0.2598744226355412,-0.031122960013537964
RYCEF,2020-11-03,1.05,1.05,1.015,1.04,32575,1.04,1.7625217867144207,1.9830919784592551,-0.2205701917448344,0.026064905641962954
RYCEF,2020-11-02,0.965,0.965,0.92,0.94,52336,0.94,1.8938893842988607,2.058539336735996,-0.16464995243713476,0.08772367998866229
RYCEF,2020-10-30,0.95,0.95,0.9158,0.93,29801,0.9300000000000002,2.0673238178077447,2.148022483674876,-0.0806986658671307,0.1508170880951117
RYCEF,2020-10-29,0.9931,1.01,0.96525,1.0,216647,1.0,2.274109966500062,2.2454642823688653,0.028645684131196614,0.20869602658567243
RYCEF,2020-10-28,1.14,1.14,1.08,1.12,174120,1.12,2.505766324045528,2.3451014249583753,0.16066489908715287,0.25370861219929136
RYCEF,2020-10-27,2.83,2.94,2.83,2.83,24515,2.83,2.7577238375083506,2.4431095389550452,0.3146142985533058,0.27696954047732597
RYCEF,2020-10-26,3.02,3.16,3.0,3.13,32868,3.13,2.7445827170553243,2.4121583020714485,0.3324244149838753,0.26755835095833114
RYCEF,2020-10-23,3.04,3.09,3.04,3.04,8361,3.04,2.674506847429019,2.3547309662371645,0.3197758811918545,0.25134183495194495
RYCEF,2020-10-22,2.925,2.93,2.9,2.9,10025,2.8999999999999995,2.6080535469615684,2.2999094435361376,0.3081441034254304,0.2342333233919675
RYCEF,2020-10-21,2.93,2.98,2.93,2.98,3470,2.979999999999998,2.5549723736818533,2.2519021990190287,0.3030701746628241,0.21575562838360163
RYCEF,2020-10-20,2.86,3.0,2.86,3.0,15647,2.9999999999999987,2.477694623442189,2.1936543749405506,0.2840402485016389,0.19392699181379586
RYCEF,2020-10-19,2.83,2.9,2.8,2.8,13290,2.799999999999999,2.382730009522588,2.1291467249357945,0.25358328458679313,0.1713986776418352
RYCEF,2020-10-16,2.83,2.83,2.74,2.77,13900,2.7699999999999987,2.3068627385266947,2.075478462930658,0.2313842755960365,0.15085252590559559
RYCEF,2020-10-15,2.37,2.37,2.37,2.37,3200,2.3699999999999988,2.2226559637133665,2.019916739965111,0.2027392237482557,0.13071958848298537
RYCEF,2020-10-14,2.35,2.38,2.34,2.34,6385,2.339999999999999,2.195866138933978,1.9919100791623197,0.2039560597716592,0.11271467966666779
RYCEF,2020-10-13,2.45,2.45,2.36,2.39,19153,2.3899999999999992,2.1696599823765204,1.964062885495305,0.2055970968812153,0.08990433464042008
RYCEF,2020-10-12,2.95,3.06,2.95,3.005,20375,3.0049999999999986,2.129598160990433,1.9299879163349292,0.1996102446555037,0.06098114408022128
RYCEF,2020-10-09,2.9,2.9,2.7,2.7,86613,2.6999999999999984,1.9704341902614209,1.843986949641724,0.12644724061969725,0.026323868936400617
RYCEF,2020-10-08,2.38,2.49,2.375,2.45,94970,2.4499999999999984,1.8377858612180429,1.7755059056130615,0.06227995560498134,0.0012930260155765635
RYCEF,2020-10-07,2.09,2.09,1.99,2.0,19446,1.9999999999999984,1.726474199621323,1.7215463780621063,0.004927821559217005,-0.013953706381774629
RYCEF,2020-10-06,1.81,1.89,1.81,1.87,106552,1.8699999999999983,1.6767422359161093,1.6992700883070748,-0.022527852390965556,-0.01867408836702248
RYCEF,2020-10-05,1.55,1.59,1.54,1.565,18730,1.5649999999999982,1.6416044606281293,1.685611695371641,-0.04400723474351165,-0.01771064736103671
RYCEF,2020-10-02,1.36,1.43,1.33,1.43,36402,1.4299999999999984,1.655532544378698,1.6952606310013718,-0.039728086622673915,-0.011136500515417973
RYCEF,2020-10-01,1.52,1.52,1.48,1.485,60719,1.4849999999999983,1.6965384615384616,1.7164814814814815,-0.019943019943020168,-0.00398860398860399
RYCEF,2020-09-30,1.73,1.735,1.71,1.735,46628,1.7349999999999983,1.735,1.735,0.0,0.0
