Symbol,Date,Open,High,Low,Close,Volume,SLS SMA,SLS spanTwelveEMA,SLS spanTwntySixEMA,SLS_x,SLS_y
SLS,2020-11-17,2.64,2.78,2.56,2.7312,28227,2.7312,2.5963494110734247,2.5945951135812835,0.001754297492141621,-0.005010263876427321
SLS,2020-11-16,2.52,2.68,2.52,2.5972,12896,2.5972000000000004,2.5718311221776844,2.5836667226677865,-0.011835600490102129,-0.006701404218569446
SLS,2020-11-13,2.57,2.575,2.47,2.5,10610,2.500000000000001,2.567218598937264,2.5825840604812096,-0.015365461543946246,-0.005417855150686275
SLS,2020-11-12,2.54,2.5403,2.5,2.5,20902,2.500000000000001,2.5794401623804024,2.5891907853197065,-0.009750622939304066,-0.0029309535523713934
SLS,2020-11-11,2.65,2.65,2.5403,2.6073,6143,2.6073000000000004,2.5938838282677485,2.5963260481452832,-0.0024422198775346797,-0.0012260362056382254
SLS,2020-11-10,2.65,2.65,2.5712,2.5906,5765,2.5906000000000007,2.5914445243164304,2.5954481319969056,-0.004003607680475696,-0.0009219902876641119
SLS,2020-11-09,2.69,2.7,2.5178,2.69,5547,2.6900000000000013,2.5915980741921447,2.5958359825566584,-0.004237908364513654,-0.00015158593946132675
SLS,2020-11-06,2.68,2.68,2.625,2.6579,1345,2.657900000000001,2.5737068149543525,2.588302861161191,-0.014596046206838409,0.0008699946668017551
SLS,2020-11-05,2.5,2.5,2.44,2.4968,1791,2.496800000000001,2.558398963127871,2.582735090054086,-0.024336126926214785,0.004736504885211796
SLS,2020-11-04,2.47,2.5101,2.4198,2.4198,3915,2.419800000000001,2.569598774605666,2.5896098972584127,-0.02001112265274685,0.01200466283806844
SLS,2020-11-03,2.39,2.44,2.39,2.44,960,2.440000000000001,2.5968349154430594,2.6031946890390856,-0.0063597735960261295,0.020008609210772264
SLS,2020-11-02,2.58,2.58,2.43,2.5224,5803,2.5224000000000006,2.625350354614525,2.616250264162212,0.009100090452312859,0.02660070491247186
SLS,2020-10-30,2.59,2.5938,2.59,2.5938,267,2.5938000000000008,2.6440686009080747,2.623758285295189,0.02031031561288588,0.030975858527511613
SLS,2020-10-29,2.63,2.63,2.54,2.6108,8658,2.6108000000000007,2.6532083465277245,2.626154948118804,0.02705339840892096,0.03364224425616805
SLS,2020-10-28,2.67,2.6815,2.6204,2.6204,2463,2.6204000000000014,2.660918954987311,2.627383343968308,0.033535611019003486,0.03528945571797993
SLS,2020-10-27,2.82,2.82,2.75,2.75,723,2.7500000000000018,2.668286037712277,2.627942011485772,0.040344026226505125,0.03572791689272415
SLS,2020-10-26,2.69,2.75,2.69,2.7047,6824,2.7047000000000017,2.653428953659964,2.6181773724046336,0.03525158125533023,0.034573889559278904
SLS,2020-10-23,2.74,2.83,2.7,2.7264,10778,2.7264000000000017,2.644106945234503,2.6112555621970044,0.03285138303749857,0.03440446663526607
SLS,2020-10-22,2.62,2.63,2.53,2.6,4710,2.6000000000000014,2.6291445716407758,2.6020440071727644,0.02710056446801179,0.03479273753470794
SLS,2020-10-21,2.6335,2.65,2.62,2.64,1807,2.640000000000002,2.634443584666372,2.602207527746585,0.03223605691978637,0.03671578080138209
SLS,2020-10-20,2.59,2.68,2.59,2.625,3220,2.625000000000002,2.633433327332985,2.5991841299663125,0.03424919736667231,0.03783571177178091
SLS,2020-10-19,2.7,2.7022,2.617,2.6188,25054,2.618800000000002,2.634966659575346,2.5971188603636173,0.03784779921172854,0.038732340373058054
SLS,2020-10-16,2.6,2.7092,2.6,2.7092,1193,2.7092000000000023,2.6379060522254085,2.5953843691927068,0.04252168303270176,0.03895347566339043
SLS,2020-10-15,2.6,2.73,2.57,2.57,3080,2.570000000000002,2.6249435162663923,2.5862791187281235,0.03866439753826878,0.03806142382106259
SLS,2020-10-14,2.7,2.7262,2.5801,2.6754,10392,2.675400000000002,2.634933246496645,2.587581448226373,0.04735179827027247,0.03791068039176104
SLS,2020-10-13,2.61,2.66,2.61,2.6145,1631,2.6145000000000023,2.627575654950581,2.5805559640844837,0.047019690866097814,0.03555040092213329
SLS,2020-10-12,2.8,2.8,2.65,2.715,8079,2.7150000000000016,2.6299530467597783,2.577840441211242,0.05211260554853592,0.032683078436142265
SLS,2020-10-09,2.68,2.68,2.6,2.6647,11742,2.6647000000000016,2.6144899643524644,2.5668676765081413,0.0476222878443231,0.02782569665804374
SLS,2020-10-08,2.74,2.8,2.74,2.76,1658,2.7600000000000016,2.6053608669620028,2.5590410906287926,0.046319776333210605,0.022876548861473903
SLS,2020-10-07,2.61,2.65,2.61,2.65,2268,2.650000000000002,2.5772446609550945,2.5429643778790956,0.034280283075998515,0.017015741993539835
SLS,2020-10-06,2.65,2.66,2.5633,2.625,10689,2.625000000000002,2.5640164174923847,2.534401528109424,0.02961488938296108,0.012699606722925055
SLS,2020-10-05,2.6,2.69,2.55,2.6666,10685,2.6666000000000025,2.552928493400091,2.5271536503581773,0.0257748430419138,0.008470786057916159
SLS,2020-10-02,2.5,2.65,2.5,2.65,7403,2.650000000000003,2.532260946745562,2.515997942386832,0.016263004358730182,0.004144771811916748
SLS,2020-10-01,2.66,2.66,2.55,2.57,6670,2.5700000000000025,2.5108538461538457,2.505277777777778,0.005576068376067944,0.0011152136752135
SLS,2020-09-30,2.46,2.53,2.46,2.5001,5349,2.500100000000003,2.5001,2.5001,0.0,0.0
