Symbol,Date,Open,High,Low,Close,Volume,GLOG SMA,GLOG spanTwelveEMA,GLOG spanTwntySixEMA,GLOG_x,GLOG_y
GLOG,2020-11-17,2.84,2.89,2.76,2.805,126704,2.805,2.578198433717296,2.6073658963912894,-0.029167462673993505,-0.06739192326400256
GLOG,2020-11-16,2.74,2.79,2.68,2.72,234019,2.72,2.5369617853022595,2.5915551681025923,-0.054593382800333316,-0.07694803841150483
GLOG,2020-11-13,2.52,2.57,2.45,2.5601,133466,2.5601,2.5036821099026696,2.5812795815507994,-0.0775974716481298,-0.08253670231429781
GLOG,2020-11-12,2.56,2.56,2.48,2.5,118208,2.5000000000000004,2.493424311703156,2.5829739480748635,-0.0895496363717081,-0.0837715099808398
GLOG,2020-11-11,2.61,2.61,2.47,2.545,123659,2.545,2.49222873201282,2.5896118639208527,-0.09738313190803273,-0.08232697838312285
GLOG,2020-11-10,2.51,2.53,2.4,2.41,255460,2.41,2.482633956015152,2.593180813034521,-0.1105468570193695,-0.07856294000189537
GLOG,2020-11-09,2.4,2.6183,2.37,2.45,522335,2.45,2.495840129836088,2.6078352780772827,-0.11199514824119472,-0.07056696074752694
GLOG,2020-11-06,2.32,2.35,2.3,2.319,159876,2.319,2.5041746988971947,2.620462100323465,-0.1162874014262698,-0.06020991387410999
GLOG,2020-11-05,2.32,2.32,2.27,2.29,143280,2.29,2.5378428259694124,2.6445790683493415,-0.10673624237992962,-0.04619054198606992
GLOG,2020-11-04,2.39,2.39,2.3,2.35,152027,2.3500000000000005,2.582905157963851,2.6729453938172894,-0.09004023585343822,-0.031054116887605107
GLOG,2020-11-03,2.45,2.465,2.43,2.435,100006,2.435,2.625251550320915,2.6987810253226723,-0.07352947500175723,-0.016307587146146822
GLOG,2020-11-02,2.4,2.45,2.37,2.3968,83417,2.3968,2.659842741288354,2.7198835073484857,-0.06004076606013209,-0.00200211518224422
GLOG,2020-10-30,2.51,2.54,2.42,2.465,79440,2.464999999999999,2.707668694249873,2.745730187936365,-0.03806149368649203,0.012507547537227635
GLOG,2020-10-29,2.53,2.5364,2.43,2.48,152602,2.4799999999999978,2.7517902750225773,2.7681886029712746,-0.016398327948697222,0.02514980784315755
GLOG,2020-10-28,2.59,2.66,2.5653,2.585,170888,2.5849999999999977,2.801206688663046,2.7912436912089764,0.009962997454069368,0.035536841791121244
GLOG,2020-10-27,2.7,2.7433,2.67,2.69,60764,2.6899999999999986,2.8405169956926906,2.8077431865056948,0.032773809186995795,0.04193030287538421
GLOG,2020-10-26,2.87,2.87,2.78,2.78,76071,2.779999999999999,2.8678837221822704,2.8171626414261506,0.050721080756119814,0.04421942629748131
GLOG,2020-10-23,3.0,3.06,2.9899,3.01,108814,3.01,2.8838625807608653,2.8201356527402432,0.06372692802062252,0.04259401268282168
GLOG,2020-10-22,2.96,3.0,2.94,2.975,66116,2.975,2.8609285045355684,2.8049465049594615,0.05598199957610639,0.03731078384837158
GLOG,2020-10-21,2.95,3.03,2.93,3.02,72666,3.0199999999999987,2.8401882326329444,2.7913422253562192,0.04884600727672561,0.03264297991643776
GLOG,2020-10-20,2.8,2.9,2.8,2.8815,91568,2.8814999999999986,2.8074951840207523,2.7730496033847163,0.034445580636035984,0.028592223076365907
GLOG,2020-10-19,2.87,2.87,2.8,2.83,51773,2.8299999999999987,2.7940397629336156,2.7643735716554936,0.029666191278122426,0.027128883686448387
GLOG,2020-10-16,2.85,2.86,2.77,2.85,103912,2.85,2.787501538012456,2.759123457387933,0.02837808062452218,0.026494556788529987
GLOG,2020-10-15,2.72,2.8,2.6882,2.7915,84281,2.7915,2.7761381812874477,2.751853333978968,0.024284847308479133,0.02602367582953171
GLOG,2020-10-14,2.75,2.8,2.75,2.7602,39743,2.7602,2.773345123339711,2.7486816006972847,0.024663522642425658,0.026458382959794746
GLOG,2020-10-13,2.75,2.7999,2.72,2.735,50111,2.7350000000000003,2.7757351457651125,2.747760128753068,0.027975017012044745,0.026907098039136906
GLOG,2020-10-12,2.79,2.8309,2.75,2.76,100086,2.76,2.783141535904224,2.7487809390533133,0.03436059685091042,0.026640118295910054
GLOG,2020-10-09,2.92,2.92,2.865,2.8710000000000004,22505,2.8710000000000004,2.78734908788681,2.7478834141775783,0.03946567370923182,0.02470999865715985
GLOG,2020-10-08,2.77,2.82,2.77,2.795,35325,2.795,2.7721398311389573,2.7380340873117843,0.03410574382717302,0.02102107989414186
GLOG,2020-10-07,2.77,2.8178,2.74,2.76,35190,2.76,2.767983436800586,2.7334768142967274,0.03450662250385905,0.01774991391088407
GLOG,2020-10-06,2.99,3.025,2.9410000000000003,2.9410000000000003,92722,2.9410000000000007,2.769434970764329,2.731354959440465,0.03808001132386396,0.013560736762640434
GLOG,2020-10-05,2.85,2.94,2.85,2.8799,72015,2.879900000000001,2.738241329085116,2.714583356195702,0.02365797288941396,0.00743091812233455
GLOG,2020-10-02,2.78,2.78,2.73,2.76,72948,2.7600000000000007,2.712485207100592,2.7013580246913578,0.011127182409233159,0.0033741544305646975
GLOG,2020-10-01,2.72,2.82,2.72,2.78,64582,2.780000000000001,2.7038461538461536,2.6966666666666668,0.007179487179486799,0.0014358974358973599
GLOG,2020-09-30,2.61,2.6943,2.61,2.69,69690,2.6900000000000013,2.69,2.69,0.0,0.0
