Symbol,Date,Open,High,Low,Close,Volume,NCTY SMA,NCTY spanTwelveEMA,NCTY spanTwntySixEMA,NCTY_x,NCTY_y
NCTY,2020-11-17,2.34,2.42,2.2827,2.37,122625,2.37,2.4192005670676346,2.4909234856883526,-0.07172291862071756,-0.1277180384105382
NCTY,2020-11-16,2.55,2.58,2.36,2.4376,103608,2.4376000000000007,2.4281461247162963,2.5005973645434207,-0.07245123982712443,-0.1417168183579932
NCTY,2020-11-13,2.74,2.82,2.6,2.69,260364,2.6900000000000013,2.426427238301077,2.5056371537068944,-0.07920991540581701,-0.15903321299071038
NCTY,2020-11-12,2.4746,2.59,2.4746,2.5643,38477,2.5643000000000007,2.3785049179921818,2.4908881260034463,-0.11238320801126413,-0.1789890373869336
NCTY,2020-11-11,2.41,2.55,2.405,2.53,107873,2.5300000000000007,2.344723993990761,2.485015176083722,-0.1402911820929611,-0.19564049473085088
NCTY,2020-11-10,2.3,2.32,2.255,2.2839,24669,2.2839000000000005,2.311037447443627,2.48141639017042,-0.170378942726793,-0.2094778228903233
NCTY,2020-11-09,2.25,2.38,2.24,2.36,42855,2.3600000000000003,2.315971528797013,2.497217701384053,-0.18124617258703998,-0.21925254293120586
NCTY,2020-11-06,2.5,2.61,2.42,2.4995,153507,2.4995000000000007,2.307966352214652,2.5081951174947785,-0.200228765280126,-0.2287541355172473
NCTY,2020-11-05,2.235,2.2999,2.18,2.23,49294,2.230000000000001,2.2731420526173163,2.5088907268943603,-0.23574867427704405,-0.2358854780765275
NCTY,2020-11-04,2.22,2.27,2.119,2.119,85855,2.119000000000001,2.280986062184101,2.531201985045909,-0.25021592286180816,-0.23591967902639832
NCTY,2020-11-03,2.2,2.2399,2.16,2.2,29465,2.2000000000000006,2.3104380734903014,2.564178143849582,-0.2537400703592807,-0.23234561806754583
NCTY,2020-11-02,2.14,2.19,2.12,2.14,33961,2.140000000000001,2.3305177232158107,2.5933123953575485,-0.2627946721417378,-0.2269970049946121
NCTY,2020-10-30,2.11,2.28,2.04,2.2279,420966,2.2279000000000004,2.365157309255049,2.6295773869861523,-0.2644200777311032,-0.21804758820783066
NCTY,2020-10-29,2.14,2.15,2.11,2.13,24416,2.130000000000001,2.3901131836650578,2.6617115779450446,-0.2715983942799869,-0.2064544658270125
NCTY,2020-10-28,2.2,2.35,2.08,2.09,327519,2.0900000000000007,2.4374064897859777,2.7042485041806485,-0.2668420143946708,-0.19016848371376888
NCTY,2020-10-27,2.15,2.2,2.12,2.1201,29800,2.1201000000000008,2.500571306110701,2.7533883845151004,-0.2528170784043993,-0.1710001010435434
NCTY,2020-10-26,2.28,2.28,2.23,2.24,20612,2.240000000000001,2.569747907221738,2.8040514552763085,-0.2343035480545703,-0.15054585670332946
NCTY,2020-10-23,2.37,2.37,2.3,2.3179,12614,2.3179000000000007,2.629702072171145,2.8491755716984133,-0.21947349952726825,-0.12960643386551923
NCTY,2020-10-22,2.18,2.3,2.18,2.26,47346,2.2600000000000007,2.6863933580204447,2.8916776174342864,-0.20528425941384176,-0.10713966745008197
NCTY,2020-10-21,2.26,2.35,2.21,2.29,49544,2.290000000000001,2.763919423115071,2.9422118268290296,-0.1782924037139586,-0.08260351945914202
NCTY,2020-10-20,2.36,2.48,2.3201,2.3999,65888,2.399900000000001,2.850086590954175,2.994388772975352,-0.14430218202117695,-0.05868129839543787
NCTY,2020-10-19,2.26,2.55,2.16,2.36,243086,2.3600000000000017,2.931938698400389,3.0419478748133795,-0.11000917641299113,-0.03727607748900309
