Symbol,Date,Open,High,Low,Close,Volume,IBM SMA,IBM spanTwelveEMA,IBM spanTwntySixEMA,IBM_x,IBM_y
IBM,2021-12-29,132.4,132.6,132.31,132.49,63924,132.49,128.4713726086581,125.19229270526014,3.2790799033979567,2.5203841914864356
IBM,2021-12-28,131.6,131.8248,131.59,131.78,60896,131.78,127.7407130829596,124.60847612168097,3.132236961278622,2.3307102635085553
IBM,2021-12-27,130.79,130.87,130.63,130.8159,77019,130.8159,127.00629727986134,124.03475421141545,2.971543068445897,2.1303285890660346
IBM,2021-12-27,130.79,130.87,130.63,130.8159,77019,130.8159,126.31364223983614,123.49226254832868,2.82137969150746,1.9200249692210687
IBM,2021-12-23,130.0,130.48,129.83,130.445,173788,130.445,125.49504991980636,122.90637155219498,2.588678367611365,1.694686288649471
IBM,2021-12-22,129.06,129.08,128.72,128.94,82469,128.94,124.59505899613478,122.30328127637058,2.291777719764198,1.4711882689089937
IBM,2021-12-21,127.66,128.41,127.66,128.31,129957,128.31,123.80506972270472,121.77234377848023,2.032725944224495,1.2660409061951925
IBM,2021-12-20,125.77,125.898,125.59,125.72,159593,125.72,122.98599149046922,121.24933128075864,1.736660209710564,1.0743696466878705
IBM,2021-12-17,125.87,125.92,125.6001,125.6001,708619,125.6001,122.4888990341909,120.89167778321934,1.5972212509715575,0.9087970059321934
IBM,2021-12-16,123.51,124.08,123.475,124.08,87448,124.08,121.92322613131653,120.51500400587688,1.408222125439636,0.7366909446723522
IBM,2021-12-15,123.8,123.99,123.64,123.78,107599,123.78,121.53108542791952,120.22980432634702,1.3012811015724992,0.5688081494805277
IBM,2021-12-14,122.35,123.15,122.3,123.15,122424,123.15,121.12219186935944,119.94578867245478,1.1764031969046442,0.3856899114575349
IBM,2021-12-13,123.76,124.08,123.55,123.95,148500,123.95,120.75349948197022,119.68945176625115,1.064047715719056,0.188011590095754
IBM,2021-12-10,124.3,124.84,124.25,124.8384,257756,124.8384,120.17231756960118,119.34860790755124,0.8237096620499216,-0.03099744131007509
IBM,2021-12-09,122.15,122.32,121.79,121.93,105060,121.93,119.32393894589232,118.90942454015536,0.4145144057369521,-0.2446742171500778
IBM,2021-12-08,122.0,122.1,121.9,121.94,99841,121.94,118.85010966332726,118.66777850336778,0.1823311599594745,-0.40947137287183877
IBM,2021-12-07,120.475,120.71,120.46,120.68,111757,120.68,118.28831142029584,118.4060007836372,-0.1176893633413698,-0.5574220060796671
IBM,2021-12-06,119.4,120.07,119.4,120.04,131353,120.04,117.85345895125872,118.2240808463282,-0.3706218950694762,-0.6673551667642449
IBM,2021-12-03,117.36,117.6,117.36,117.57,76052,117.57,117.45590603330574,118.07880731403444,-0.622901280728712,-0.7415384846879335
IBM,2021-12-02,117.37,117.78,117.2636,117.679,103697,117.679,117.43516167572496,118.1195118991572,-0.6843502234322472,-0.7711977856777424
IBM,2021-12-01,118.25,118.93,117.97,118.08,125995,118.08,117.39082743494768,118.15475285108978,-0.7639254161421007,-0.7929096762391161
IBM,2021-11-30,117.5,117.6569,117.27,117.5,140236,117.5,117.2655233322109,118.16073307917696,-0.89520974696606,-0.8001557412633699
IBM,2021-11-29,118.62,119.11,118.38,118.62,328256,118.62,117.2228912107947,118.21359172551114,-0.9907005147164368,-0.7763922398376972
IBM,2021-11-26,115.0,115.02,114.58,114.64,214877,114.64,116.9688714309392,118.18107906355203,-1.212207632612845,-0.7228151711180122
IBM,2021-11-26,115.0,115.02,114.58,114.64,214877,114.64,117.39230260020084,118.4643653886362,-1.0720627884353462,-0.6004670557443076
IBM,2021-11-24,116.16,116.42,116.08,116.26,79402,116.26,117.8927212547828,118.7703146197271,-0.8775933649442891,-0.48256812257154436
IBM,2021-11-23,116.79,116.95,116.7,116.79,87944,116.79,118.18957966474332,118.97113978930528,-0.781560124561949,-0.3838118119783546
IBM,2021-11-22,116.0,116.1499,115.83,115.94,114945,115.94,118.44404869469663,119.1456309724497,-0.7015822777530474,-0.28437473383245243
IBM,2021-11-19,116.49,116.49,116.14,116.423,258369,116.423,118.89933027555055,119.40208145024567,-0.5027511746951063,-0.18007284785230016
IBM,2021-11-18,118.36,118.36,118.05,118.05,89541,118.05,119.34957214383248,119.64040796626531,-0.2908358224328253,-0.09940326614159506
IBM,2021-11-17,118.38,118.59,118.21,118.59,122681,118.59,119.58585798816569,119.76764060356656,-0.1817826154008628,-0.05154512706878393
IBM,2021-11-16,118.92,119.0959,118.664,118.76,108027,118.76,119.76692307692308,119.86185185185188,-0.094928774928789,-0.01898575498576065
IBM,2021-11-15,119.54,120.14,119.54,119.95,148024,119.95,119.95,119.95,0.0,0.0
